mod,nAg,nOb,obDen,rRep,rOr,rOrX,rAt,rAtX,str,exp,hullOLD,hull,iso,isoLast,cco,ccoLast,cc,ccLast,vmrLast,degIn,degOut,degTot,avgDeg
T7,100,10,0.1,10,20,2X,40,2X,45,594.99,129802.69,129.8,0,0,2.31,4,0.62,0.72,5.16,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,45,567.1,104718.81,104.72,0,0,2.17,4,0.6,0.67,8.31,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,45,578.59,133915.53,133.92,0,0,3.18,7,0.65,0.77,5,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,45,573.83,100103.86,100.1,0,0,1.73,4,0.57,0.61,11.71,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,45,546.15,88188.63,88.19,0,0,1.35,2,0.57,0.62,7.57,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,45,556.91,96599.81,96.6,0,0,1.94,3,0.58,0.62,9.78,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,587.23,124575.45,124.58,0,0,1.76,5,0.63,0.78,4.47,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,600.48,126189.76,126.19,0,0,1.8,6,0.62,0.73,5.33,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,628.24,142507.44,142.51,0,0,1.72,6,0.61,0.74,5.51,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,636.32,120697,120.7,0,0,1.94,4,0.62,0.73,4.63,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,552.68,138173.3,138.17,0,0,2.02,4,0.62,0.7,6.55,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,563.19,134792.28,134.79,0,0,1.95,4,0.61,0.73,5.8,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,600.94,121677.52,121.68,0,0,2.22,4,0.62,0.7,5.67,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,572.98,124322.89,124.32,0,0,2.28,5,0.61,0.68,8.27,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,581.11,142088.27,142.09,0,0,1.42,5,0.6,0.74,4.86,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,581.11,117405.03,117.41,0,0,1.63,3,0.63,0.73,5.27,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,559.38,132224.53,132.22,0,0,1.66,4,0.61,0.7,5.55,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,567.35,128959.63,128.96,0,0,1.63,4,0.63,0.74,6.47,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,572.09,115730.96,115.73,0,0,2.33,5,0.62,0.7,9.14,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,549.65,125758.95,125.76,0,0,1.55,3,0.61,0.69,4.63,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,629.86,134858.48,134.86,0,0,1.93,4,0.62,0.71,6.33,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,570.22,135152.61,135.15,0,0,1.75,4,0.62,0.73,5.69,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,526.98,91154.93,91.15,0,0,1.76,3,0.57,0.63,7.06,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,567.77,135642.06,135.64,0,0,1.54,5,0.61,0.71,5.8,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,561.65,121011.95,121.01,0,0,1.37,4,0.6,0.7,9.69,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,629.47,141940.8,141.94,0,0,2.42,5,0.63,0.75,5.78,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,587.47,115477.63,115.48,0,0,2.17,4,0.61,0.7,8,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,593.59,140524.64,140.52,0,0,2.61,6,0.63,0.76,3.94,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,598.77,105895.36,105.9,0,0,2.37,4,0.59,0.67,11.76,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,583.78,110595.48,110.6,0,0,1.51,3,0.61,0.68,6.22,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,90,605.24,116163.73,116.16,0,0,1.83,4,0.59,0.64,6.22,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,599.53,141024.12,141.02,0,0,1.96,6,0.62,0.74,6.16,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,629.7,136974.02,136.97,0,0,1.87,5,0.64,0.75,4.43,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,645.64,148648.6,148.65,0,0,1.03,2,0.6,0.72,3.71,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,668.79,135643.9,135.64,0,0,1.92,4,0.63,0.76,4.08,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,578.65,150832.98,150.83,0,0,2.05,4,0.61,0.69,4.31,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,584.38,142204.42,142.2,0,0,2.01,5,0.62,0.73,6.35,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,639.87,134336.77,134.34,0,0,2.21,6,0.63,0.75,4.9,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,595.29,134539.92,134.54,0,0,1.88,4,0.6,0.68,6.27,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,605.41,150554.62,150.55,0,0,1.29,4,0.62,0.81,4.96,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,599.91,125618.06,125.62,0,0,1.85,4,0.64,0.75,5.59,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,574.25,140586.8,140.59,0,0,1.64,3,0.62,0.71,6.18,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,604.69,149510.23,149.51,0,0,1.47,4,0.63,0.76,3.78,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,585.3,120913.49,120.91,0,0,2.15,5,0.61,0.66,11.94,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,559.03,132594.69,132.59,0,0,1,1,0.61,0.69,5.86,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,644.27,145402.34,145.4,0,0,2.47,6,0.64,0.76,5.94,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,583.51,139941.72,139.94,0,0,1.62,4,0.62,0.76,4.51,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,529.68,94088.91,94.09,0,0,1.59,2,0.57,0.63,8.2,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,587.08,149669.42,149.67,0,0,1.71,6,0.62,0.77,3.67,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,581.65,136680.44,136.68,0,0,1.4,2,0.61,0.7,5,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,645.69,146466.73,146.47,0,0,1.3,3,0.63,0.77,4.02,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,604.37,125701.25,125.7,0,0,1.54,3,0.59,0.65,9.82,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,602.09,147341.83,147.34,0,0,1.64,4,0.6,0.71,5.27,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,614.06,115791.7,115.79,0,0,2.29,5,0.6,0.7,9.39,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,598.73,130207.29,130.21,0,0,1.41,4,0.62,0.71,5.45,7,7,14,7
T7,100,10,0.1,10,20,2X,40,2X,135,623.19,124150.23,124.15,0,0,1.66,3,0.59,0.69,5.55,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,536.88,128862.36,128.86,0,0,1.3,3,0.56,0.64,3.55,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,559.14,132138.11,132.14,0,0,1.02,2,0.55,0.63,3.43,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,610.07,146592.53,146.59,0,0,1.13,3,0.56,0.68,2.76,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,575.39,124029.45,124.03,0,0,1.29,2,0.55,0.6,3.9,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,523.41,139851.25,139.85,0,0,1.09,2,0.55,0.64,2.86,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,525.47,133982.22,133.98,0,0,1.28,3,0.56,0.64,3.39,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,538.89,125341.16,125.34,0,0,1.16,2,0.56,0.6,3.45,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,524.06,127454.22,127.45,0,0,1.11,2,0.55,0.6,3.08,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,556.52,145245.6,145.25,0,0,1,1,0.53,0.59,2.37,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,522.82,114534.15,114.53,0,0,1.14,1,0.55,0.59,5.1,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,514.14,133748.05,133.75,0,0,1.14,3,0.55,0.62,2.86,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,550.98,140020.84,140.02,0,0,1,1,0.55,0.63,2.57,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,510.37,122823.09,122.82,0,0,1.33,3,0.55,0.61,5.16,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,505.24,129938.7,129.94,0,0,1.02,2,0.57,0.67,3.8,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,596.61,146301.92,146.3,0,0,1,1,0.54,0.63,2.67,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,516.87,132038.06,132.04,0,0,1.21,2,0.55,0.64,3.47,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,458.03,114562.47,114.56,0,0,1.15,2,0.54,0.59,3.78,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,532.85,135389.48,135.39,0,0,1,1,0.56,0.65,3.02,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,489.41,129286.98,129.29,0,0,1,1,0.54,0.63,3.8,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,586.75,146041.62,146.04,0,0,1.05,2,0.55,0.64,2.69,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,478.54,111047.02,111.05,0,0,1.25,2,0.55,0.58,5.12,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,540.16,136383.88,136.38,0,0,1,1,0.55,0.63,3,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,556.59,128841.26,128.84,0,0,1.4,2,0.54,0.58,4.69,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,450.87,91559.63,91.56,0,0,1.21,2,0.53,0.55,4.94,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,45,543.75,130887.51,130.89,0,0,1,1,0.54,0.63,2.8,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,574.9,142149.17,142.15,0,0,1.12,2,0.57,0.66,2.96,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,588.05,141676.88,141.68,0,0,1,1,0.57,0.69,2.78,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,631.8,156328.25,156.33,0,0,1,1,0.56,0.69,2.47,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,622.39,138296.75,138.3,0,0,1.29,3,0.56,0.64,3,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,541.19,146822.94,146.82,0,0,1.02,2,0.56,0.67,2.92,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,552.58,147260.19,147.26,0,0,1.05,2,0.55,0.64,2.98,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,575.71,134799.52,134.8,0,0,1.33,3,0.56,0.62,3.51,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,550.37,132557.9,132.56,0,0,1.1,2,0.56,0.63,3.29,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,582.61,155099.39,155.1,0,0,1.02,2,0.55,0.68,2.12,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,564.3,137999.94,138,0,0,1.38,4,0.57,0.66,3.18,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,531.97,137927.86,137.93,0,0,1.34,3,0.56,0.63,3.33,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,581.65,150083.44,150.08,0,0,1.1,2,0.56,0.64,2.92,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,546.53,139387.9,139.39,0,0,1.31,2,0.56,0.64,3.9,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,520.43,134705.03,134.71,0,0,1,1,0.57,0.63,3.65,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,611.82,145281.94,145.28,0,0,1.06,2,0.55,0.66,3.12,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,523.45,135584.73,135.58,0,0,1.14,2,0.56,0.63,3.41,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,520.46,136124.73,136.12,0,0,1,1,0.54,0.6,2.76,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,562.12,150436.19,150.44,0,0,1.03,2,0.56,0.65,2.31,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,543.1,146908.47,146.91,0,0,1.03,2,0.55,0.62,3.67,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,595.58,144454.83,144.45,0,0,1,1,0.55,0.63,2.35,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,515.15,121389.09,121.39,0,0,1.11,2,0.56,0.58,5.04,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,569.71,151933.55,151.93,0,0,1,1,0.56,0.69,2.16,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,591.72,137931.47,137.93,0,0,1.43,3,0.54,0.6,3.33,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,509.41,120928.91,120.93,0,0,1,1,0.53,0.59,3.45,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,90,570.11,135134.31,135.13,0,0,1,1,0.55,0.6,3.02,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,586.1,148034.05,148.03,0,0,1.29,3,0.57,0.67,3.18,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,606.59,146965.1,146.97,0,0,1.1,2,0.57,0.68,2.73,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,636.91,158296.98,158.3,0,0,1,1,0.56,0.68,2.27,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,637.48,144223.66,144.22,0,0,1.32,2,0.57,0.64,2.63,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,563.78,154464.84,154.46,0,0,1,1,0.57,0.67,2.24,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,567.92,150834.56,150.83,0,0,1.23,1,0.56,0.63,2.55,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,588.91,141450.5,141.45,0,0,1.31,2,0.56,0.61,3.24,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,581.27,146717.28,146.72,0,0,1.34,3,0.57,0.65,3.51,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,595.83,159074.16,159.07,0,0,1,1,0.56,0.65,2.22,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,586.09,148001.62,148,0,0,1,1,0.58,0.67,2.41,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,547.68,146450.61,146.45,0,0,1.15,2,0.56,0.64,3.53,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,594.27,155916.47,155.92,0,0,1,1,0.56,0.64,2.12,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,567.32,149818.7,149.82,0,0,1.04,3,0.56,0.63,3.47,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,554.93,146502.14,146.5,0,0,1,1,0.58,0.67,2.96,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,629.27,155249,155.25,0,0,1,1,0.55,0.66,1.92,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,555.25,143485.75,143.49,0,0,1.26,2,0.56,0.66,3.1,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,560.68,150857.95,150.86,0,0,1.23,1,0.54,0.59,2.61,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,575.53,155277.83,155.28,0,0,1,1,0.57,0.67,2.69,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,580.15,154190.55,154.19,0,0,1,1,0.55,0.63,2.92,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,622.36,155881.78,155.88,0,0,1,1,0.56,0.66,2.65,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,566.45,134713.66,134.71,0,0,1.2,3,0.57,0.62,4.29,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,583.22,155068.19,155.07,0,0,1,1,0.57,0.67,2.39,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,611.62,147303.39,147.3,0,0,1.5,3,0.55,0.61,3.08,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,544.36,128002.19,128,0,0,1,1,0.54,0.6,3.69,7,7,14,7
T7,100,10,0.1,20,30,1.50X,45,1.50X,135,600.71,144452.05,144.45,0,0,1,1,0.56,0.64,3.2,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,528.88,128739.86,128.74,0,0,1.02,2,0.56,0.65,3.86,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,531.07,123246.96,123.25,0,0,1,1,0.54,0.61,3.51,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,604.02,144968.1,144.97,0,0,1.12,2,0.56,0.67,2.71,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,519.13,109284.9,109.28,0,0,1.08,2,0.53,0.55,4.84,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,507.03,129412.34,129.41,0,0,1.25,3,0.55,0.62,3.55,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,519.46,134483.03,134.48,0,0,1.1,3,0.55,0.66,3.84,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,501.77,109722.4,109.72,0,0,1.25,2,0.54,0.57,4.45,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,504.51,116249.06,116.25,0,0,1.27,2,0.54,0.6,4.35,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,556.02,143161.88,143.16,0,0,1,1,0.53,0.59,2.63,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,509.76,113250.42,113.25,0,0,1.4,3,0.55,0.6,5.37,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,465.3,111950.58,111.95,0,0,1.21,2,0.55,0.59,4.55,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,530.62,122588.41,122.59,0,0,1,1,0.55,0.61,4.57,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,467.03,113453.1,113.45,0,0,1.16,2,0.54,0.61,4.67,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,468.49,116957.45,116.96,0,0,1,1,0.56,0.61,4.63,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,582.6,136617.4,136.62,0,0,1,1,0.55,0.63,2.88,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,450.1,95123.47,95.12,0,0,1.03,2,0.53,0.57,4.24,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,427.9,109714.2,109.71,0,0,1.1,2,0.54,0.6,4.24,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,520.4,130727.36,130.73,0,0,1,1,0.56,0.65,3.45,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,479.3,116637.74,116.64,0,0,1,1,0.53,0.6,4.16,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,570.91,137644.72,137.64,0,0,1,1,0.55,0.64,3,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,489.96,111568.55,111.57,0,0,1.51,2,0.56,0.59,4.59,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,533.77,133077.95,133.08,0,0,1.01,2,0.56,0.64,3.9,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,530.09,119121.36,119.12,0,0,1.41,3,0.53,0.58,4.65,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,471.61,104293.23,104.29,0,0,1.14,2,0.53,0.56,4.33,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,45,526.31,123265.5,123.27,0,0,1,1,0.54,0.59,3.57,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,553.7,135998.11,136,0,0,1.15,2,0.56,0.64,3.71,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,581.25,140567.53,140.57,0,0,1.13,2,0.56,0.66,3.51,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,628.3,154238.81,154.24,0,0,1.01,2,0.56,0.69,2.59,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,585.1,124587.77,124.59,0,0,1.08,2,0.54,0.6,3.76,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,531.72,140959.05,140.96,0,0,1.13,2,0.56,0.66,3.63,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,538.74,141372.5,141.37,0,0,1,1,0.55,0.63,3.31,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,544.57,134955.56,134.96,0,0,1.37,2,0.55,0.57,4,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,537.91,128823.82,128.82,0,0,1,1,0.56,0.63,3.63,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,578.48,153337.78,153.34,0,0,1.08,2,0.54,0.65,2.18,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,522.01,117291.71,117.29,0,0,1.02,2,0.55,0.58,4.47,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,517.87,131830.62,131.83,0,0,1.29,4,0.56,0.62,3.45,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,566.86,143007.42,143.01,0,0,1.02,2,0.55,0.62,2.65,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,526.33,126249.94,126.25,0,0,1.39,3,0.55,0.59,3.67,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,500.38,131266.12,131.27,0,0,1.03,2,0.58,0.67,3.94,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,609.28,142326.36,142.33,0,0,1.09,2,0.55,0.65,2.78,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,522.19,133065.1,133.07,0,0,1,1,0.54,0.6,3.65,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,438.76,115799.2,115.8,0,0,1.12,1,0.53,0.55,4.39,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,559.81,150680.62,150.68,0,0,1,1,0.56,0.65,2.35,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,514.89,115783.02,115.78,0,0,1,1,0.54,0.61,4.22,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,589.76,140969.5,140.97,0,0,1.01,2,0.55,0.64,2.98,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,516.2,123627.65,123.63,0,0,1.27,2,0.56,0.6,4.57,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,572.32,150486.36,150.49,0,0,1.01,2,0.56,0.69,2.33,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,562.34,128953.29,128.95,0,0,1.07,2,0.54,0.6,4.55,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,510.55,114014.01,114.01,0,0,1.02,2,0.53,0.56,3.94,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,90,573.36,136163.97,136.16,0,0,1.02,2,0.54,0.61,3.08,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,577.96,144469.56,144.47,0,0,1.28,3,0.57,0.68,2.96,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,594.04,143781.1,143.78,0,0,1,1,0.56,0.65,2.76,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,635.25,156844,156.84,0,0,1,1,0.56,0.68,2.24,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,605.66,133679.42,133.68,0,0,1.26,2,0.55,0.6,4.04,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,560.18,151170.53,151.17,0,0,1.11,3,0.57,0.67,2.57,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,549.04,144186.78,144.19,0,0,1.37,2,0.56,0.63,3.47,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,560.53,140476.31,140.48,0,0,1.35,2,0.56,0.61,3.98,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,569.86,140888.98,140.89,0,0,1.29,3,0.56,0.61,3.53,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,592.65,155973.03,155.97,0,0,1.08,2,0.56,0.66,2.43,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,559.16,137229.03,137.23,0,0,1,1,0.55,0.62,4,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,541.4,140257.02,140.26,0,0,1.15,3,0.57,0.65,3.18,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,578.74,150730.9,150.73,0,0,1,1,0.55,0.62,2.57,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,543.99,144711.14,144.71,0,0,1.4,3,0.56,0.63,3.61,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,523.49,134466.89,134.47,0,0,1,1,0.58,0.66,3.84,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,626.51,154480.62,154.48,0,0,1,1,0.56,0.66,1.98,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,546.8,141677.72,141.68,0,0,1.26,2,0.56,0.64,3.51,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,525.88,141372.9,141.37,0,0,1.02,1,0.54,0.61,3.08,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,565,149978.62,149.98,0,0,1,1,0.56,0.66,3.2,7,7,14,7
