mod,nAg,nOb,obDen,rRep,rOr,rOrX,rAt,rAtX,str,exp,hullOLD,hull,iso,isoLast,cco,ccoLast,cc,ccLast,vmrLast,degIn,degOut,degTot,avgDeg
T7,100,10,0.1,20,30,1.50X,60,2X,135,554.97,144847.12,144.85,0,0,1,1,0.55,0.64,3.49,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,614.74,151571.62,151.57,0,0,1.07,2,0.56,0.64,3.06,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,559.58,139756.61,139.76,0,0,1.39,2,0.56,0.6,4.24,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,577.31,151204.94,151.2,0,0,1,1,0.57,0.67,2.59,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,593.18,138217.69,138.22,0,0,1.46,3,0.54,0.6,3.84,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,560.92,135132,135.13,0,0,1.03,2,0.54,0.59,4.2,7,7,14,7
T7,100,10,0.1,20,30,1.50X,60,2X,135,599.28,141757.8,141.76,0,0,1,1,0.56,0.63,3.39,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,529.24,126779.36,126.78,0,0,1.03,2,0.54,0.61,4.24,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,529.24,121251.46,121.25,0,0,1,1,0.54,0.59,3.63,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,625.47,152518.78,152.52,0,0,1,1,0.55,0.65,1.94,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,545.63,107932.49,107.93,0,0,1.26,2,0.53,0.55,4.76,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,527.37,140265.31,140.27,0,0,1.08,2,0.55,0.62,3.1,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,534.66,140787.03,140.79,0,0,1.21,2,0.54,0.61,2.57,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,523.9,123581.88,123.58,0,0,1.3,2,0.55,0.58,4.18,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,505.5,110245.08,110.25,0,0,1.24,2,0.53,0.57,4.33,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,572.94,152154.14,152.15,0,0,1.02,2,0.54,0.61,2.31,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,520.45,119023.37,119.02,0,0,1.21,2,0.55,0.6,4.39,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,495.53,121540.74,121.54,0,0,1.1,2,0.54,0.59,3.82,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,568.9,145465.5,145.47,0,0,1,1,0.55,0.62,2.59,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,483.56,113268.77,113.27,0,0,1.22,2,0.54,0.6,4.06,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,465.8,115945.53,115.95,0,0,1,1,0.55,0.61,3.59,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,606.81,144625.69,144.63,0,0,1,1,0.54,0.61,2.57,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,455.36,97823.52,97.82,0,0,1,1,0.53,0.56,4.37,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,418.04,116677.19,116.68,0,0,1.16,1,0.53,0.57,4.24,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,535.33,134937.22,134.94,0,0,1,1,0.55,0.61,3.02,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,456.43,100498.58,100.5,0,0,1,1,0.52,0.56,4.1,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,591.05,141941.94,141.94,0,0,1.01,2,0.55,0.62,3.14,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,502.33,122737.86,122.74,0,0,1.51,2,0.56,0.59,3.92,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,540.1,133598.08,133.6,0,0,1,1,0.55,0.62,3.71,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,534.18,109986.59,109.99,0,0,1.4,2,0.52,0.55,5.35,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,468.02,96551.42,96.55,0,0,1,1,0.52,0.53,5,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,45,530.86,122707.56,122.71,0,0,1,1,0.53,0.57,3.27,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,572.18,139093.81,139.09,0,0,1.26,3,0.55,0.63,3.45,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,586.56,135889.83,135.89,0,0,1,1,0.55,0.63,2.96,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,639.51,158588.38,158.59,0,0,1,1,0.55,0.65,1.78,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,621.46,133247.7,133.25,0,0,1.23,3,0.55,0.61,3.31,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,543.09,143449.38,143.45,0,0,1.11,3,0.56,0.63,3,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,536.31,136953.52,136.95,0,0,1.01,2,0.55,0.62,3.41,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,524.65,123714.56,123.71,0,0,1.05,2,0.54,0.57,4.24,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,545.09,129319.99,129.32,0,0,1.21,3,0.55,0.59,4.02,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,590.4,156058.89,156.06,0,0,1,1,0.55,0.64,2.12,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,548.85,129728.02,129.73,0,0,1.14,2,0.55,0.6,3.98,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,535.05,136874.62,136.87,0,0,1.28,2,0.55,0.6,3.16,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,577.33,150721.14,150.72,0,0,1.06,2,0.55,0.62,2.29,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,542.96,130646.7,130.65,0,0,1.21,3,0.55,0.62,3.61,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,502.43,126781.84,126.78,0,0,1,1,0.56,0.63,4.31,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,621.04,151260.1,151.26,0,0,1,1,0.54,0.61,2.33,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,538.84,137846.6,137.85,0,0,1.14,2,0.55,0.61,3.51,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,484.18,128710.34,128.71,0,0,1.13,1,0.53,0.55,3.49,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,566.72,153012.88,153.01,0,0,1,1,0.55,0.63,2.27,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,522.95,119690.23,119.69,0,0,1,1,0.54,0.58,3.45,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,601.09,147288.66,147.29,0,0,1,1,0.55,0.62,2.71,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,519.06,124535.13,124.54,0,0,1.37,3,0.56,0.6,4.82,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,574.42,149070.42,149.07,0,0,1,1,0.56,0.65,2.96,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,569.86,125653.2,125.65,0,0,1.29,2,0.53,0.59,5,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,526.23,120105.66,120.11,0,0,1,1,0.54,0.57,3.63,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,90,577.11,135588.47,135.59,0,0,1,1,0.54,0.6,3.51,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,586.67,146325.44,146.33,0,0,1.1,2,0.56,0.65,2.96,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,621.32,151665.4,151.67,0,0,1,1,0.56,0.65,2.8,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,646.37,160958.22,160.96,0,0,1,1,0.56,0.67,2.14,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,625.45,130995.44,131,0,0,1.28,2,0.54,0.59,3.59,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,562.72,153370.45,153.37,0,0,1.02,2,0.56,0.66,2.82,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,568.65,150912.31,150.91,0,0,1.27,2,0.56,0.64,2.9,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,557.25,136758.66,136.76,0,0,1.28,2,0.56,0.6,3.84,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,575.95,138532.94,138.53,0,0,1.31,3,0.56,0.62,3.94,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,603.7,160124.27,160.12,0,0,1.1,2,0.56,0.66,2.02,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,567.92,139459.03,139.46,0,0,1.4,3,0.55,0.6,3.8,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,548.76,142100.02,142.1,0,0,1,1,0.56,0.62,3.16,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,596,155122.23,155.12,0,0,1,1,0.55,0.63,2.29,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,560.86,145736.88,145.74,0,0,1.38,3,0.55,0.6,4.14,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,531.71,141667.22,141.67,0,0,1,1,0.57,0.62,3.47,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,634.81,156527.66,156.53,0,0,1,1,0.55,0.65,2.47,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,558.55,144224.4,144.22,0,0,1.21,2,0.56,0.63,3.43,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,528.15,145313.4,145.31,0,0,1,1,0.54,0.56,3.35,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,576.59,156863.56,156.86,0,0,1,1,0.56,0.64,2.41,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,564.03,150056.98,150.06,0,0,1,1,0.54,0.61,4.02,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,621.39,153102.25,153.1,0,0,1,1,0.55,0.63,2.55,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,561.52,137258.27,137.26,0,0,1.3,2,0.56,0.6,4.57,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,587.41,152961.66,152.96,0,0,1,1,0.56,0.66,2.18,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,603.87,142658.47,142.66,0,0,1.5,3,0.54,0.59,3.84,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,561.86,124561.12,124.56,0,0,1,1,0.54,0.58,3.49,7,7,14,7
T7,100,10,0.1,20,40,2X,60,1.50X,135,612.8,146831.31,146.83,0,0,1.12,2,0.55,0.63,3.41,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,485.67,101561.35,101.56,0,0,1.14,3,0.53,0.57,5.08,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,487.13,98298.51,98.3,0,0,1.07,2,0.54,0.58,4.43,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,618.22,150462.08,150.46,0,0,1,1,0.55,0.64,2.02,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,535.25,104807.81,104.81,0,0,1,1,0.52,0.54,4.53,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,521.69,133315.56,133.32,0,0,1.19,2,0.54,0.59,3.61,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,486.84,125368.7,125.37,0,0,1,1,0.54,0.6,3.53,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,438.16,108548.3,108.55,0,0,1.32,2,0.54,0.56,4.67,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,478.88,101216.7,101.22,0,0,1.17,2,0.53,0.58,5.29,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,560.19,146280.75,146.28,0,0,1,1,0.53,0.6,2.45,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,501.68,113092.13,113.09,0,0,1.35,2,0.55,0.58,5.33,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,469.33,114492.49,114.49,0,0,1,1,0.54,0.56,4.57,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,490.06,107740.64,107.74,0,0,1,1,0.53,0.57,3.51,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,477.56,106711.04,106.71,0,0,1.28,2,0.54,0.59,4.78,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,455.13,114334.09,114.33,0,0,1.11,2,0.55,0.61,3.86,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,599.51,139271.73,139.27,0,0,1,1,0.54,0.61,2.45,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,410.94,82446.16,82.45,0,0,1,1,0.53,0.56,4.55,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,444.09,129433.73,129.43,0,0,1.27,1,0.54,0.57,4.08,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,534.25,134197.19,134.2,0,0,1,1,0.55,0.6,3.14,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,431.33,105146.68,105.15,0,0,1,1,0.52,0.55,4.69,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,586.55,138064.3,138.06,0,0,1.05,3,0.55,0.62,3.67,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,494.47,116196.75,116.2,0,0,1.5,2,0.55,0.59,4.33,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,536.28,132131.45,132.13,0,0,1,1,0.55,0.61,3.31,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,531.57,113017.81,113.02,0,0,1.44,3,0.52,0.56,5.78,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,467.26,106376.31,106.38,0,0,1,1,0.53,0.56,4.55,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,45,516.36,114729.47,114.73,0,0,1.15,2,0.54,0.57,3.78,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,504.52,109345.63,109.35,0,0,1,1,0.54,0.62,4.57,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,579.71,134147.47,134.15,0,0,1.09,2,0.55,0.64,3.31,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,636.64,157305.27,157.31,0,0,1,1,0.55,0.65,1.9,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,585.15,118657.31,118.66,0,0,1.3,2,0.53,0.56,4.61,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,541.16,142409.02,142.41,0,0,1.14,2,0.55,0.62,3.2,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,543.99,148845.66,148.85,0,0,1,1,0.55,0.62,2.53,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,524.5,129037.64,129.04,0,0,1.38,2,0.55,0.58,4,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,507.26,107276.02,107.28,0,0,1.32,2,0.54,0.56,4.94,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,577.46,151273.92,151.27,0,0,1,1,0.54,0.63,2.78,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,536.63,127099.06,127.1,0,0,1.35,2,0.54,0.57,5.1,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,512.74,120322.54,120.32,0,0,1.01,2,0.53,0.57,4.2,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,548.09,128180.84,128.18,0,0,1,1,0.55,0.59,2.88,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,523.29,128133.12,128.13,0,0,1.39,3,0.54,0.59,3.98,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,482.45,123774.14,123.77,0,0,1.22,2,0.56,0.61,4.22,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,610.05,142567.28,142.57,0,0,1,1,0.54,0.6,2.35,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,470.65,98733.42,98.73,0,0,1,1,0.53,0.56,4.16,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,501.43,142246.67,142.25,0,0,1.17,1,0.55,0.59,3.35,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,550.72,142920.73,142.92,0,0,1,1,0.55,0.65,3.06,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,510.36,119987.77,119.99,0,0,1,1,0.53,0.59,3.35,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,600.13,145323.19,145.32,0,0,1.02,2,0.55,0.63,2.94,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,498.92,114719.77,114.72,0,0,1.55,3,0.55,0.58,5.1,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,568.03,148119.73,148.12,0,0,1,1,0.56,0.67,2.41,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,572.79,127568.13,127.57,0,0,1.44,2,0.53,0.58,4.65,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,491.88,103697.44,103.7,0,0,1.19,2,0.53,0.54,4.65,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,90,572.25,132947.16,132.95,0,0,1.15,2,0.54,0.59,3.12,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,563.05,140328.9,140.33,0,0,1,1,0.55,0.62,3.86,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,596.85,138373.48,138.37,0,0,1.18,2,0.55,0.63,3.2,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,642.98,158912.34,158.91,0,0,1,1,0.56,0.65,2.06,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,606.67,124691.69,124.69,0,0,1.4,2,0.54,0.56,4.02,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,561.44,151854.97,151.85,0,0,1.06,2,0.56,0.64,3.18,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,564.75,150796.89,150.8,0,0,1.28,2,0.56,0.64,2.84,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,571.99,138801.31,138.8,0,0,1.28,2,0.56,0.6,3.57,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,547.46,127794.42,127.79,0,0,1.38,2,0.54,0.59,4.18,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,599.03,157539.56,157.54,0,0,1,1,0.56,0.65,2.53,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,557.42,132836.47,132.84,0,0,1.18,2,0.55,0.6,4,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,538.97,135413.03,135.41,0,0,1.16,3,0.55,0.6,3.63,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,569.23,141519.81,141.52,0,0,1,1,0.55,0.59,3.06,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,568.35,149311.34,149.31,0,0,1.32,2,0.55,0.61,3.12,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,513.25,131676.44,131.68,0,0,1.02,2,0.57,0.64,3.71,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,628.8,152680.19,152.68,0,0,1,1,0.55,0.63,2.37,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,527.01,127519.8,127.52,0,0,1.19,2,0.54,0.59,3.94,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,518.67,146791.25,146.79,0,0,1.25,1,0.54,0.58,3.65,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,577.66,155622.28,155.62,0,0,1,1,0.56,0.64,2.78,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,548.65,128279.38,128.28,0,0,1,1,0.53,0.59,3.08,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,619.35,148591.8,148.59,0,0,1,1,0.55,0.62,2.84,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,548.42,133830.92,133.83,0,0,1.54,2,0.55,0.6,4.55,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,579.05,149477.72,149.48,0,0,1,1,0.57,0.67,2.35,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,602.35,135875.83,135.88,0,0,1.69,3,0.54,0.58,4.1,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,520.23,111334.24,111.33,0,0,1.01,2,0.53,0.56,4.29,7,7,14,7
T7,100,10,0.1,20,40,2X,80,2X,135,606.57,142515.34,142.52,0,0,1.14,2,0.55,0.61,2.78,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,524.45,117299.44,117.3,0,0,1.42,3,0.63,0.75,5.51,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,600.42,131048.08,131.05,0,0,2.13,4,0.66,0.77,3.69,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,528.71,110644.19,110.64,0,0,1.42,4,0.63,0.72,9.16,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,567.24,107462.92,107.46,0,0,2.13,4,0.63,0.73,6.1,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,428.69,101875.63,101.88,0,0,1.37,2,0.62,0.73,5.24,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,525.25,118984.63,118.98,0,0,2.73,6,0.64,0.73,7.16,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,558.16,102389.99,102.39,0,0,1.81,5,0.63,0.71,6.55,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,506.2,103108.15,103.11,0,0,2.19,5,0.64,0.73,7.18,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,523.79,110159.25,110.16,0,0,1.9,3,0.59,0.69,8.96,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,545.43,116389.88,116.39,0,0,1.81,3,0.63,0.69,8.47,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,511.48,124904.41,124.9,0,0,1.08,2,0.63,0.74,4.73,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,524.32,114121.31,114.12,0,0,1.8,4,0.62,0.69,6.24,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,500.87,105161.13,105.16,0,0,1.59,2,0.62,0.74,5.67,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,474,96671.95,96.67,0,0,1.98,4,0.59,0.66,10.12,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,490.15,73931.88,73.93,0,0,1.73,3,0.6,0.65,9.04,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,528.02,114149.12,114.15,0,0,1.92,3,0.63,0.71,6.45,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,556.05,108465.48,108.47,0,0,1.6,4,0.6,0.67,8.35,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,542.52,125952.88,125.95,0,0,1.72,4,0.63,0.72,6.24,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,513.7,104354.38,104.35,0,0,1.78,4,0.63,0.72,6.16,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,563.02,112712.43,112.71,0,0,2.48,4,0.65,0.77,5.57,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,531.92,113187.01,113.19,0,0,1.66,3,0.62,0.71,6.04,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,557.14,127577.9,127.58,0,0,2.5,6,0.65,0.76,4.96,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,561.17,112905.08,112.91,0,0,2.42,4,0.63,0.69,7.82,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,560.16,119646.52,119.65,0,0,1.4,3,0.67,0.81,5.06,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,45,551.26,109046.76,109.05,0,0,2.78,6,0.63,0.68,6.39,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,555.73,124379.58,124.38,0,0,2.01,5,0.65,0.74,5.47,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,627.46,136367.97,136.37,0,0,2.04,5,0.66,0.8,4.29,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,556.62,118659.88,118.66,0,0,2,3,0.65,0.78,5.65,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,587.41,120284.05,120.28,0,0,1.59,3,0.64,0.79,5.33,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,482.84,123947.34,123.95,0,0,1.1,2,0.62,0.72,4.9,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,548.02,134336.08,134.34,0,0,2.31,5,0.66,0.81,4.94,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,595.65,122763.07,122.76,0,0,2.15,7,0.63,0.73,4.94,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,533.23,114359.53,114.36,0,0,2.1,5,0.65,0.76,4.33,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,555.05,120850.31,120.85,0,0,1.98,4,0.61,0.69,6.9,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,556.09,118019.84,118.02,0,0,1.57,3,0.63,0.72,6.06,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,532.79,137869.61,137.87,0,0,1.42,4,0.64,0.74,5.18,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,558.9,130022.4,130.02,0,0,1.87,4,0.65,0.8,5.33,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,541.35,124406.18,124.41,0,0,2.1,4,0.65,0.76,5.16,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,501.31,111181.56,111.18,0,0,1.79,3,0.59,0.67,7.92,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,523.81,105830.27,105.83,0,0,2.75,5,0.62,0.71,4.73,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,531.66,117731.45,117.73,0,0,1.58,3,0.62,0.71,6,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,593.09,123608.26,123.61,0,0,2.43,4,0.62,0.69,6.16,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,557.02,134156.66,134.16,0,0,2.56,6,0.66,0.77,4.69,7,7,14,7
T7,100,20,0.2,10,15,1.50X,22,1.50X,90,548.04,117043.07,117.04,0,0,2.12,4,0.63,0.7,7.67,7,7,14,7
