mod,nAg,nOb,rRep,rOr,rOrX,rAt,rAtX,gr,inf,infnew,fouOLD,fou,dist,infneiOLD,infnei,infcom,exp,iso,isoLast,cco,ccoLast,cc,ccLast,degIn,degOut,degTot,avgDeg
V,200,0,20,40,2X,80,2X,1,16,0.08,163,81.5,49.34,179.19,0.9,1,78.38,0,0,1,1,0.37,0.35,12.42,12.42,24.84,12.42
M,200,0,20,40,2X,60,1.50X,1,8,0.04,160,80,49.34,191.34,0.96,1,133.33,0,0,1,1,0.68,0.7,44.45,44.45,88.9,44.45
M,200,0,20,40,2X,60,1.50X,1,8,0.04,108,54,49.34,182.15,0.91,1,177.4,0,0,1,1,0.68,0.67,40.58,40.58,81.15,40.58
T7,50,0,10,20,2X,30,1.50X,4,8,0.16,18,36,49.34,25.9,0.52,3.35,-62.81,0,0,3.35,2,0.72,0.66,7,7,14,7
T7,50,0,10,20,2X,40,2X,4,8,0.16,18,36,49.34,25.9,0.52,3.35,-62.81,0,0,3.35,2,0.72,0.66,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,4,24,0.12,151,75.5,49.32,161.58,0.81,1.65,-38.57,0,0,1.65,1,0.52,0.46,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,24,0.12,151,75.5,49.32,161.58,0.81,1.65,-38.57,0,0,1.65,1,0.52,0.46,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,2,16,0.16,81,81,49.31,86.23,0.86,1.94,-15.1,0,0,1.94,1,0.57,0.56,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,16,0.16,81,81,49.31,86.23,0.86,1.94,-15.1,0,0,1.94,1,0.57,0.56,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,2,24,0.24,76,76,49.31,81.28,0.81,1.7,-45.06,0,0,1.7,1,0.57,0.51,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,24,0.24,76,76,49.31,81.28,0.81,1.7,-45.06,0,0,1.7,1,0.57,0.51,7,7,14,7
T7,50,0,20,30,1.50X,45,1.50X,2,16,0.32,39,78,49.29,46.78,0.94,1.4,-18.64,0,0,1.4,1,0.62,0.59,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,2,16,0.32,39,78,49.29,46.78,0.94,1.4,-18.64,0,0,1.4,1,0.62,0.59,7,7,14,7
M,100,0,20,30,1.50X,60,2X,1,8,0.08,71,71,49.28,81.78,0.82,1,137.45,0,0,1,1,0.69,0.69,24.49,24.49,48.97,24.49
M,200,0,20,30,1.50X,45,1.50X,1,8,0.04,150,75,49.27,147.91,0.74,1.21,123.06,0.16,0,1.38,1,0.64,0.63,25.03,25.03,50.06,25.03
V,200,0,20,30,1.50X,45,1.50X,4,8,0.04,171,85.5,49.21,129.86,0.65,1,-66.8,0.09,0,1.09,1,0.36,0.33,12.18,12.18,24.36,12.18
V,200,0,20,30,1.50X,60,2X,4,8,0.04,171,85.5,49.21,129.86,0.65,1,-66.8,0.09,0,1.09,1,0.36,0.33,12.18,12.18,24.36,12.18
T7,200,0,20,40,2X,60,1.50X,4,8,0.04,146,73,49.21,94.7,0.47,1.17,-31.66,0,0,1.17,1,0.5,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,8,0.04,146,73,49.21,94.7,0.47,1.17,-31.66,0,0,1.17,1,0.5,0.47,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,8,0.16,29,58,49.19,21.3,0.43,2.21,82.98,0,0,2.21,2,0.69,0.72,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,8,0.16,29,58,49.19,21.3,0.43,2.21,82.98,0,0,2.21,2,0.69,0.72,7,7,14,7
V,200,0,20,40,2X,60,1.50X,1,24,0.12,185,92.5,49.18,187.76,0.94,1,94.27,0,0,1,1,0.36,0.35,12.38,12.38,24.77,12.38
V,200,0,20,40,2X,80,2X,1,24,0.12,185,92.5,49.18,187.76,0.94,1,94.27,0,0,1,1,0.36,0.35,12.38,12.38,24.77,12.38
T7,100,0,20,40,2X,60,1.50X,4,24,0.24,92,92,49.18,93.9,0.94,1.43,-52.79,0,0,1.43,1,0.57,0.51,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,24,0.24,92,92,49.18,93.9,0.94,1.43,-52.79,0,0,1.43,1,0.57,0.51,7,7,14,7
M,200,0,20,40,2X,60,1.50X,2,8,0.04,180,90,49.16,177.79,0.89,1.26,-33.24,0,0,1.26,1,0.69,0.7,42.48,42.48,84.95,42.48
T7,200,0,20,40,2X,60,1.50X,1,24,0.12,143,71.5,49.15,170.84,0.85,1.19,144.45,0,0,1.19,1,0.51,0.46,7,7,14,7
T7,200,0,20,40,2X,80,2X,1,24,0.12,143,71.5,49.15,170.84,0.85,1.19,144.45,0,0,1.19,1,0.51,0.46,7,7,14,7
M,100,0,10,15,1.50X,22,1.50X,4,16,0.16,38,38,49.13,72.65,0.73,4.25,-61.85,0.69,0,5.56,4,0.68,0.65,9.32,9.32,18.65,9.32
V,100,0,10,20,2X,30,1.50X,1,16,0.16,45,45,49.04,84.2,0.84,1,53.53,0.29,0,1.29,1,0.37,0.39,10.93,10.93,21.85,10.93
V,100,0,10,20,2X,40,2X,1,16,0.16,45,45,49.04,84.2,0.84,1,53.53,0.29,0,1.29,1,0.37,0.39,10.93,10.93,21.85,10.93
M,200,0,10,15,1.50X,22,1.50X,1,16,0.08,195,97.5,49.01,181.24,0.91,1,7.05,0,0,1.47,3,0.63,0.67,28.3,28.3,56.6,28.3
M,200,0,20,40,2X,60,1.50X,2,8,0.04,175,87.5,49,175.39,0.88,1.29,-63.25,0,0,1.29,1,0.71,0.71,47.85,47.85,95.7,47.85
V,50,0,20,40,2X,60,1.50X,1,16,0.32,9,18,48.98,40.85,0.82,1,39.91,0,0,1,1,0.43,0.4,9.74,9.74,19.47,9.74
V,50,0,20,40,2X,80,2X,1,16,0.32,9,18,48.98,40.85,0.82,1,39.91,0,0,1,1,0.43,0.4,9.74,9.74,19.47,9.74
M,100,0,20,30,1.50X,45,1.50X,2,24,0.24,97,97,48.95,91.22,0.91,1.17,-60.8,0,0,1.55,2,0.67,0.71,17.88,17.88,35.76,17.88
T7,100,0,20,40,2X,60,1.50X,2,8,0.08,83,83,48.95,58.04,0.58,1.56,-41.69,0,0,1.56,1,0.57,0.51,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,8,0.08,83,83,48.95,58.04,0.58,1.56,-41.69,0,0,1.56,1,0.57,0.51,7,7,14,7
V,50,0,20,40,2X,60,1.50X,4,16,0.32,11,22,48.89,44.58,0.89,1,-60.02,0,0,1,1,0.43,0.45,9.65,9.65,19.29,9.65
V,50,0,20,40,2X,80,2X,4,16,0.32,11,22,48.89,44.58,0.89,1,-60.02,0,0,1,1,0.43,0.45,9.65,9.65,19.29,9.65
V,100,0,20,30,1.50X,45,1.50X,1,8,0.08,74,74,48.88,60.38,0.6,1,34.11,0.11,0,1.11,1,0.41,0.36,11.18,11.18,22.35,11.18
V,100,0,20,30,1.50X,60,2X,1,8,0.08,74,74,48.88,60.38,0.6,1,34.11,0.11,0,1.11,1,0.41,0.36,11.18,11.18,22.35,11.18
T7,50,0,20,40,2X,60,1.50X,4,8,0.16,27,54,48.85,35.01,0.7,2.39,-64.63,0,0,2.39,1,0.66,0.55,7,7,14,7
T7,50,0,20,40,2X,80,2X,4,8,0.16,27,54,48.85,35.01,0.7,2.39,-64.63,0,0,2.39,1,0.66,0.55,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,2,8,0.16,44,88,48.83,16.71,0.33,1.77,-74.52,0,0,1.94,2,0.71,0.67,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,2,8,0.16,44,88,48.83,16.71,0.33,1.77,-74.52,0,0,1.94,2,0.71,0.67,7,7,14,7
M,200,0,20,30,1.50X,60,2X,2,8,0.04,95,47.5,48.81,182.74,0.91,1.06,-7.51,0,0,1.06,1,0.68,0.68,37.44,37.44,74.88,37.44
V,200,0,20,30,1.50X,45,1.50X,2,8,0.04,165,82.5,48.71,124.99,0.62,1.02,-62.97,0.18,0,1.2,1,0.36,0.35,12.04,12.04,24.08,12.04
V,200,0,20,30,1.50X,60,2X,2,8,0.04,165,82.5,48.71,124.99,0.62,1.02,-62.97,0.18,0,1.2,1,0.36,0.35,12.04,12.04,24.08,12.04
T7,100,0,10,15,1.50X,22,1.50X,2,8,0.08,52,52,48.65,44.75,0.45,2.91,21.65,0,0,3.65,3,0.67,0.7,7,7,14,7
T7,100,0,10,15,1.50X,30,2X,2,8,0.08,52,52,48.65,44.75,0.45,2.91,21.65,0,0,3.65,3,0.67,0.7,7,7,14,7
V,50,0,10,15,1.50X,22,1.50X,1,24,0.48,48,96,48.64,44.86,0.9,1,29.01,0.42,0,1.42,1,0.41,0.47,9.05,9.05,18.1,9.05
V,50,0,10,15,1.50X,30,2X,1,24,0.48,48,96,48.64,44.86,0.9,1,29.01,0.42,0,1.42,1,0.41,0.47,9.05,9.05,18.1,9.05
M,200,0,20,40,2X,60,1.50X,1,8,0.04,174,87,48.57,181.6,0.91,1.32,114.21,0,0,1.32,1,0.71,0.73,54.79,54.79,109.59,54.79
V,200,0,20,40,2X,60,1.50X,2,16,0.08,177,88.5,48.55,185.24,0.93,1,-40.48,0,0,1,1,0.36,0.34,12.31,12.31,24.63,12.31
V,200,0,20,40,2X,80,2X,2,16,0.08,177,88.5,48.55,185.24,0.93,1,-40.48,0,0,1,1,0.36,0.34,12.31,12.31,24.63,12.31
M,200,0,20,30,1.50X,60,2X,1,8,0.04,144,72,48.52,171.85,0.86,1,123.21,0,0,1,1,0.7,0.69,47.59,47.59,95.19,47.59
T7,50,0,20,30,1.50X,45,1.50X,4,16,0.32,29,58,48.52,41.73,0.83,1.37,-47.15,0,0,1.37,2,0.63,0.59,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,4,16,0.32,29,58,48.52,41.73,0.83,1.37,-47.15,0,0,1.37,2,0.63,0.59,7,7,14,7
M,200,0,10,15,1.50X,30,2X,4,16,0.08,157,78.5,48.5,170.67,0.85,3.23,-48.95,1.21,1,5.67,4,0.71,0.69,23.73,23.73,47.45,23.73
T7,200,0,20,40,2X,60,1.50X,4,24,0.12,149,74.5,48.49,183.14,0.92,1.27,-24.63,0,0,1.27,1,0.5,0.48,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,24,0.12,149,74.5,48.49,183.14,0.92,1.27,-24.63,0,0,1.27,1,0.5,0.48,7,7,14,7
V,200,0,20,40,2X,60,1.50X,2,8,0.04,157,78.5,48.47,139.36,0.7,1,-50.38,0.02,0,1.02,1,0.36,0.35,12.25,12.25,24.5,12.25
V,200,0,20,40,2X,80,2X,2,8,0.04,157,78.5,48.47,139.36,0.7,1,-50.38,0.02,0,1.02,1,0.36,0.35,12.25,12.25,24.5,12.25
M,200,0,20,30,1.50X,60,2X,4,24,0.12,195,97.5,48.45,194.89,0.97,1.35,-58.19,0,0,1.35,1,0.72,0.72,52.5,52.5,105.01,52.5
T7,100,0,10,20,2X,30,1.50X,1,16,0.16,72,72,48.44,78.5,0.79,2.81,151.42,0,0,2.81,2,0.62,0.62,7,7,14,7
T7,100,0,10,20,2X,40,2X,1,16,0.16,72,72,48.44,78.5,0.79,2.81,151.42,0,0,2.81,2,0.62,0.62,7,7,14,7
M,50,0,20,30,1.50X,60,2X,1,24,0.48,33,66,48.44,47.45,0.95,1.03,108.82,0,0,1.03,1,0.75,0.8,15.88,15.88,31.76,15.88
T7,100,0,10,15,1.50X,22,1.50X,2,24,0.24,80,80,48.41,85.69,0.86,2.63,-28.44,0,0,2.63,1,0.61,0.58,7,7,14,7
T7,100,0,10,15,1.50X,30,2X,2,24,0.24,80,80,48.41,85.69,0.86,2.63,-28.44,0,0,2.63,1,0.61,0.58,7,7,14,7
T7,100,0,10,20,2X,30,1.50X,1,16,0.16,85,85,48.32,79.2,0.79,1.61,68.97,0,0,1.61,2,0.55,0.52,7,7,14,7
T7,100,0,10,20,2X,40,2X,1,16,0.16,85,85,48.32,79.2,0.79,1.61,68.97,0,0,1.61,2,0.55,0.52,7,7,14,7
V,100,0,20,30,1.50X,45,1.50X,1,8,0.08,47,47,48.3,60.05,0.6,1,106.39,0.14,0,1.14,1,0.4,0.43,10.69,10.69,21.37,10.69
V,100,0,20,30,1.50X,60,2X,1,8,0.08,47,47,48.3,60.05,0.6,1,106.39,0.14,0,1.14,1,0.4,0.43,10.69,10.69,21.37,10.69
T7,100,0,20,40,2X,60,1.50X,4,24,0.24,84,84,48.19,89.12,0.89,1.27,-54.15,0,0,1.27,1,0.56,0.49,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,24,0.24,84,84,48.19,89.12,0.89,1.27,-54.15,0,0,1.27,1,0.56,0.49,7,7,14,7
M,50,0,10,15,1.50X,30,2X,2,8,0.16,21,42,48.19,21.25,0.43,2.53,-17.33,1.37,1,3.99,4,0.77,0.81,12.31,12.31,24.62,12.31
T7,100,0,20,40,2X,60,1.50X,1,8,0.08,36,36,48.09,50.05,0.5,1.62,132.74,0,0,1.62,1,0.56,0.51,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,8,0.08,36,36,48.09,50.05,0.5,1.62,132.74,0,0,1.62,1,0.56,0.51,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,1,8,0.04,155,77.5,48.03,87.86,0.44,1,141.7,0,0,1,1,0.49,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,1,8,0.04,155,77.5,48.03,87.86,0.44,1,141.7,0,0,1,1,0.49,0.47,7,7,14,7
M,100,0,20,40,2X,80,2X,1,8,0.08,92,92,48.02,96.78,0.97,1,69.07,0,0,1,1,0.76,0.81,45.88,45.88,91.76,45.88
V,200,0,10,15,1.50X,22,1.50X,1,8,0.04,105,52.5,47.99,133.14,0.67,1,131.93,0.22,0,1.22,1,0.37,0.37,11.7,11.7,23.39,11.7
V,200,0,10,15,1.50X,30,2X,1,8,0.04,105,52.5,47.99,133.14,0.67,1,131.93,0.22,0,1.22,1,0.37,0.37,11.7,11.7,23.39,11.7
T7,100,0,20,30,1.50X,45,1.50X,4,16,0.16,75,75,47.96,80.38,0.8,1.4,-37.41,0,0,1.4,1,0.57,0.55,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,4,16,0.16,75,75,47.96,80.38,0.8,1.4,-37.41,0,0,1.4,1,0.57,0.55,7,7,14,7
V,200,0,20,30,1.50X,45,1.50X,2,24,0.12,199,99.5,47.95,180.26,0.9,1,-70.21,0.01,0,1.01,1,0.36,0.35,12.25,12.25,24.51,12.25
V,200,0,20,30,1.50X,60,2X,2,24,0.12,199,99.5,47.95,180.26,0.9,1,-70.21,0.01,0,1.01,1,0.36,0.35,12.25,12.25,24.51,12.25
M,200,0,20,40,2X,80,2X,1,8,0.04,139,69.5,47.95,175.78,0.88,1,186.12,0,0,1,1,0.74,0.77,71.51,71.51,143.02,71.51
T7,200,0,10,20,2X,30,1.50X,1,16,0.08,146,73,47.94,130.65,0.65,3.61,137.62,0,0,3.87,1,0.58,0.54,7,7,14,7
T7,200,0,10,20,2X,40,2X,1,16,0.08,146,73,47.94,130.65,0.65,3.61,137.62,0,0,3.87,1,0.58,0.54,7,7,14,7
M,200,0,20,30,1.50X,60,2X,4,8,0.04,185,92.5,47.91,188.1,0.94,1.16,-60.81,0,0,1.16,1,0.72,0.76,50.83,50.83,101.66,50.83
M,200,0,10,20,2X,30,1.50X,4,8,0.04,111,55.5,47.91,155.48,0.78,2.96,-60.81,0,0,2.96,1,0.72,0.73,26.42,26.42,52.83,26.42
V,200,0,20,40,2X,60,1.50X,2,8,0.04,180,90,47.89,140.75,0.7,1,-34.21,0,0,1,1,0.35,0.33,12.45,12.45,24.89,12.45
V,200,0,20,40,2X,80,2X,2,8,0.04,180,90,47.89,140.75,0.7,1,-34.21,0,0,1,1,0.35,0.33,12.45,12.45,24.89,12.45
V,200,0,20,40,2X,60,1.50X,2,16,0.08,152,76,47.89,179.13,0.9,1,-22.29,0,0,1,1,0.38,0.37,12.26,12.26,24.53,12.26
V,200,0,20,40,2X,80,2X,2,16,0.08,152,76,47.89,179.13,0.9,1,-22.29,0,0,1,1,0.38,0.37,12.26,12.26,24.53,12.26
M,100,0,10,15,1.50X,30,2X,1,16,0.16,20,20,47.89,77.54,0.78,2.35,55.95,0.28,0,2.35,3,0.69,0.72,22.81,22.81,45.63,22.81
T7,200,0,20,40,2X,60,1.50X,4,8,0.04,142,71,47.84,94.9,0.47,1.28,-38.12,0,0,1.28,1,0.51,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,8,0.04,142,71,47.84,94.9,0.47,1.28,-38.12,0,0,1.28,1,0.51,0.47,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,1,16,0.08,183,91.5,47.83,174.49,0.87,1,62.45,0.66,0,2.31,1,0.65,0.71,29.49,29.49,58.98,29.49
M,200,0,20,40,2X,60,1.50X,1,8,0.04,173,86.5,47.79,171.4,0.86,1,87.56,1.6,2,2.59,3,0.69,0.73,47.2,47.2,94.4,47.2
M,50,0,20,30,1.50X,60,2X,4,24,0.48,43,86,47.79,50,1,2.13,-69.55,0,0,2.13,1,0.81,0.76,16.86,16.86,33.72,16.86
M,200,0,20,30,1.50X,45,1.50X,2,24,0.12,185,92.5,47.78,190.94,0.95,1.83,-46.5,0,0,1.83,2,0.66,0.68,32.08,32.08,64.16,32.08
T7,100,0,20,40,2X,60,1.50X,4,16,0.16,66,66,47.76,71.37,0.71,1.3,-42.98,0,0,1.49,1,0.6,0.57,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,16,0.16,66,66,47.76,71.37,0.71,1.3,-42.98,0,0,1.49,1,0.6,0.57,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,2,16,0.16,69,69,47.73,79.02,0.79,1.45,-0.61,0,0,1.45,1,0.57,0.5,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,16,0.16,69,69,47.73,79.02,0.79,1.45,-0.61,0,0,1.45,1,0.57,0.5,7,7,14,7
M,100,0,10,15,1.50X,22,1.50X,1,8,0.08,65,65,47.7,55.92,0.56,2.18,152.99,0.09,1,2.76,5,0.65,0.69,10.37,10.37,20.73,10.37
M,200,0,10,20,2X,30,1.50X,1,16,0.08,67,33.5,47.66,187.49,0.94,1.44,110.27,0,0,2.05,3,0.66,0.66,29.57,29.57,59.15,29.57
T7,200,0,20,40,2X,60,1.50X,1,8,0.04,116,58,47.64,96.27,0.48,1.34,142.06,0,0,1.34,1,0.52,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,1,8,0.04,116,58,47.64,96.27,0.48,1.34,142.06,0,0,1.34,1,0.52,0.47,7,7,14,7
M,50,0,20,30,1.50X,45,1.50X,4,16,0.32,29,58,47.63,40.93,0.82,3.66,-39.29,0.75,0,3.66,2,0.69,0.69,8.36,8.36,16.72,8.36
M,200,0,20,40,2X,60,1.50X,4,16,0.08,176,88,47.59,194.79,0.97,1.19,-52.78,0,0,1.19,1,0.73,0.72,49.73,49.73,99.46,49.73
M,200,0,20,30,1.50X,45,1.50X,2,16,0.08,178,89,47.54,180.95,0.9,1.54,-11.11,0,0,1.81,2,0.66,0.65,33.86,33.86,67.72,33.86
T7,200,0,20,40,2X,60,1.50X,2,16,0.08,138,69,47.49,140.86,0.7,1.14,-28.94,0,0,1.14,1,0.5,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,2,16,0.08,138,69,47.49,140.86,0.7,1.14,-28.94,0,0,1.14,1,0.5,0.47,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,24,0.12,176,88,47.46,166.22,0.83,1.32,-46.17,0,0,1.32,1,0.51,0.47,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,24,0.12,176,88,47.46,166.22,0.83,1.32,-46.17,0,0,1.32,1,0.51,0.47,7,7,14,7
M,100,0,20,40,2X,60,1.50X,4,16,0.16,76,76,47.39,93.48,0.93,1.96,-54.37,0,0,1.96,1,0.76,0.72,23.93,23.93,47.86,23.93
M,100,0,10,15,1.50X,30,2X,4,8,0.08,41,41,47.39,79.24,0.79,4.26,-32.43,0,0,4.8,3,0.79,0.79,14.04,14.04,28.07,14.04
T7,100,0,10,20,2X,30,1.50X,2,24,0.24,70,70,47.37,89.01,0.89,2.97,-23.83,0,0,2.97,3,0.62,0.59,7,7,14,7
T7,100,0,10,20,2X,40,2X,2,24,0.24,70,70,47.37,89.01,0.89,2.97,-23.83,0,0,2.97,3,0.62,0.59,7,7,14,7
M,100,0,20,30,1.50X,45,1.50X,1,24,0.24,92,92,47.36,96.6,0.97,1,68.64,0,0,1.1,2,0.65,0.7,19.97,19.97,39.95,19.97
V,200,0,20,30,1.50X,45,1.50X,1,24,0.12,129,64.5,47.33,185.57,0.93,1,127.08,0.01,0,1.01,1,0.37,0.36,12.18,12.18,24.35,12.18
V,200,0,20,30,1.50X,60,2X,1,24,0.12,129,64.5,47.33,185.57,0.93,1,127.08,0.01,0,1.01,1,0.37,0.36,12.18,12.18,24.35,12.18
T7,200,0,20,30,1.50X,45,1.50X,1,24,0.12,146,73,47.28,167.33,0.84,1.45,170.88,0,0,1.45,1,0.51,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,24,0.12,146,73,47.28,167.33,0.84,1.45,170.88,0,0,1.45,1,0.51,0.49,7,7,14,7
M,50,0,20,30,1.50X,45,1.50X,1,8,0.16,42,84,47.25,38.01,0.76,1,64.33,0,0,1,1,0.65,0.67,11.8,11.8,23.59,11.8
T7,200,0,20,40,2X,60,1.50X,2,8,0.04,148,74,47.24,99.99,0.5,1.07,1.84,0,0,1.07,1,0.49,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,2,8,0.04,148,74,47.24,99.99,0.5,1.07,1.84,0,0,1.07,1,0.49,0.47,7,7,14,7
M,50,0,10,15,1.50X,30,2X,2,8,0.16,44,88,47.23,29.72,0.59,1.43,-68.01,0,0,1.82,2,0.75,0.74,16.49,16.49,32.99,16.49
T7,50,0,20,40,2X,60,1.50X,1,24,0.48,41,82,47.22,39.73,0.79,1,106.76,0,0,1.64,2,0.62,0.59,7,7,14,7
T7,50,0,20,40,2X,80,2X,1,24,0.48,41,82,47.22,39.73,0.79,1,106.76,0,0,1.64,2,0.62,0.59,7,7,14,7
M,50,0,20,30,1.50X,45,1.50X,1,16,0.32,46,92,47.19,43.88,0.88,1,76.86,0,0,1.03,2,0.67,0.69,11.9,11.9,23.8,11.9
T7,200,0,20,30,1.50X,45,1.50X,1,24,0.12,164,82,47.18,161.83,0.81,1.07,145.93,0,0,1.07,1,0.5,0.47,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,24,0.12,164,82,47.18,161.83,0.81,1.07,145.93,0,0,1.07,1,0.5,0.47,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,2,8,0.04,128,64,47.14,144.25,0.72,1.07,5.83,0,0,1.07,1,0.63,0.64,20.67,20.67,41.34,20.67
M,200,0,20,30,1.50X,45,1.50X,1,24,0.12,152,76,47.09,187.22,0.94,1,160.35,0,0,1.27,1,0.64,0.63,24.93,24.93,49.86,24.93
M,50,0,10,20,2X,30,1.50X,1,8,0.16,10,20,47.05,37.92,0.76,1,15.2,1,1,2,2,0.71,0.7,18.1,18.1,36.2,18.1
M,200,0,10,15,1.50X,30,2X,1,8,0.04,150,75,47.03,165.58,0.83,1.4,136.9,0,0,1.63,1,0.69,0.7,32.57,32.57,65.14,32.57
M,200,0,20,30,1.50X,45,1.50X,4,24,0.12,178,89,47.01,189.21,0.95,1.43,-50.32,0.01,0,1.44,1,0.67,0.66,31.97,31.97,63.95,31.97
V,200,0,20,40,2X,60,1.50X,2,24,0.12,186,93,46.99,189.24,0.95,1,-30.37,0,0,1,1,0.36,0.34,12.41,12.41,24.82,12.41
V,200,0,20,40,2X,80,2X,2,24,0.12,186,93,46.99,189.24,0.95,1,-30.37,0,0,1,1,0.36,0.34,12.41,12.41,24.82,12.41
T7,50,0,10,15,1.50X,22,1.50X,2,16,0.32,30,60,46.99,35.79,0.72,1.65,13.85,0,0,1.65,2,0.65,0.67,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,2,16,0.32,30,60,46.99,35.79,0.72,1.65,13.85,0,0,1.65,2,0.65,0.67,7,7,14,7
V,200,0,20,40,2X,60,1.50X,1,24,0.12,199,99.5,46.98,189.63,0.95,1,74.9,0,0,1,1,0.36,0.36,12.44,12.44,24.87,12.44
V,200,0,20,40,2X,80,2X,1,24,0.12,199,99.5,46.98,189.63,0.95,1,74.9,0,0,1,1,0.36,0.36,12.44,12.44,24.87,12.44
T7,100,0,20,40,2X,60,1.50X,1,24,0.24,67,67,46.97,89.69,0.9,1.77,114.5,0,0,1.77,1,0.57,0.51,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,24,0.24,67,67,46.97,89.69,0.9,1.77,114.5,0,0,1.77,1,0.57,0.51,7,7,14,7
V,200,0,20,30,1.50X,45,1.50X,2,24,0.12,182,91,46.96,185.59,0.93,1,-53.26,0,0,1,1,0.36,0.33,12.35,12.35,24.71,12.35
V,200,0,20,30,1.50X,60,2X,2,24,0.12,182,91,46.96,185.59,0.93,1,-53.26,0,0,1,1,0.36,0.33,12.35,12.35,24.71,12.35
V,200,0,10,15,1.50X,22,1.50X,1,8,0.04,90,45,46.96,132.77,0.66,1,65.11,0.02,0,1.02,1,0.37,0.39,11.98,11.98,23.96,11.98
V,200,0,10,15,1.50X,30,2X,1,8,0.04,90,45,46.96,132.77,0.66,1,65.11,0.02,0,1.02,1,0.37,0.39,11.98,11.98,23.96,11.98
T7,50,0,10,20,2X,30,1.50X,2,24,0.48,26,52,46.93,41.41,0.83,2.31,-49.71,0,0,2.31,2,0.65,0.61,7,7,14,7
T7,50,0,10,20,2X,40,2X,2,24,0.48,26,52,46.93,41.41,0.83,2.31,-49.71,0,0,2.31,2,0.65,0.61,7,7,14,7
V,100,0,20,40,2X,60,1.50X,1,8,0.08,31,31,46.92,54.91,0.55,1,119.85,0,0,1,1,0.4,0.38,11.26,11.26,22.53,11.26
V,100,0,20,40,2X,80,2X,1,8,0.08,31,31,46.92,54.91,0.55,1,119.85,0,0,1,1,0.4,0.38,11.26,11.26,22.53,11.26
V,50,0,10,20,2X,30,1.50X,2,8,0.16,0,0,46.92,33.28,0.67,1,-76.39,0.12,0,1.12,1,0.44,0.41,9.48,9.48,18.96,9.48
V,50,0,10,20,2X,40,2X,2,8,0.16,0,0,46.92,33.28,0.67,1,-76.39,0.12,0,1.12,1,0.44,0.41,9.48,9.48,18.96,9.48
M,100,0,20,30,1.50X,45,1.50X,4,24,0.24,97,97,46.9,94.79,0.95,1.24,-53.5,0,0,1.54,1,0.67,0.66,19.88,19.88,39.76,19.88
M,200,0,10,15,1.50X,22,1.50X,1,24,0.12,190,95,46.88,190.85,0.95,1.32,37.49,0.51,1,2.07,4,0.64,0.64,27.89,27.89,55.78,27.89
T7,200,0,20,30,1.50X,45,1.50X,2,8,0.04,154,77,46.87,86.17,0.43,1.1,-17.15,0,0,1.35,1,0.5,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,8,0.04,154,77,46.87,86.17,0.43,1.1,-17.15,0,0,1.35,1,0.5,0.49,7,7,14,7
M,100,0,20,40,2X,60,1.50X,1,16,0.16,81,81,46.83,99.53,1,1,117.93,0,0,1,1,0.71,0.71,30.64,30.64,61.29,30.64
M,100,0,20,30,1.50X,45,1.50X,4,24,0.24,86,86,46.81,93.38,0.93,2.03,-71.99,0,0,2.03,1,0.69,0.68,18.13,18.13,36.26,18.13
T7,200,0,10,15,1.50X,22,1.50X,2,16,0.08,139,69.5,46.81,132.53,0.66,4.17,-6.71,0,0,4.86,3,0.64,0.59,7,7,14,7
