mod,nAg,nOb,rRep,rOr,rOrX,rAt,rAtX,gr,inf,infnew,fouOLD,fou,dist,infneiOLD,infnei,infcom,exp,iso,isoLast,cco,ccoLast,cc,ccLast,degIn,degOut,degTot,avgDeg
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,41.05,0.82,1,-24.52,0.19,0,1.19,1,0.42,0.4,9.29,9.29,18.58,9.29
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,45.41,0.91,1,-33.35,0.02,0,1.02,1,0.44,0.39,9.59,9.59,19.17,9.59
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,41.44,0.83,1,-33.59,0.02,0,1.02,1,0.42,0.47,9.83,9.83,19.66,9.83
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,42.21,0.84,1,-34.91,0.18,1,1.18,2,0.41,0.41,9.56,9.56,19.11,9.56
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,46.28,0.93,1,-26.85,0.03,0,1.03,1,0.43,0.44,9.64,9.64,19.29,9.64
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,40.25,0.81,1,-17.22,0.07,0,1.07,1,0.44,0.43,9.26,9.26,18.52,9.26
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,42.68,0.85,1,-17.91,0,0,1,1,0.44,0.42,9.79,9.79,19.58,9.79
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,39.92,0.8,1,-17.88,0.26,1,1.26,2,0.42,0.41,9.67,9.67,19.34,9.67
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,39.91,0.8,1,-36.23,0.18,0,1.18,1,0.43,0.42,9.57,9.57,19.14,9.57
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,43.78,0.88,1,-32.19,0.1,0,1.1,1,0.44,0.43,9.96,9.96,19.93,9.96
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,40.67,0.81,1,-36.56,0.03,0,1.03,1,0.44,0.46,8.75,8.75,17.5,8.75
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,45.38,0.91,1,-28.46,0.21,0,1.21,1,0.44,0.42,9.77,9.77,19.54,9.77
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,30.53,0.61,1,-28.45,0.17,0,1.17,1,0.43,0.41,9.15,9.15,18.3,9.15
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,43.03,0.86,1,-36.98,0,0,1,1,0.43,0.46,9.7,9.7,19.41,9.7
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,40.14,0.8,1,-24.36,0.02,0,1.02,1,0.44,0.44,9.97,9.97,19.93,9.97
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,33.33,0.67,1,-50.92,0.38,0,1.38,1,0.42,0.42,8.56,8.56,17.12,8.56
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,44.86,0.9,1,-18.83,0,0,1,1,0.45,0.41,9.89,9.89,19.79,9.89
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,42.45,0.85,1,-34.46,0.43,0,1.44,1,0.4,0.39,9.41,9.41,18.82,9.41
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,43.8,0.88,1,-26.31,0.03,0,1.03,1,0.44,0.39,9.79,9.79,19.59,9.79
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,43.28,0.87,1,-35.25,0.06,0,1.06,1,0.43,0.42,9.83,9.83,19.65,9.83
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,41.05,0.82,1,-24.52,0.19,0,1.19,1,0.42,0.4,9.29,9.29,18.58,9.29
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,45.41,0.91,1,-33.35,0.02,0,1.02,1,0.44,0.39,9.59,9.59,19.17,9.59
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,41.44,0.83,1,-33.59,0.02,0,1.02,1,0.42,0.47,9.83,9.83,19.66,9.83
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,42.21,0.84,1,-34.91,0.18,1,1.18,2,0.41,0.41,9.56,9.56,19.11,9.56
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,46.28,0.93,1,-26.85,0.03,0,1.03,1,0.43,0.44,9.64,9.64,19.29,9.64
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,40.25,0.81,1,-17.22,0.07,0,1.07,1,0.44,0.43,9.26,9.26,18.52,9.26
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,42.68,0.85,1,-17.91,0,0,1,1,0.44,0.42,9.79,9.79,19.58,9.79
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,39.92,0.8,1,-17.88,0.26,1,1.26,2,0.42,0.41,9.67,9.67,19.34,9.67
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,39.91,0.8,1,-36.23,0.18,0,1.18,1,0.43,0.42,9.57,9.57,19.14,9.57
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,43.78,0.88,1,-32.19,0.1,0,1.1,1,0.44,0.43,9.96,9.96,19.93,9.96
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,40.67,0.81,1,-36.56,0.03,0,1.03,1,0.44,0.46,8.75,8.75,17.5,8.75
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,45.38,0.91,1,-28.46,0.21,0,1.21,1,0.44,0.42,9.77,9.77,19.54,9.77
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,30.53,0.61,1,-28.45,0.17,0,1.17,1,0.43,0.41,9.15,9.15,18.3,9.15
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,43.03,0.86,1,-36.98,0,0,1,1,0.43,0.46,9.7,9.7,19.41,9.7
V,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,40.14,0.8,1,-24.36,0.02,0,1.02,1,0.44,0.44,9.97,9.97,19.93,9.97
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,43.42,0.87,1,16.01,0.11,0,1.11,1,0.43,0.42,9.45,9.45,18.91,9.45
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,43.86,0.88,1,42.62,0.01,0,1.01,1,0.42,0.38,9.4,9.4,18.8,9.4
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,42.33,0.85,1,33.92,0.01,0,1.01,1,0.46,0.43,9.49,9.49,18.98,9.49
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,43.57,0.87,1,37.79,0.01,0,1.01,1,0.43,0.38,9.79,9.79,19.58,9.79
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,42.37,0.85,1,23.66,0.05,0,1.05,1,0.44,0.47,9.57,9.57,19.15,9.57
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,38.94,0.78,1,9.33,0.08,0,1.08,1,0.43,0.4,9.73,9.73,19.47,9.73
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,43.51,0.87,1,28.73,0.03,0,1.03,1,0.45,0.41,9.2,9.2,18.4,9.2
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,41.27,0.83,1,48.13,0.01,0,1.01,1,0.42,0.43,9.6,9.6,19.2,9.6
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,42.15,0.84,1,21.12,0.07,0,1.07,1,0.44,0.44,9.65,9.65,19.3,9.65
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,38.95,0.78,1,17.91,0.16,0,1.16,1,0.44,0.44,8.99,8.99,17.98,8.99
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,40.22,0.8,1,21.67,0.52,0,1.52,1,0.42,0.43,9.32,9.32,18.65,9.32
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,40.29,0.81,1,33.88,0.01,0,1.01,1,0.45,0.44,9.56,9.56,19.11,9.56
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,37.18,0.74,1,18.71,0.02,0,1.02,1,0.42,0.45,9.26,9.26,18.52,9.26
V,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,42.21,0.84,1,35.66,0.03,0,1.04,1,0.44,0.43,9.67,9.67,19.34,9.67
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,43.42,0.87,1,16.01,0.11,0,1.11,1,0.43,0.42,9.45,9.45,18.91,9.45
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,43.86,0.88,1,42.62,0.01,0,1.01,1,0.42,0.38,9.4,9.4,18.8,9.4
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,42.33,0.85,1,33.92,0.01,0,1.01,1,0.46,0.43,9.49,9.49,18.98,9.49
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,43.57,0.87,1,37.79,0.01,0,1.01,1,0.43,0.38,9.79,9.79,19.58,9.79
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,42.37,0.85,1,23.66,0.05,0,1.05,1,0.44,0.47,9.57,9.57,19.15,9.57
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,38.94,0.78,1,9.33,0.08,0,1.08,1,0.43,0.4,9.73,9.73,19.47,9.73
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,43.51,0.87,1,28.73,0.03,0,1.03,1,0.45,0.41,9.2,9.2,18.4,9.2
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,41.27,0.83,1,48.13,0.01,0,1.01,1,0.42,0.43,9.6,9.6,19.2,9.6
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,42.15,0.84,1,21.12,0.07,0,1.07,1,0.44,0.44,9.65,9.65,19.3,9.65
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,38.95,0.78,1,17.91,0.16,0,1.16,1,0.44,0.44,8.99,8.99,17.98,8.99
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,40.22,0.8,1,21.67,0.52,0,1.52,1,0.42,0.43,9.32,9.32,18.65,9.32
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,40.29,0.81,1,33.88,0.01,0,1.01,1,0.45,0.44,9.56,9.56,19.11,9.56
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,37.18,0.74,1,18.71,0.02,0,1.02,1,0.42,0.45,9.26,9.26,18.52,9.26
V,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,42.21,0.84,1,35.66,0.03,0,1.04,1,0.44,0.43,9.67,9.67,19.34,9.67
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,40.61,0.81,1,28.8,0.04,0,1.04,1,0.44,0.42,9.26,9.26,18.53,9.26
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,41.45,0.83,1,67.97,0.01,0,1.01,1,0.45,0.41,9.33,9.33,18.66,9.33
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,43.04,0.86,1,23.1,0.14,0,1.14,1,0.43,0.47,9.92,9.92,19.83,9.92
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,42.11,0.84,1,21.89,0.01,0,1.01,1,0.43,0.48,9.86,9.86,19.72,9.86
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,41.33,0.83,1,44.88,0.01,0,1.01,1,0.42,0.42,9.73,9.73,19.46,9.73
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,39.47,0.79,1,44.66,0.09,0,1.09,1,0.44,0.46,9.74,9.74,19.48,9.74
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,36.01,0.72,1,12.76,0.04,0,1.04,1,0.44,0.37,9.92,9.92,19.85,9.92
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,37.77,0.76,1,7.82,0.07,0,1.07,1,0.44,0.46,8.74,8.74,17.47,8.74
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,42.84,0.86,1,39.63,0.02,0,1.02,1,0.43,0.49,9.7,9.7,19.39,9.7
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,43.53,0.87,1,40.66,0.06,0,1.06,1,0.44,0.45,9.92,9.92,19.83,9.92
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,44.17,0.88,1,20.61,0.12,0,1.12,1,0.43,0.44,9.91,9.91,19.82,9.91
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,42.08,0.84,1,10.43,0.02,1,1.02,2,0.43,0.4,9.85,9.85,19.7,9.85
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,42.36,0.85,1,42.52,0.08,0,1.08,1,0.44,0.47,8.95,8.95,17.9,8.95
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,39.42,0.79,1,39.04,0.07,0,1.07,1,0.43,0.44,9.93,9.93,19.85,9.93
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,40.11,0.8,1,22.82,0.02,0,1.02,1,0.44,0.45,9.14,9.14,18.29,9.14
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,40.41,0.81,1,21.86,0.08,0,1.08,1,0.44,0.45,9.35,9.35,18.7,9.35
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,32.56,0.65,1,33.68,0.04,0,1.04,1,0.43,0.41,8.85,8.85,17.7,8.85
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,40.26,0.81,1,21.28,0.02,0,1.02,1,0.44,0.42,9.98,9.98,19.96,9.98
V,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,41.71,0.83,1,41.89,0.01,0,1.01,1,0.42,0.49,9.75,9.75,19.5,9.75
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,40.61,0.81,1,28.8,0.04,0,1.04,1,0.44,0.42,9.26,9.26,18.53,9.26
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,41.45,0.83,1,67.97,0.01,0,1.01,1,0.45,0.41,9.33,9.33,18.66,9.33
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,43.04,0.86,1,23.1,0.14,0,1.14,1,0.43,0.47,9.92,9.92,19.83,9.92
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,42.11,0.84,1,21.89,0.01,0,1.01,1,0.43,0.48,9.86,9.86,19.72,9.86
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,41.33,0.83,1,44.88,0.01,0,1.01,1,0.42,0.42,9.73,9.73,19.46,9.73
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,39.47,0.79,1,44.66,0.09,0,1.09,1,0.44,0.46,9.74,9.74,19.48,9.74
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,36.01,0.72,1,12.76,0.04,0,1.04,1,0.44,0.37,9.92,9.92,19.85,9.92
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,37.77,0.76,1,7.82,0.07,0,1.07,1,0.44,0.46,8.74,8.74,17.47,8.74
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,42.84,0.86,1,39.63,0.02,0,1.02,1,0.43,0.49,9.7,9.7,19.39,9.7
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,43.53,0.87,1,40.66,0.06,0,1.06,1,0.44,0.45,9.92,9.92,19.83,9.92
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,44.17,0.88,1,20.61,0.12,0,1.12,1,0.43,0.44,9.91,9.91,19.82,9.91
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,42.08,0.84,1,10.43,0.02,1,1.02,2,0.43,0.4,9.85,9.85,19.7,9.85
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,42.36,0.85,1,42.52,0.08,0,1.08,1,0.44,0.47,8.95,8.95,17.9,8.95
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,39.42,0.79,1,39.04,0.07,0,1.07,1,0.43,0.44,9.93,9.93,19.85,9.93
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,40.11,0.8,1,22.82,0.02,0,1.02,1,0.44,0.45,9.14,9.14,18.29,9.14
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,40.41,0.81,1,21.86,0.08,0,1.08,1,0.44,0.45,9.35,9.35,18.7,9.35
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,32.56,0.65,1,33.68,0.04,0,1.04,1,0.43,0.41,8.85,8.85,17.7,8.85
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,40.26,0.81,1,21.28,0.02,0,1.02,1,0.44,0.42,9.98,9.98,19.96,9.98
V,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,41.71,0.83,1,41.89,0.01,0,1.01,1,0.42,0.49,9.75,9.75,19.5,9.75
M,50,0,10,15,1.50X,22,1.50X,2,16,0.32,50,100,0,41.05,0.82,1.41,-78.66,0.13,0,1.63,1,0.67,0.74,12.84,12.84,25.69,12.84
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,47.22,0.94,1.68,-73.56,0,0,1.68,2,0.77,0.76,18.39,18.39,36.78,18.39
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,49.13,0.98,2.25,-82.1,0,0,2.25,1,0.77,0.75,17.22,17.22,34.44,17.22
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,47.29,0.95,1.54,-52.72,0,0,1.54,1,0.79,0.82,15.05,15.05,30.09,15.05
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,34.41,0.69,1.73,-88.87,0,0,2.25,1,0.77,0.81,15.61,15.61,31.21,15.61
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,47.91,0.96,1.33,-74.54,0,0,1.33,1,0.76,0.74,19.75,19.75,39.51,19.75
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,46.46,0.93,1.55,-75.62,0.01,0,1.7,1,0.78,0.72,17.22,17.22,34.43,17.22
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,48.04,0.96,1.43,-76.31,0,0,1.43,1,0.77,0.73,18.09,18.09,36.19,18.09
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,48.59,0.97,1.17,-75.36,0,0,1.17,1,0.75,0.77,20.19,20.19,40.38,20.19
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,49.62,0.99,1.28,-74.15,0,0,1.28,1,0.77,0.75,20.27,20.27,40.54,20.27
M,50,0,10,15,1.50X,30,2X,2,16,0.32,50,100,0,42.36,0.85,1.2,-78.89,0,0,2.05,1,0.75,0.82,19.41,19.41,38.82,19.41
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,49.1,0.98,1.35,-79.51,0,0,1.35,1,0.76,0.71,19.31,19.31,38.63,19.31
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,49.77,1,1.21,-74.28,0,0,1.21,1,0.75,0.76,20.26,20.26,40.53,20.26
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,49.92,1,1.2,-72.28,0,0,1.2,1,0.77,0.76,21.7,21.7,43.39,21.7
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,46.61,0.93,1.86,-62.29,0,0,1.86,2,0.8,0.79,14.99,14.99,29.98,14.99
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,47.84,0.96,1.37,-87.39,0,0,1.37,1,0.77,0.72,19.13,19.13,38.26,19.13
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,47.99,0.96,1.11,-65.9,0,0,1.11,1,0.73,0.74,18.13,18.13,36.26,18.13
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,47.65,0.95,1.74,-66.66,0.01,0,1.74,1,0.77,0.71,15.58,15.58,31.17,15.58
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,44.33,0.89,1.69,-81.5,0,0,1.69,1,0.78,0.87,16.61,16.61,33.22,16.61
M,50,0,10,20,2X,30,1.50X,2,16,0.32,50,100,0,47.43,0.95,1.92,-19.21,0,0,1.92,2,0.78,0.83,13.82,13.82,27.63,13.82
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.91,1,1.28,-79.98,0,0,1.28,1,0.84,0.82,27.6,27.6,55.2,27.6
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.93,1,1.27,-69.62,0,0,1.27,1,0.85,0.82,27.85,27.85,55.7,27.85
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,48.9,0.98,2.13,-77.28,0.31,0,2.13,1,0.86,0.79,20.33,20.33,40.65,20.33
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,48.44,0.97,1.99,-64.09,0,0,1.99,1,0.88,0.85,19.19,19.19,38.38,19.19
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.73,0.99,1.32,-77.4,0,0,1.32,1,0.85,0.83,27.85,27.85,55.7,27.85
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.8,1,1.48,-77.44,0,0,1.48,1,0.86,0.82,26.11,26.11,52.23,26.11
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.91,1,1.45,-80.6,0,0,1.45,1,0.84,0.82,22.92,22.92,45.84,22.92
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.73,0.99,2.06,-17.12,0.17,0,2.06,2,0.87,0.9,18.72,18.72,37.45,18.72
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,49.89,1,1.66,-74.1,0,0,1.66,1,0.87,0.85,22.14,22.14,44.29,22.14
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,48.99,0.98,1.26,-73.87,0,0,1.26,1,0.85,0.84,29.83,29.83,59.67,29.83
M,50,0,10,20,2X,40,2X,2,16,0.32,50,100,0,47.35,0.95,1.21,-73.12,0,0,1.21,1,0.83,0.82,26.9,26.9,53.8,26.9
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,42.54,0.85,1.16,-53.73,0,0,1.16,1,0.69,0.69,13.3,13.3,26.6,13.3
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,41.01,0.82,1.35,-70.99,0,0,1.35,1,0.69,0.71,12.43,12.43,24.86,12.43
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,48.11,0.96,1.11,-49.85,0,0,1.11,1,0.68,0.7,13.35,13.35,26.7,13.35
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,42.88,0.86,1.3,-78.09,0,0,1.3,1,0.69,0.68,14.92,14.92,29.84,14.92
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,41.26,0.83,2.1,-62.62,0,0,2.1,1,0.71,0.72,10.58,10.58,21.16,10.58
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,43.46,0.87,1.47,-64.21,0,0,1.47,1,0.7,0.78,13.28,13.28,26.57,13.28
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,44.09,0.88,1.29,-73.9,0,0,1.29,1,0.7,0.82,13.84,13.84,27.69,13.84
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,41.67,0.83,1.7,-79.82,0,0,2.01,1,0.72,0.71,12.11,12.11,24.21,12.11
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,43.79,0.88,1.09,-37.99,0,0,1.09,1,0.66,0.67,10.61,10.61,21.22,10.61
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,44.96,0.9,1.24,-59.18,0,0,1.41,1,0.66,0.69,12.64,12.64,25.29,12.64
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,46.97,0.94,1.09,-45.42,0,0,1.09,1,0.67,0.68,13.09,13.09,26.17,13.09
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,44.67,0.89,1.25,-52.55,0,0,1.25,1,0.68,0.7,12.89,12.89,25.78,12.89
M,50,0,20,30,1.50X,45,1.50X,2,16,0.32,50,100,0,36.59,0.73,1.13,-58.34,0,0,1.13,1,0.68,0.68,14.53,14.53,29.06,14.53
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,47.7,0.95,1.16,-56.71,0,0,1.16,1,0.77,0.83,20.52,20.52,41.03,20.52
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,49.85,1,1.2,-66.58,0,0,1.2,1,0.77,0.76,21.99,21.99,43.97,21.99
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,47.87,0.96,1.37,-69.58,0,0,1.37,1,0.78,0.78,20.79,20.79,41.57,20.79
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,49.52,0.99,1.1,-41.01,0,0,1.1,1,0.74,0.75,18.52,18.52,37.03,18.52
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,47.65,0.95,1.29,-68.62,0,0,1.29,1,0.78,0.77,16.75,16.75,33.51,16.75
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,48.01,0.96,1.07,-45.68,0,0,1.07,1,0.77,0.79,18.91,18.91,37.83,18.91
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,48.87,0.98,1.23,-61.54,0,0,1.23,1,0.78,0.78,23.1,23.1,46.21,23.1
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,47.3,0.95,1.17,-34.15,0,0,1.17,1,0.78,0.79,16.23,16.23,32.46,16.23
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,49.12,0.98,1.07,-49.48,0,0,1.07,1,0.76,0.78,22.5,22.5,45.01,22.5
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,46.65,0.93,1.37,-50.29,0,0,1.37,1,0.76,0.76,18.92,18.92,37.84,18.92
M,50,0,20,30,1.50X,60,2X,2,16,0.32,50,100,0,46.65,0.93,1.29,-45.67,0,0,1.29,1,0.77,0.75,21.48,21.48,42.95,21.48
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,49.25,0.99,1.2,-63.21,0,0,1.2,1,0.76,0.74,22.11,22.11,44.21,22.11
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,47.51,0.95,1.36,-49.3,0,0,1.36,1,0.8,0.75,22.5,22.5,45,22.5
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,49.66,0.99,1.25,-66.29,0,0,1.25,1,0.78,0.75,22.22,22.22,44.44,22.22
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,48.91,0.98,1.1,-53.13,0,0,1.1,1,0.76,0.76,21.87,21.87,43.73,21.87
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,49.74,0.99,1.13,-39.49,0,0,1.13,1,0.76,0.75,18.78,18.78,37.56,18.78
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,47.98,0.96,1.39,-69.34,0,0,1.39,1,0.78,0.76,20.05,20.05,40.09,20.05
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,48.1,0.96,1.31,-78.61,0,0,1.31,1,0.78,0.77,21.44,21.44,42.89,21.44
M,50,0,20,40,2X,60,1.50X,2,16,0.32,50,100,0,48.99,0.98,1.38,-75.43,0,0,1.38,1,0.79,0.86,18.55,18.55,37.1,18.55
