mod,nAg,agDen,obDen,nOb,rRep,rOr,rOrX,rAt,rAtX,config,rea,lat,cc,avgDeg,avgTotDeg
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,45.5,1000,0.593641914,7.000005,14.00001
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,31,1000,0.595356948,7.000005,14.00001
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,5.5,1000,0.562316358,7.000005,14.00001
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.56492508,7.000005,14.00001
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,1,1000,0.569925818,7.000005,14.00001
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,13,1000,0.596491738,7.000005,14.00001
T7,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,36.5,1000,0.592885721,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.559057022,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.554584952,7.00001,14.00002
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,30.5,1000,0.576963766,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.571745297,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.564411924,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.561721729,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.560600186,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.56167412,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.556161896,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.565605215,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.570837593,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.569196176,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.55831116,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.562136571,7.00001,14.00002
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.545892447,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,10.5,1000,0.574954669,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.548446603,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.555393693,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,7.5,1000,0.558179028,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.566009032,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.558992826,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,4,1000,0.576896037,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.553830332,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.574826404,7.000005,14.00001
T7,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,13,1000,0.568693635,7.000005,14.00001
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,46,1000,0.667956913,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,44,1000,0.651717581,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,28,0.649350938,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,348,0.668736166,7,14
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,82,587,0.623526397,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,32,1000,0.606210415,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,68,669,0.679647599,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,529,0.647160716,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,60,3,0.585876145,7,14
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,54,1000,0.740384626,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,80,538,0.679445754,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,54,1000,0.677706445,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,552,0.665423347,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,60,299,0.646310474,7,14
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,64,1000,0.660329487,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,80,1000,0.685364597,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,54,1000,0.619838992,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,52,0.663720731,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,401,0.723249627,7,14
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.633221847,7,14
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,86,642,0.751149392,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,68,1000,0.633612578,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.670321431,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,46,1000,0.721297318,7.00002,14.00004
T7,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.584048303,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.667144312,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,42,1000,0.687537431,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,64,285,0.654859546,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,28,1000,0.711856996,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.67666551,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,6,1000,0.753545866,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.630483556,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,6,1000,0.628089259,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,28,1000,0.658775711,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.673798117,7.00004,14.00008
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,26,1000,0.737731804,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,40,185,0.708738191,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,30,1000,0.66915501,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,38,1000,0.700243185,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,40,1000,0.659235976,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.719004833,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.722275823,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,44,1000,0.660228366,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.663827173,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.714505079,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,22,1000,0.689128131,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,16,1000,0.679807656,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,26,1000,0.634469732,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.660554748,7.00002,14.00004
T7,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,42,1000,0.683563378,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,76,1000,0.70341438,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,38,1000,0.670215003,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,40,1000,0.654775475,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,2,1000,0.677671709,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,6,1000,0.701012682,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,12,1000,0.754570554,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,38,1000,0.644749275,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,2,1000,0.754155157,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,58,1000,0.72977651,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.681383143,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,72,1000,0.706786486,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,50,1000,0.673176668,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,54,1000,0.709351565,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,70,1000,0.675371489,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,22,1000,0.699045963,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,54,1000,0.694879123,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,30,1000,0.645666392,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,34,1000,0.674384301,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,56,1000,0.680145712,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.64339452,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,28,1000,0.678736684,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,40,1000,0.65011235,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,50,1000,0.744798518,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,78,1000,0.679292161,7.00002,14.00004
T7,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,34,1000,0.654433318,7.00002,14.00004
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.321623858,9.763239981,19.52647996
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.288845089,7.43912,14.87824
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.374406927,11.22629,22.45258
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.374016113,10.98317999,21.96635998
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.322251215,9.663069973,19.32613995
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,31,0.279641713,8.592870085,17.18574017
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.34709774,7.377970034,14.75594007
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.285854849,7.441969917,14.88393983
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.401365897,11.05820999,22.11641999
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.289639806,7.770429986,15.54085997
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.28257201,8.375759902,16.7515198
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.245939337,8.309759976,16.61951995
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.288586017,8.050449968,16.10089994
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,70,0.257976004,8.775280019,17.55056004
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.364322492,10.84796001,21.69592002
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.39656429,11.06633,22.13265999
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.411213802,10.45043999,20.90087998
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,118,0.309975847,7.253069947,14.50613989
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.39073981,10.92036001,21.84072002
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.390604002,11.05411,22.10822001
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.316451244,8.478890071,16.95778014
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.39392669,10.79258999,21.58517998
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.294162617,8.428059992,16.85611998
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.395951926,11.14997,22.29994001
V,100,0.0004,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.331202475,9.113609987,18.22721997
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.361639947,5.521039991,11.04207998
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.364528343,5.480400011,10.96080002
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,98,4,0.341607689,5.144539996,10.28907999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,100,4,0.314860481,5.14154999,10.28309998
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.364454526,5.67825,11.3565
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.367149894,5.587800005,11.17560001
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.375938981,5.279740008,10.55948002
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.36212923,5.635579992,11.27115998
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,90,5,0.338055056,5.181280002,10.36256
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.375266229,5.557429997,11.11485999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,100,3,0.323778917,5.144409993,10.28881999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.360612372,5.585139998,11.17028
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,100,82,0.323283429,4.993050016,9.986100032
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,97,21,0.33627438,5.245190003,10.49038001
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,97,13,0.359493159,5.236189995,10.47237999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,76,19,0.357631636,5.502809992,11.00561998
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,100,5,0.328028964,5.035729994,10.07145999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.367119961,5.422629992,10.84525998
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,3,34,0.371356613,5.629399992,11.25879998
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.366621812,5.532940009,11.06588002
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,99,3,0.338341585,5.152599997,10.30519999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.364643332,5.482529998,10.96506
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,18,6,0.354470572,5.546419994,11.09283999
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,100,4,0.357954548,4.989450007,9.978900014
V,100,0.0004,0.1,10,20,30,1.50X,45,1.50X,20-30-45,55,4,0.35241334,5.547300001,11.0946
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,5,1000,0.233860008,1.987939989,3.975879979
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.24992668,2.119279995,4.23855999
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,20,1000,0.239096678,1.960650004,3.921300009
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,25,1000,0.224463342,1.958580002,3.917160004
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,11,1000,0.231720008,1.920019993,3.840039987
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,9,1000,0.220750013,1.892219995,3.78443999
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,26,1000,0.238713345,1.977569998,3.955139996
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,6,1000,0.224523341,1.934279994,3.868559988
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.241376673,2.095149978,4.190299956
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,15,1000,0.220473344,1.976089998,3.952179997
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,5,1000,0.255210018,2.062289986,4.124579972
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.24982001,1.948639999,3.897279998
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,29,1000,0.223273346,1.955389995,3.91077999
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,29,1000,0.241043344,2.024150001,4.048300001
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,7,1000,0.232020007,1.963749989,3.927499977
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,5,1000,0.232753342,1.969440005,3.93888001
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,12,1000,0.23146001,2.138690003,4.277380005
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,25,1000,0.226233341,1.948399999,3.896799998
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,16,1000,0.241470014,2.052379986,4.104759972
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,6,1000,0.227923339,1.864659998,3.729319996
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,7,1000,0.245946679,1.963949998,3.927899997
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,47,1000,0.220876671,1.917069994,3.834139987
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,22,1000,0.234040012,1.967749998,3.935499995
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,22,1000,0.230900009,1.908529993,3.817059986
V,100,0.0004,0.2,20,20,30,1.50X,45,1.50X,20-30-45,7,1000,0.245556686,2.103939984,4.207879967
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.356446581,12.37842499,24.75684998
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.263057876,8.700379919,17.40075984
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.264309672,9.061894876,18.12378975
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.297263758,8.892625114,17.78525023
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.29592615,10.49255504,20.98511008
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.251717555,9.193490106,18.38698021
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,142,0.264172042,10.69906992,21.39813985
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.274836474,9.024775079,18.04955016
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.261193991,8.592809972,17.18561994
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.271514034,8.816484932,17.63296986
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.28081007,8.927624948,17.8552499
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.294665425,8.798309859,17.59661972
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.238567446,10.35085504,20.70171008
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.303030523,10.07121502,20.14243005
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.269551183,8.736029945,17.47205989
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.335849522,11.6957,23.39140001
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.352924391,12.43020001,24.86040001
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.281749915,8.71293011,17.42586022
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.352776274,12.45176002,24.90352004
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,4,0.273121432,8.626740098,17.2534802
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.30186323,8.718554903,17.43710981
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.265853908,8.727240051,17.4544801
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,68,2,0.351355649,12.21869,24.43738
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.282891085,8.703794991,17.40758998
V,200,0.0008,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.266426825,8.937240077,17.87448015
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,4,0.351944946,5.847539995,11.69507999
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,51.5,4,0.338019106,5.849505001,11.69901
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,12,5,0.350319885,5.953755004,11.90751001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,71.5,43,0.339907322,5.712000005,11.42400001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,30,4,0.356152157,5.729989998,11.45998
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,44.5,5,0.347722302,5.655925004,11.31185001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.356943052,5.713109999,11.42622
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,75,3,0.334676459,5.819195003,11.63839001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.358104895,5.7815,11.563
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.354485129,5.670365011,11.34073002
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,2.5,30,0.361913967,5.596084995,11.19216999
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,99.5,42,0.30115626,5.333915029,10.66783006
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,90.5,4,0.342208463,5.762384995,11.52476999
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.353635953,5.729304999,11.45861
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,100,5,0.312847979,5.289870028,10.57974006
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,58,6,0.344099005,5.810934998,11.62187
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,100,18,0.30958861,5.41310001,10.82620002
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,100,8,0.316165312,5.616934995,11.23386999
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,100,5,0.319308635,5.517435015,11.03487003
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,7,3,0.347451919,5.734520007,11.46904001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,15.5,14,0.356727295,5.789910003,11.57982001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.350802064,5.793534992,11.58706998
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.343758507,5.861104993,11.72220999
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.357129985,5.601075006,11.20215001
V,200,0.0008,0.1,20,20,30,1.50X,45,1.50X,20-30-45,94,199,0.324270985,5.746035002,11.49207
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,8,1000,0.239531632,2.321355006,4.642710013
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,16,1000,0.241346636,2.278490003,4.556980006
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,11,1000,0.247563296,2.345480004,4.690960008
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,38,1000,0.250868294,2.300930001,4.601860003
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,15.5,1000,0.248151629,2.346235003,4.692470005
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,4,1000,0.238229973,2.307749995,4.61549999
