mod,nAg,agDen,obDen,nOb,rRep,rOr,rOrX,rAt,rAtX,config,rea,lat,cc,avgDeg,avgTotDeg
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,11.5,1000,0.252854964,2.334545002,4.669090003
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,12.5,1000,0.251896622,2.320670005,4.641340011
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,5.5,1000,0.237534973,2.292030002,4.584060005
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,4,1000,0.249298297,2.302405002,4.604810004
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,4.5,1000,0.255501625,2.328869992,4.657739985
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,54,1000,0.240111633,2.266615004,4.533230009
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,18.5,1000,0.257056623,2.309889993,4.619779986
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,4.5,1000,0.242716624,2.358310001,4.716620002
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,4.5,1000,0.254104957,2.338305,4.676609999
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,1.5,1000,0.246038295,2.363985005,4.72797001
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,8,1000,0.257241623,2.307745002,4.615490004
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,8,1000,0.245753302,2.335900003,4.671800006
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,16.5,1000,0.252586626,2.344800003,4.689600007
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,2,1000,0.257179957,2.348575,4.697150001
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,1,1000,0.244328286,2.400085002,4.800170004
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,14.5,1000,0.243459965,2.346850007,4.693700015
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,9.5,1000,0.240191633,2.317369995,4.63473999
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,40,1000,0.244943301,2.273549998,4.547099996
V,200,0.0008,0.2,40,20,30,1.50X,45,1.50X,20-30-45,52,511,0.255254969,2.295040001,4.590080001
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.42169208,9.473540002,18.94708
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,1,0.419547869,8.590700032,17.18140006
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.434426111,9.681859954,19.36371991
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,1,0.396942515,7.755560035,15.51112007
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.453678775,8.868500004,17.73700001
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.42833883,8.28518,16.57036
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,1,0.352363116,7.230979921,14.46195984
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,9,0.395955346,8.036559978,16.07311996
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,45,0.419557571,7.40689998,14.81379996
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.380889092,7.601619997,15.20323999
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.421661571,9.373059989,18.74611998
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.423609169,8.94793999,17.89587998
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.425465528,9.683780005,19.36756001
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.420217297,9.280180006,18.56036001
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.466052512,8.40806001,16.81612002
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,1,0.31169614,6.82596001,13.65192002
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.389544878,6.061280068,12.12256014
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.362816592,7.348680061,14.69736012
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,2,0.334807099,6.573820056,13.14764011
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,3,0.412309287,6.455639992,12.91127998
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.443564823,9.461480001,18.92296
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,5,0.347719022,7.225739961,14.45147992
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.425463585,9.164800014,18.32960003
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,100,1,0.342341744,6.974299908,13.94859982
V,50,0.0002,0,0,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.44442297,8.870800014,17.74160003
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,28,1000,0.188700002,1.59478,3.189560001
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,18,1000,0.237339998,1.794139996,3.588279993
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,62,1000,0.214946664,1.734539995,3.46907999
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,42,1000,0.201166668,1.65036,3.30072
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,42,1000,0.194140001,1.557280004,3.114560007
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,46,1000,0.230833332,1.691240003,3.382480006
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,16,1000,0.198426668,1.616679997,3.233359994
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,20,1000,0.216779995,1.814300001,3.628600002
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,32,1000,0.245859995,1.815400006,3.630800011
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,20,1000,0.23347333,1.850559998,3.701119997
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,34,1000,0.215293333,1.749919999,3.499839998
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,48,1000,0.235033334,1.700239997,3.400479993
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,16,1000,0.223499996,1.828799998,3.657599996
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,24,1000,0.245733331,1.767100003,3.534200006
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,18,1000,0.196833335,1.820340002,3.640680003
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,36,1000,0.269519999,1.847919998,3.695839996
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.188473334,1.721319997,3.442639995
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,26,1000,0.220546666,1.671259995,3.342519991
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,62,1000,0.213006666,1.65838,3.316759999
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,22,1000,0.195506666,1.796879996,3.593759992
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,26,1000,0.202613334,1.719660001,3.439320002
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,44,1000,0.210593334,1.725379999,3.450759998
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,24,1000,0.207266669,1.700520004,3.401040008
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,38,1000,0.20852,1.615120002,3.230240004
V,50,0.0002,0.2,10,20,30,1.50X,45,1.50X,20-30-45,12,1000,0.251373331,1.834519996,3.669039992
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.391585325,5.258960029,10.51792006
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,96,4,0.383187708,4.520619967,9.041239933
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,2,0.365729407,4.460839981,8.921679963
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,4,0.365000562,4.434779924,8.869559849
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,90,3,0.382319705,4.56689999,9.13379998
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.37892694,5.127619957,10.25523991
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.380382473,4.886999985,9.773999969
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.379681704,4.979420015,9.958840031
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.401052376,4.936360008,9.872720016
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,86,3,0.381925899,4.959640035,9.91928007
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,2,0.382660376,4.691740005,9.383480009
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,12,0.373301234,4.471739993,8.943479986
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.395997342,5.155700004,10.31140001
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,1,0.31682829,4.28626001,8.57252002
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,2,0.357721728,4.529120027,9.058240054
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.373334852,4.647739985,9.295479971
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,5,0.345070739,4.274360005,8.54872001
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.389857514,4.992080005,9.984160009
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,80,2,0.382839228,4.640840005,9.281680009
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.383847799,5.17054,10.34108
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,16,2,0.37835533,5.074440012,10.14888002
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.40409838,4.966599998,9.933199995
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,100,2,0.371624932,4.677699943,9.355399885
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,0,1000,0.379940185,5.124039982,10.24807996
V,50,0.0002,0.1,5,20,30,1.50X,45,1.50X,20-30-45,68,2,0.372400285,5.157540004,10.31508001
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,12,1000,0.913883665,28.05023998,56.10047997
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,55,1000,0.95745115,33.12206005,66.2441201
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.947747448,42.55037004,85.10074008
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,98,751,0.943239793,49.77516002,99.55032005
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,73,1000,0.951485335,50.88322032,101.7664406
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,2,1000,0.926395594,39.14520999,78.29041999
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,2,1000,0.949113616,76.65961994,153.3192399
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.955187384,73.86046978,147.7209396
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.949012197,54.48332012,108.9666402
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.915132393,41.91023001,83.82046001
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.942686766,83.12333996,166.2466799
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,28,1000,0.94273236,37.74425005,75.48850011
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,96,1000,0.934445523,62.32436929,124.6487386
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.938724202,44.39258997,88.78517994
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,99,1000,0.939033837,80.71549007,161.4309801
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,98,1000,0.900616883,60.880879,121.761758
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,0,1000,0.930712628,60.94055974,121.8811195
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,76,1000,0.96300165,48.89214997,97.78429995
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,21,1000,0.933493275,45.41236998,90.82473996
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,70,1000,0.947714135,43.30358005,86.6071601
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,28,1000,0.950928742,44.96503998,89.93007996
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,18,1000,0.939730146,35.26813002,70.53626005
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,68,1000,0.942608598,44.23645022,88.47290044
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,96,1000,0.944769815,67.88979983,135.7795997
M,100,0.0004,0,0,10,20,2X,30,1.50X,10-20-30,1,1000,0.929173787,63.24373001,126.48746
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.943565708,87.67451991,175.3490398
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.943557423,87.36418993,174.7283799
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,2,1,0.936587483,76.46736979,152.9347396
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,9,1,0.952614028,88.22453004,176.4490601
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,100,1,0.951408092,87.73169999,175.4634
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1,0.954706243,89.08280005,178.1656001
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.940708223,84.77950991,169.5590198
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.968806046,92.22570007,184.4514001
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,90,1000,0.937733809,73.90401059,147.8080212
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.92808716,82.30206999,164.60414
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,96,1000,0.909249795,79.39256116,158.7851223
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.94756371,87.87189014,175.7437803
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,15,1000,0.936950067,62.98290012,125.9658002
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.9607235,90.27940002,180.5588
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,8,1,0.918374451,76.59684,153.19368
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,2,1,0.939456873,83.89043004,167.7808601
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,79,1000,0.92788915,56.0277401,112.0554802
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.942571806,86.00523997,172.0104799
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.933195769,83.91286998,167.82574
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,91,1000,0.909163482,70.16852078,140.3370416
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,97,1000,0.922678185,78.88704966,157.7740993
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,100,1,0.938419033,82.62638008,165.2527602
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.962757592,90.75723009,181.5144602
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.936424395,77.50030005,155.0006001
M,100,0.0004,0.1,10,10,20,2X,30,1.50X,10-20-30,0,1000,0.949423449,86.24668009,172.4933602
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.955117755,89.02947003,178.0589401
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.931640016,84.28773,168.57546
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.943295072,58.2249597,116.4499194
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,2,1,0.960302012,90.46027018,180.9205404
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,100,415,0.921826542,71.39059959,142.7811992
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.947210387,74.7211701,149.4423402
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.937930034,84.08290994,168.1658199
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.927769368,68.99090975,137.9818195
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.949617358,87.78129004,175.5625801
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.947890886,85.45750993,170.9150199
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1,0.960485065,91.44437985,182.8887597
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.934227021,79.67109002,159.34218
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.943045816,86.70440979,173.4088196
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.931344778,84.59201989,169.1840398
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.961407125,90.61143006,181.2228601
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,95,1000,0.945482484,79.14188054,158.2837611
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.960333204,88.90038023,177.8007605
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.946263222,87.30574001,174.61148
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.947995176,65.12495997,130.2499199
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.948996462,86.00559014,172.0111803
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.96728651,92.19616008,184.3923202
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.921368318,74.66377012,149.3275402
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.913006818,80.08102971,160.1620594
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,89,1000,0.927141952,71.16477958,142.3295592
M,100,0.0004,0.2,20,10,20,2X,30,1.50X,10-20-30,2,1000,0.90593425,79.58280991,159.1656198
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,99.5,1000,0.887598284,125.7301695,251.460339
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,34,1000,0.905856757,49.79800493,99.59600985
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,7.5,1000,0.944050273,55.12579994,110.2515999
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,25.5,1000,0.928646194,40.87499002,81.74998003
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,61,1000,0.926416517,46.27830498,92.55660997
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,11,1000,0.932828359,48.90974002,97.81948003
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,65,1000,0.948553678,58.50409504,117.0081901
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,72.5,1000,0.931600385,59.78349536,119.5669907
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,91,1000,0.898130997,120.4824698,240.9649397
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,32.5,1000,0.932064241,36.05177998,72.10355996
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,10,1000,0.924693195,69.23266508,138.4653302
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,88,1000,0.912260367,102.1047996,204.2095992
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,89.5,1000,0.887117529,112.0365657,224.0731314
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,94.5,1000,0.890538117,99.53738932,199.0747786
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,100,749,0.894232544,120.7536187,241.5072373
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,8,1000,0.925896978,58.37451501,116.74903
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,32.5,1000,0.945382243,34.32313501,68.64627003
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,92,1000,0.899009832,121.8220204,243.6440409
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,55.5,1000,0.932015285,48.55637505,97.11275009
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,95,1000,0.918706268,118.2657202,236.5314405
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,4,1000,0.93112457,70.58896994,141.1779399
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,18.5,1000,0.919323292,72.63300998,145.26602
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,65.5,1000,0.927522364,54.05857505,108.1171501
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,92,1000,0.908003546,102.806402,205.612804
M,200,0.0008,0,0,10,20,2X,30,1.50X,10-20-30,12,1000,0.9156417,62.76645498,125.53291
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.93123931,115.195185,230.39037
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.963476072,156.1528599,312.3057199
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,47,1000,0.938826044,102.77921,205.55842
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.922481911,114.2231102,228.4462204
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,1.5,1000,0.920166041,136.9097503,273.8195006
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,75.5,1000,0.957575427,93.48937003,186.9787401
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,9.5,1000,0.950244972,78.97023511,157.9404702
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,77,1000,0.947297208,110.4666648,220.9333296
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.943583935,111.4714347,222.9428694
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.953578672,120.618565,241.2371299
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,2,1000,0.924696593,133.903995,267.8079901
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,7,1000,0.937891985,133.3812951,266.7625903
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.917788205,106.30956,212.6191199
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.950998668,105.55458,211.1091601
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,1.5,1000,0.941954274,119.4769952,238.9539903
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.932843447,147.7889753,295.5779505
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,93,1000,0.934068688,131.900825,263.8016499
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,15,1000,0.953385999,111.12391,222.24782
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.967552043,88.54404512,177.0880902
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,7,1000,0.946992988,141.8609102,283.7218203
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.953222854,171.04307,342.0861399
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,3.5,1000,0.913804369,155.1310799,310.2621598
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,0,1000,0.941821788,125.1058201,250.2116401
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,4.5,1000,0.939163678,119.5747503,239.1495005
M,200,0.0008,0.1,20,10,20,2X,30,1.50X,10-20-30,94,1000,0.954176903,146.2980848,292.5961697
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,89.5,1000,0.929876274,122.3557938,244.7115876
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,27.5,1000,0.941451417,96.40155974,192.8031195
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.953093629,157.0603301,314.1206603
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0.5,1000,0.953553266,152.0788549,304.1577098
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0.5,1000,0.944760835,117.2910348,234.5820696
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.940137071,71.52278006,143.0455601
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,1,1000,0.944210942,155.924825,311.84965
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.938882814,149.7381046,299.4762093
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.948172773,112.003455,224.00691
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,1,1000,0.924256922,146.5156149,293.0312299
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,5,1000,0.92047767,132.37398,264.7479601
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.93706194,160.5743751,321.1487502
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,3.5,1000,0.94826477,150.7542352,301.5084705
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,97,1000,0.893940374,144.9711389,289.9422779
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,94.5,1000,0.938258414,147.2993401,294.5986802
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.930247678,161.39702,322.7940399
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,2,1000,0.942588759,149.5198401,299.0396802
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,2,1000,0.94023001,75.70914491,151.4182898
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.937943568,151.9103301,303.8206602
M,200,0.0008,0.2,40,10,20,2X,30,1.50X,10-20-30,0,1000,0.943676605,143.7162753,287.4325507
