mod,nAg,rRep,rOr,rOrX,rAt,rAtX,trial,iso,cco,exp,cc,degIn,degOut,avgDeg,degTot,astk,dirOld,dir,iter,inf,sstk,fda
T7,50,10,15,1.50X,30,2X,0,1,3.43,-74.21,0.69,6.86,6.86,6.86,13.72,69,0.63,0.01,1770,0.08,230,0.32
T7,50,10,15,1.50X,30,2X,1,1,3.83,-26.64,0.74,6.86,6.86,6.86,13.72,68,0.85,0.02,1491,0.16,509,0.4
T7,50,10,15,1.50X,30,2X,10,1,2.11,-25.85,0.66,6.86,6.86,6.86,13.72,142,3.06,0.06,351,0.52,1649,0.66
T7,50,10,15,1.50X,30,2X,11,1,2.85,-4.73,0.66,6.86,6.86,6.86,13.72,50,1.05,0.02,1572,0.15,197,0.56
T7,50,10,15,1.50X,30,2X,12,1,3.36,-19.87,0.73,6.86,6.86,6.86,13.72,100,0.5,0.01,1550,0.17,344,0.2
T7,50,10,15,1.50X,30,2X,13,1,1.65,-80.31,0.6,6.86,6.86,6.86,13.72,293,1.91,0.04,0,0.79,0,0.24
T7,50,10,15,1.50X,30,2X,14,1,2.89,-49.88,0.71,6.86,6.86,6.86,13.72,147,3.77,0.08,78,0.46,208,0.72
T7,50,10,15,1.50X,30,2X,15,1,2.98,-80.16,0.68,6.86,6.86,6.86,13.72,145,1.23,0.02,1390,0.17,610,0.22
T7,50,10,15,1.50X,30,2X,16,1,3,-30.71,0.65,6.86,6.86,6.86,13.72,89,0.76,0.02,1739,0.08,261,0.32
T7,50,10,15,1.50X,30,2X,17,1,2.91,-12.96,0.69,6.86,6.86,6.86,13.72,242,2.54,0.05,717,0.33,947,0.4
T7,50,10,15,1.50X,30,2X,18,1,3.6,-39.69,0.73,6.86,6.86,6.86,13.72,62,1.35,0.03,1152,0.15,520,0.6
T7,50,10,15,1.50X,30,2X,19,1,3.13,22.16,0.7,6.86,6.86,6.86,13.72,123,2.1,0.04,859,0.27,716,0.54
T7,50,10,15,1.50X,30,2X,2,1,4,-5.97,0.74,6.86,6.86,6.86,13.72,89,0.85,0.02,1330,0.13,291,0.32
T7,50,10,15,1.50X,30,2X,20,1,2.17,-47.66,0.68,6.86,6.86,6.86,13.72,99,2.34,0.05,107,0.57,187,0.8
T7,50,10,15,1.50X,30,2X,21,1,1.97,-29.52,0.66,6.86,6.86,6.86,13.72,363,4,0.08,0,0.61,0,0.3
T7,50,10,15,1.50X,30,2X,22,1,3.4,-45.26,0.68,6.86,6.86,6.86,13.72,95,1.1,0.02,1544,0.1,435,0.24
T7,50,10,15,1.50X,30,2X,23,1,2.96,-38.35,0.69,6.86,6.86,6.86,13.72,54,0.58,0.01,1666,0.14,299,0.38
T7,50,10,15,1.50X,30,2X,24,1,2.27,-48.7,0.63,6.86,6.86,6.86,13.72,112,1.29,0.03,1205,0.25,795,0.24
T7,50,10,15,1.50X,30,2X,3,1,1.82,-85.42,0.66,6.86,6.86,6.86,13.72,81,2.28,0.05,0,0.73,0,0.84
T7,50,10,15,1.50X,30,2X,4,1,3.65,-13.83,0.72,6.86,6.86,6.86,13.72,82,1.57,0.03,1179,0.22,619,0.48
T7,50,10,15,1.50X,30,2X,5,1,3.46,-4.37,0.71,6.86,6.86,6.86,13.72,77,1.62,0.03,1545,0.13,404,0.46
T7,50,10,15,1.50X,30,2X,6,1,2.69,-79.3,0.62,6.86,6.86,6.86,13.72,56,0.93,0.02,1694,0.12,171,0.6
T7,50,10,15,1.50X,30,2X,7,1,2.42,-15.54,0.66,6.86,6.86,6.86,13.72,86,1.72,0.03,567,0.42,441,0.68
T7,50,10,15,1.50X,30,2X,8,1,2.57,-39.3,0.71,6.86,6.86,6.86,13.72,118,1.49,0.03,90,0.47,153,0.34
T7,50,10,15,1.50X,30,2X,9,1,2.49,-62.81,0.63,6.86,6.86,6.86,13.72,100,1.06,0.02,1517,0.11,436,0.4
T7,50,10,20,2X,30,1.50X,0,1,2.9,-56.78,0.67,6.86,6.86,6.86,13.72,248,1.24,0.02,1570,0.09,407,0.2
T7,50,10,20,2X,30,1.50X,1,1,3.54,10.76,0.68,6.86,6.86,6.86,13.72,174,1.22,0.02,1562,0.1,359,0.2
T7,50,10,20,2X,30,1.50X,10,1,3.7,-19.46,0.72,6.86,6.86,6.86,13.72,126,2.08,0.04,659,0.25,318,0.5
T7,50,10,20,2X,30,1.50X,11,1,3.89,-35.73,0.71,6.86,6.86,6.86,13.72,76,1.1,0.02,1290,0.13,296,0.34
T7,50,10,20,2X,30,1.50X,12,1,2.99,-23.1,0.68,6.86,6.86,6.86,13.72,123,1.17,0.02,764,0.32,1236,0.38
T7,50,10,20,2X,30,1.50X,13,1,2.31,-83.47,0.6,6.86,6.86,6.86,13.72,58,1.19,0.02,1440,0.18,514,0.4
T7,50,10,20,2X,30,1.50X,14,1,3.91,-38.1,0.75,6.86,6.86,6.86,13.72,75,1.78,0.04,1339,0.19,453,0.54
T7,50,10,20,2X,30,1.50X,15,1,2.91,6.89,0.68,6.86,6.86,6.86,13.72,70,2.48,0.05,344,0.39,461,0.72
T7,50,10,20,2X,30,1.50X,16,1,3.63,-8.07,0.7,6.86,6.86,6.86,13.72,55,1.4,0.03,1401,0.13,262,0.56
T7,50,10,20,2X,30,1.50X,17,1,1.36,-69.85,0.61,6.86,6.86,6.86,13.72,328,3.94,0.08,52,0.88,200,0.42
T7,50,10,20,2X,30,1.50X,18,1,2.26,-81.77,0.64,6.86,6.86,6.86,13.72,98,1.86,0.04,790,0.31,1210,0.6
T7,50,10,20,2X,30,1.50X,19,1,2.61,-17.44,0.62,6.86,6.86,6.86,13.72,86,1,0.02,1656,0.14,333,0.32
T7,50,10,20,2X,30,1.50X,2,1,3.16,-8.84,0.74,6.86,6.86,6.86,13.72,206,1.45,0.03,98,0.35,425,0.28
T7,50,10,20,2X,30,1.50X,20,1,2.42,-21.48,0.67,6.86,6.86,6.86,13.72,105,1.85,0.04,139,0.47,176,0.58
T7,50,10,20,2X,30,1.50X,21,1,2.59,-55.93,0.66,6.86,6.86,6.86,13.72,149,4.05,0.08,681,0.25,1319,0.46
T7,50,10,20,2X,30,1.50X,22,1,3.33,-25.21,0.74,6.86,6.86,6.86,13.72,96,2.02,0.04,655,0.27,1268,0.66
T7,50,10,20,2X,30,1.50X,23,1,2.41,-77.23,0.62,6.86,6.86,6.86,13.72,64,1.54,0.03,1153,0.29,615,0.64
T7,50,10,20,2X,30,1.50X,24,1,3.23,-34.85,0.69,6.86,6.86,6.86,13.72,70,1.58,0.03,866,0.15,1134,0.4
T7,50,10,20,2X,30,1.50X,3,1,2.59,-58.95,0.68,6.86,6.86,6.86,13.72,442,3.76,0.08,0,0.53,0,0.32
T7,50,10,20,2X,30,1.50X,4,1,2.14,-76.88,0.61,6.86,6.86,6.86,13.72,297,3.72,0.07,319,0.46,1001,0.38
T7,50,10,20,2X,30,1.50X,5,1,4.03,-46.13,0.72,6.86,6.86,6.86,13.72,60,1.21,0.02,1478,0.14,269,0.58
T7,50,10,20,2X,30,1.50X,6,1,2.84,-20.44,0.69,6.86,6.86,6.86,13.72,166,1.41,0.03,0,0.36,0,0.32
T7,50,10,20,2X,30,1.50X,7,1,2.78,-8.81,0.69,6.86,6.86,6.86,13.72,97,1.47,0.03,693,0.31,1298,0.54
T7,50,10,20,2X,30,1.50X,8,1,1.06,-81.24,0.57,6.86,6.86,6.86,13.72,120,1.68,0.03,116,0.92,294,0.52
T7,50,10,20,2X,30,1.50X,9,1,2.93,-0.97,0.69,6.86,6.86,6.86,13.72,67,1.09,0.02,1604,0.14,381,0.42
M,100,10,20,2X,40,2X,0,2.03,6.51,-81.71,0.78,29.01,29.01,29.01,58.03,84,0.72,0.01,1565,0.01,285,0.17
M,100,10,20,2X,40,2X,1,2.99,8.92,3.29,0.84,15.99,15.99,15.99,31.98,187,4.13,0.04,552,0.13,1391,0.34
M,100,10,20,2X,40,2X,10,1.84,8.9,11.24,0.85,14.78,14.78,14.78,29.56,115,4.23,0.04,866,0.09,728,0.59
M,100,10,20,2X,40,2X,11,2.41,9.37,-39.12,0.85,13.98,13.98,13.98,27.96,140,4.41,0.04,677,0.09,1236,0.32
M,100,10,20,2X,40,2X,12,2.44,8.51,-42.45,0.83,20.14,20.14,20.14,40.28,119,1.96,0.02,1265,0.06,503,0.25
M,100,10,20,2X,40,2X,13,3.3,6.84,-71.02,0.77,32.07,32.07,32.07,64.14,68,2.79,0.03,1294,0.11,572,0.54
M,100,10,20,2X,40,2X,14,2.37,8.03,-18.13,0.81,22.74,22.74,22.74,45.49,124,4.12,0.04,1137,0.08,537,0.42
M,100,10,20,2X,40,2X,15,2.03,8.01,-42.22,0.81,20.27,20.27,20.27,40.54,142,4.76,0.05,772,0.1,521,0.46
M,100,10,20,2X,40,2X,16,2.56,7.21,10.93,0.82,19.49,19.49,19.49,38.98,250,2.76,0.03,1073,0.04,927,0.17
M,100,10,20,2X,40,2X,17,1.94,9.04,-6.6,0.83,16.65,16.65,16.65,33.3,196,3.25,0.03,315,0.09,1513,0.29
M,100,10,20,2X,40,2X,18,2.99,9.47,-53.68,0.79,23.35,23.35,23.35,46.71,140,1.4,0.01,917,0.03,773,0.2
M,100,10,20,2X,40,2X,19,3.14,8.97,-16.18,0.77,22.96,22.96,22.96,45.92,79,3.42,0.03,1331,0.09,510,0.78
M,100,10,20,2X,40,2X,2,2.42,8.12,22.9,0.82,19.88,19.88,19.88,39.76,153,5.05,0.05,399,0.12,1088,0.52
M,100,10,20,2X,40,2X,20,3.63,9.52,-61,0.79,19.54,19.54,19.54,39.09,109,2.08,0.02,1144,0.08,420,0.26
M,100,10,20,2X,40,2X,21,2.44,8.02,12.62,0.85,16.84,16.84,16.84,33.69,257,3.22,0.03,1298,0.04,702,0.15
M,100,10,20,2X,40,2X,22,2.19,7.13,-46.33,0.82,20.75,20.75,20.75,41.5,171,7.19,0.07,386,0.23,516,0.61
M,100,10,20,2X,40,2X,23,1.61,7.18,-29.54,0.82,24.01,24.01,24.01,48.03,167,7.8,0.08,812,0.27,631,0.61
M,100,10,20,2X,40,2X,24,2.08,8.98,-18.87,0.83,18.93,18.93,18.93,37.86,72,4.13,0.04,982,0.1,455,0.82
M,100,10,20,2X,40,2X,3,2.18,9.94,-64.16,0.82,19.07,19.07,19.07,38.15,51,1.97,0.02,1596,0.08,243,0.47
M,100,10,20,2X,40,2X,4,2.8,8.31,0.12,0.84,18.19,18.19,18.19,36.37,96,4.88,0.05,760,0.15,699,0.71
M,100,10,20,2X,40,2X,5,1.85,7.69,-12.77,0.82,19.13,19.13,19.13,38.27,93,2.23,0.02,1150,0.05,508,0.33
M,100,10,20,2X,40,2X,6,1.47,7.47,-0.58,0.86,15.79,15.79,15.79,31.58,149,5.08,0.05,748,0.12,639,0.39
M,100,10,20,2X,40,2X,7,1.94,6.58,-74.7,0.81,24.61,24.61,24.61,49.22,94,4.99,0.05,569,0.24,516,0.86
M,100,10,20,2X,40,2X,8,1.8,6.77,-41.53,0.81,19.89,19.89,19.89,39.77,132,2.77,0.03,1076,0.07,855,0.24
M,100,10,20,2X,40,2X,9,2.33,9.48,27.08,0.83,16.01,16.01,16.01,32.02,107,1.78,0.02,1365,0.04,333,0.29
M,200,10,20,2X,40,2X,0,1.4,6.79,-11.75,0.8,31.79,31.79,31.79,63.57,97,4.52,0.02,1195,0.13,789,0.25
M,200,10,20,2X,40,2X,1,1.32,7.78,-15.9,0.81,25.67,25.67,25.67,51.35,121,13.15,0.07,0,0.17,0,0.59
M,200,10,20,2X,40,2X,10,1.61,8.16,0.37,0.8,25.68,25.68,25.68,51.37,125,3,0.02,1387,0.04,370,0.17
M,200,10,20,2X,40,2X,11,1.3,7.32,-4.92,0.81,29.31,29.31,29.31,58.63,177,12.7,0.06,47,0.17,388,0.48
M,200,10,20,2X,40,2X,12,1.21,6.59,-29.39,0.79,28.95,28.95,28.95,57.9,150,6.98,0.03,793,0.07,1124,0.31
M,200,10,20,2X,40,2X,13,1.31,5.95,-68.29,0.8,35.37,35.37,35.37,70.73,243,12.32,0.06,0,0.24,0,0.33
M,200,10,20,2X,40,2X,14,1.3,7.57,-50.98,0.8,33.99,33.99,33.99,67.98,111,7.49,0.04,1435,0.14,272,0.52
M,200,10,20,2X,40,2X,15,2.1,7.37,-71.86,0.78,38.03,38.03,38.03,76.07,166,13.12,0.07,190,0.28,1367,0.67
M,200,10,20,2X,40,2X,16,1.59,7.46,-23.62,0.81,26.25,26.25,26.25,52.51,159,8.72,0.04,811,0.19,1189,0.37
M,200,10,20,2X,40,2X,17,2.25,7.16,-80.46,0.8,30.14,30.14,30.14,60.29,75,3.95,0.02,905,0.09,849,0.45
M,200,10,20,2X,40,2X,18,1.37,7.9,5.49,0.83,21.98,21.98,21.98,43.96,112,10.09,0.05,405,0.14,1202,0.53
M,200,10,20,2X,40,2X,19,1.38,7.39,-13.55,0.8,28.99,28.99,28.99,57.97,133,5.68,0.03,5,0.08,801,0.4
M,200,10,20,2X,40,2X,2,1.44,7.36,-30.16,0.8,27.93,27.93,27.93,55.86,123,5.79,0.03,1069,0.1,600,0.36
M,200,10,20,2X,40,2X,20,1.29,6.88,-42.16,0.8,28.19,28.19,28.19,56.38,102,4.66,0.02,656,0.08,592,0.4
M,200,10,20,2X,40,2X,21,2.01,8.65,16.97,0.83,22.46,22.46,22.46,44.92,118,3.68,0.02,1258,0.06,742,0.18
M,200,10,20,2X,40,2X,22,1.54,6.84,-25.66,0.81,29.8,29.8,29.8,59.61,127,9.14,0.05,825,0.13,696,0.63
M,200,10,20,2X,40,2X,23,1.17,7.24,8.31,0.8,29.61,29.61,29.61,59.22,109,8.68,0.04,846,0.16,822,0.41
M,200,10,20,2X,40,2X,24,1.55,5.26,-75.31,0.77,39.24,39.24,39.24,78.47,86,3.25,0.02,888,0.12,981,0.3
M,200,10,20,2X,40,2X,3,1.43,7.12,-52.78,0.78,39.47,39.47,39.47,78.93,113,9.22,0.05,297,0.22,1038,0.42
M,200,10,20,2X,40,2X,4,1.44,7.19,-21.55,0.81,28.61,28.61,28.61,57.23,78,5.93,0.03,1057,0.13,823,0.6
M,200,10,20,2X,40,2X,5,1.36,6.11,-36.47,0.8,36.15,36.15,36.15,72.3,114,12.99,0.06,608,0.26,835,0.85
M,200,10,20,2X,40,2X,6,1.6,6.89,-29.62,0.8,32.49,32.49,32.49,64.98,119,1.91,0.01,66,0.05,325,0.15
M,200,10,20,2X,40,2X,7,1.54,6.08,-26.76,0.78,36.64,36.64,36.64,73.29,122,5.01,0.03,909,0.1,597,0.34
M,200,10,20,2X,40,2X,8,1.33,7.52,25.05,0.81,25.83,25.83,25.83,51.67,116,7.59,0.04,58,0.12,896,0.37
M,200,10,20,2X,40,2X,9,1.23,7.77,20.21,0.83,22.56,22.56,22.56,45.12,130,8.32,0.04,420,0.12,1291,0.4
M,50,10,20,2X,40,2X,0,3.03,8.34,-13.28,0.79,11.02,11.02,11.02,22.05,185,2.04,0.04,771,0.09,1103,0.34
M,50,10,20,2X,40,2X,1,2.55,8.43,-40.82,0.81,10.36,10.36,10.36,20.72,340,3.75,0.08,875,0.11,1125,0.26
M,50,10,20,2X,40,2X,10,2.72,7.07,-10.79,0.82,11.24,11.24,11.24,22.47,160,3.7,0.07,652,0.12,704,0.68
M,50,10,20,2X,40,2X,11,3.36,8.05,-5.37,0.78,10.76,10.76,10.76,21.53,263,5.8,0.12,81,0.19,1919,0.5
M,50,10,20,2X,40,2X,12,2.85,7.44,-73.72,0.8,15.12,15.12,15.12,30.25,520,1.04,0.02,0,0.02,0,0.08
M,50,10,20,2X,40,2X,13,3.13,8.43,-44.97,0.82,8.89,8.89,8.89,17.79,125,6.66,0.13,90,0.3,1660,0.84
M,50,10,20,2X,40,2X,14,2.46,7.88,4.21,0.83,9.78,9.78,9.78,19.55,248,1.37,0.03,376,0.05,1095,0.22
M,50,10,20,2X,40,2X,15,2.31,6.78,-34.47,0.82,10.48,10.48,10.48,20.95,204,5.52,0.11,23,0.21,1977,0.74
M,50,10,20,2X,40,2X,16,3.11,6.95,-8.03,0.82,11.85,11.85,11.85,23.7,186,5.31,0.11,329,0.25,1187,0.56
M,50,10,20,2X,40,2X,17,1.86,6.85,14.83,0.85,9.8,9.8,9.8,19.6,312,3.75,0.08,870,0.11,986,0.26
M,50,10,20,2X,40,2X,18,4.06,8.09,-62.9,0.73,16.08,16.08,16.08,32.16,135,1.9,0.04,1286,0.06,714,0.36
M,50,10,20,2X,40,2X,19,2.32,7.49,-62.42,0.81,12.95,12.95,12.95,25.91,408,3.48,0.07,60,0.1,0,0.16
M,50,10,20,2X,40,2X,2,2.73,8.55,-39.15,0.82,8.62,8.62,8.62,17.25,320,6.09,0.12,161,0.18,626,0.52
M,50,10,20,2X,40,2X,20,2.22,6.25,-80.01,0.79,14.2,14.2,14.2,28.41,103,1.03,0.02,688,0.05,78,0.4
M,50,10,20,2X,40,2X,21,2.46,6.74,-62.65,0.83,11.47,11.47,11.47,22.95,164,3.7,0.07,396,0.14,1604,0.58
M,50,10,20,2X,40,2X,22,3.42,7.3,-64.91,0.75,12.17,12.17,12.17,24.34,312,4.84,0.1,0,0.26,0,0.24
M,50,10,20,2X,40,2X,23,3.23,6.7,-46.24,0.77,16.19,16.19,16.19,32.37,181,1.81,0.04,1274,0.09,705,0.28
M,50,10,20,2X,40,2X,24,1.97,7.56,-40.11,0.8,10,10,10,20,347,5.74,0.11,538,0.15,1462,0.34
M,50,10,20,2X,40,2X,3,3.51,8.69,-28.25,0.81,8.94,8.94,8.94,17.89,246,6.89,0.14,324,0.2,1311,0.54
M,50,10,20,2X,40,2X,4,3.25,9.33,-11.27,0.79,9.43,9.43,9.43,18.86,327,1.47,0.03,657,0.03,902,0.18
M,50,10,20,2X,40,2X,5,2.19,8.03,-15.24,0.85,9.06,9.06,9.06,18.13,333,1.33,0.03,1346,0.03,654,0.16
M,50,10,20,2X,40,2X,6,3.8,7.71,-33.34,0.76,15.03,15.03,15.03,30.05,159,6.14,0.12,278,0.21,323,0.76
M,50,10,20,2X,40,2X,7,2.92,7.64,-5.59,0.83,10.69,10.69,10.69,21.39,199,3.69,0.07,1159,0.1,729,0.6
M,50,10,20,2X,40,2X,8,2.87,7.99,1.87,0.87,7.99,7.99,7.99,15.97,255,1.79,0.04,1065,0.05,935,0.18
M,50,10,20,2X,40,2X,9,2.61,6.96,-86.16,0.75,15.37,15.37,15.37,30.74,116,1.92,0.04,1137,0.07,863,0.66
V,100,10,20,2X,40,2X,0,1.06,2.43,-81.87,0.37,11.41,11.41,11.41,22.83,7,8.92,0.09,733,0.63,844,0.99
V,100,10,20,2X,40,2X,1,1.06,2.12,-72.9,0.38,11.2,11.2,11.2,22.4,6,10.6,0.11,117,0.93,1358,0.99
V,100,10,20,2X,40,2X,10,1.06,2.16,-77.11,0.37,11.13,11.13,11.13,22.26,6,9.45,0.09,31,0.97,1618,0.99
V,100,10,20,2X,40,2X,11,1.07,2.17,-79.26,0.37,11.35,11.35,11.35,22.7,9,11.59,0.12,194,0.89,645,0.99
V,100,10,20,2X,40,2X,12,1.15,2.19,-81.1,0.38,11.23,11.23,11.23,22.46,5,7.5,0.08,0,0.98,0,0.99
V,100,10,20,2X,40,2X,13,1.01,2.02,-73.74,0.38,10.98,10.98,10.98,21.97,6,9.76,0.1,0,0.98,0,0.98
V,100,10,20,2X,40,2X,14,1.34,2.37,-75.26,0.39,10.61,10.61,10.61,21.23,5,9.18,0.09,1,0.97,1526,0.98
V,100,10,20,2X,40,2X,15,1.04,2.06,-84.02,0.38,10.86,10.86,10.86,21.72,6,9.65,0.1,43,0.97,1334,0.99
V,100,10,20,2X,40,2X,16,1.04,2.14,-78.23,0.38,11.16,11.16,11.16,22.31,7,10.03,0.1,209,0.89,1096,0.99
V,100,10,20,2X,40,2X,17,1.11,2.13,-78.33,0.38,11.15,11.15,11.15,22.3,6,8.75,0.09,1,0.97,754,0.99
V,100,10,20,2X,40,2X,18,1.1,2.2,-77.63,0.38,11.09,11.09,11.09,22.18,5,8.78,0.09,210,0.89,1020,0.99
V,100,10,20,2X,40,2X,19,1.13,2.23,-81.28,0.37,11.16,11.16,11.16,22.32,7,11.3,0.11,183,0.9,1279,0.99
V,100,10,20,2X,40,2X,2,1.11,2.11,-43.28,0.39,10.18,10.18,10.18,20.36,4,8.66,0.09,0,0.99,0,0.99
V,100,10,20,2X,40,2X,20,1.12,2.21,-82.43,0.38,11.27,11.27,11.27,22.54,7,9.21,0.09,121,0.9,1063,0.99
V,100,10,20,2X,40,2X,21,1,2.13,-72.25,0.37,11.19,11.19,11.19,22.38,6,10.75,0.11,239,0.87,909,0.99
V,100,10,20,2X,40,2X,22,1.15,2.34,-79.5,0.38,11.15,11.15,11.15,22.29,7,9.06,0.09,384,0.8,565,0.99
V,100,10,20,2X,40,2X,23,1.3,2.39,-78.31,0.38,11.08,11.08,11.08,22.16,7,9.1,0.09,12,0.92,945,0.99
V,100,10,20,2X,40,2X,24,1.06,2.06,-78.54,0.38,11.01,11.01,11.01,22.01,5,9.46,0.09,0,0.99,0,0.99
V,100,10,20,2X,40,2X,3,1.06,2.11,-84.62,0.37,11.31,11.31,11.31,22.61,8,12.86,0.13,103,0.94,706,0.99
V,100,10,20,2X,40,2X,4,1.31,2.42,-81.76,0.38,11.21,11.21,11.21,22.42,6,7.28,0.07,0,0.95,0,0.99
V,100,10,20,2X,40,2X,5,1.06,2.13,-83.62,0.37,11.14,11.14,11.14,22.27,6,10.06,0.1,0,0.93,0,0.98
V,100,10,20,2X,40,2X,6,1.01,2.03,-79.84,0.38,11.24,11.24,11.24,22.49,4,7.51,0.08,40,0.97,1448,0.99
V,100,10,20,2X,40,2X,7,1.07,2.27,-79.9,0.38,11.22,11.22,11.22,22.45,6,9.3,0.09,384,0.8,1055,0.99
V,100,10,20,2X,40,2X,8,1.12,2.15,-83.32,0.38,10.82,10.82,10.82,21.65,6,10.34,0.1,65,0.96,922,0.99
V,100,10,20,2X,40,2X,9,1.07,2.15,-77.27,0.38,11.17,11.17,11.17,22.34,6,9.96,0.1,174,0.9,1131,0.99
V,200,10,20,2X,40,2X,0,1.08,2.08,-75.35,0.36,12.34,12.34,12.34,24.67,4,8.61,0.04,0,1,0,0.93
V,200,10,20,2X,40,2X,1,1.12,2.12,-74.74,0.36,12.39,12.39,12.39,24.79,4,8.98,0.04,0,1,0,0.99
V,200,10,20,2X,40,2X,10,1.19,2.2,-61.19,0.35,12.39,12.39,12.39,24.77,5,11.17,0.06,0,0.99,0,0.93
V,200,10,20,2X,40,2X,11,1,2,-74.17,0.36,12.36,12.36,12.36,24.71,6,12.4,0.06,1,0.99,1165,1
V,200,10,20,2X,40,2X,12,1.01,2.01,-71.33,0.36,12.4,12.4,12.4,24.8,6,12.74,0.06,0,1,0,0.93
V,200,10,20,2X,40,2X,13,1,2,-73.02,0.35,12.35,12.35,12.35,24.7,6,12.4,0.06,0,1,0,0.98
V,200,10,20,2X,40,2X,14,1.01,2.07,-78.02,0.36,12.38,12.38,12.38,24.76,8,13.08,0.07,126,0.93,668,0.96
V,200,10,20,2X,40,2X,15,1.21,2.21,-45.28,0.36,12.25,12.25,12.25,24.5,5,9.45,0.05,0,1,0,0.98
V,200,10,20,2X,40,2X,16,1.01,2.01,-40.17,0.37,12.11,12.11,12.11,24.21,5,11.39,0.06,0,1,0,0.97
V,200,10,20,2X,40,2X,17,1.01,2.03,-56.42,0.36,12.26,12.26,12.26,24.52,6,10.82,0.05,21,0.97,1499,0.94
V,200,10,20,2X,40,2X,18,1.07,2.18,-70.9,0.36,12.24,12.24,12.24,24.48,6,10.74,0.05,209,0.89,766,0.92
V,200,10,20,2X,40,2X,19,1.22,2.24,-75.58,0.35,12.45,12.45,12.45,24.9,6,12.3,0.06,36,0.98,412,1
V,200,10,20,2X,40,2X,2,1.1,2.11,-73.33,0.37,12,12,12,24,5,12.18,0.06,6,0.99,1694,0.99
V,200,10,20,2X,40,2X,20,1.06,2.09,-76.6,0.35,12.41,12.41,12.41,24.81,7,15.87,0.08,60,0.97,1666,0.98
V,200,10,20,2X,40,2X,21,1,2.12,-73.55,0.36,12.51,12.51,12.51,25.01,8,13.79,0.07,196,0.88,563,0.99
V,200,10,20,2X,40,2X,22,1,2,-57.14,0.35,12.39,12.39,12.39,24.78,5,11.07,0.06,0,1,0,0.99
V,200,10,20,2X,40,2X,23,1.06,2.1,-76.19,0.36,12.28,12.28,12.28,24.55,6,13,0.07,89,0.95,1604,1
V,200,10,20,2X,40,2X,24,1.15,2.39,-76.56,0.35,12.55,12.55,12.55,25.11,6,9.28,0.05,345,0.77,713,1
V,200,10,20,2X,40,2X,3,1.25,2.29,-75.38,0.36,12.41,12.41,12.41,24.82,5,10.71,0.05,0,0.97,0,0.99
V,200,10,20,2X,40,2X,4,1.03,2.03,-76.34,0.36,12.26,12.26,12.26,24.51,6,10.9,0.05,0,0.99,0,1
V,200,10,20,2X,40,2X,5,1.13,2.13,-73.43,0.35,12.47,12.47,12.47,24.95,5,9.35,0.05,0,1,0,0.99
V,200,10,20,2X,40,2X,6,1.16,2.19,-76.37,0.36,12.36,12.36,12.36,24.72,6,13.82,0.07,50,0.97,453,0.99
V,200,10,20,2X,40,2X,7,1.03,2.15,-76.52,0.37,12.23,12.23,12.23,24.46,7,10.47,0.05,235,0.88,1506,0.99
V,200,10,20,2X,40,2X,8,1.2,2.23,-71.76,0.36,12.38,12.38,12.38,24.77,5,9.38,0.05,0,0.97,0,0.88
V,200,10,20,2X,40,2X,9,1,2.03,-72.65,0.36,12.34,12.34,12.34,24.69,6,11.32,0.06,65,0.96,727,0.98
V,50,10,20,2X,40,2X,0,1.07,2.14,-84.69,0.4,9.18,9.18,9.18,18.36,7,7.6,0.15,102,0.91,611,0.98
V,50,10,20,2X,40,2X,1,1.18,2.38,-83.39,0.4,9.21,9.21,9.21,18.42,8,7.51,0.15,385,0.79,541,0.98
V,50,10,20,2X,40,2X,10,1.09,2.35,-87.62,0.41,9.25,9.25,9.25,18.5,8,8.95,0.18,235,0.8,610,0.98
V,50,10,20,2X,40,2X,11,1.1,2.11,-78.44,0.4,9.7,9.7,9.7,19.4,7,9.07,0.18,4,0.98,626,0.98
V,50,10,20,2X,40,2X,12,1.09,2.16,-76.5,0.4,9.35,9.35,9.35,18.7,7,6.8,0.14,91,0.91,648,0.98
V,50,10,20,2X,40,2X,13,1.08,2.17,-85.41,0.4,9.37,9.37,9.37,18.73,9,8.15,0.16,190,0.89,753,0.98
V,50,10,20,2X,40,2X,14,1.02,2.18,-84.66,0.4,9.52,9.52,9.52,19.05,8,7.98,0.16,319,0.82,541,0.98
V,50,10,20,2X,40,2X,15,1.07,2.14,-85.88,0.39,9.44,9.44,9.44,18.87,8,8.21,0.16,136,0.91,586,0.98
V,50,10,20,2X,40,2X,16,1.15,2.24,-81.81,0.4,9.61,9.61,9.61,19.22,8,9.41,0.19,187,0.89,1180,0.98
V,50,10,20,2X,40,2X,17,1.12,2.16,-83.55,0.4,9.3,9.3,9.3,18.61,7,8.97,0.18,83,0.94,1336,0.98
V,50,10,20,2X,40,2X,18,1.13,2.19,-83.46,0.39,9.41,9.41,9.41,18.81,7,8.55,0.17,129,0.92,917,0.98
V,50,10,20,2X,40,2X,19,1.23,2.4,-80.85,0.41,9.25,9.25,9.25,18.5,7,7.75,0.16,154,0.9,1846,0.98
V,50,10,20,2X,40,2X,2,1.01,2.01,-84.83,0.4,9.37,9.37,9.37,18.74,6,7.69,0.15,0,0.98,0,0.98
V,50,10,20,2X,40,2X,20,1.04,2.15,-87.65,0.39,9.37,9.37,9.37,18.74,6,7.63,0.15,223,0.87,659,0.98
