mod,nAg,rRep,rOr,rOrX,rAt,rAtX,trial,iso,cco,exp,cc,degIn,degOut,avgDeg,degTot,astk,dirOld,dir,iter,inf,sstk,fda
T7,50,10,20,2X,40,2X,8,1,2.82,-74.16,0.69,6.86,6.86,6.86,13.72,195,2.35,0.05,0,0.5,0,0.2
T7,50,10,20,2X,40,2X,9,1,3.34,-53.8,0.71,6.86,6.86,6.86,13.72,74,1.84,0.04,1284,0.17,527,0.7
M,100,20,30,1.50X,45,1.50X,0,1.35,4.83,-56.07,0.67,11.56,11.56,11.56,23.11,153,6.07,0.06,552,0.37,763,0.53
M,100,20,30,1.50X,45,1.50X,1,1.57,4.84,-38.41,0.66,11.95,11.95,11.95,23.9,135,4.61,0.05,0,0.24,0,0.61
M,100,20,30,1.50X,45,1.50X,10,1.62,6.25,-17.83,0.7,9.12,9.12,9.12,18.24,102,3.76,0.04,613,0.21,704,0.57
M,100,20,30,1.50X,45,1.50X,11,2.66,6.09,-42.53,0.64,13.33,13.33,13.33,26.66,107,4.72,0.05,662,0.38,1318,0.56
M,100,20,30,1.50X,45,1.50X,12,1.95,5.8,-44.4,0.66,10.42,10.42,10.42,20.83,107,2.57,0.03,1287,0.12,613,0.48
M,100,20,30,1.50X,45,1.50X,13,3.01,5.45,-36.67,0.63,11.65,11.65,11.65,23.29,137,5.76,0.06,0,0.38,0,0.59
M,100,20,30,1.50X,45,1.50X,14,1.25,4.63,-34.95,0.67,12.9,12.9,12.9,25.81,101,5.21,0.05,65,0.28,1539,0.76
M,100,20,30,1.50X,45,1.50X,15,1.6,5.2,-63.49,0.67,10.76,10.76,10.76,21.51,109,8.51,0.09,276,0.4,1365,0.86
M,100,20,30,1.50X,45,1.50X,16,1.46,4.59,-21.04,0.67,11.73,11.73,11.73,23.45,209,4.6,0.05,46,0.17,57,0.27
M,100,20,30,1.50X,45,1.50X,17,2.26,5.78,-53.2,0.64,15.63,15.63,15.63,31.26,149,2.32,0.02,102,0.11,998,0.25
M,100,20,30,1.50X,45,1.50X,18,1.2,4.39,-36.17,0.66,11.03,11.03,11.03,22.07,106,4.52,0.05,123,0.26,1389,0.55
M,100,20,30,1.50X,45,1.50X,19,2.02,5.9,-34.29,0.65,14.06,14.06,14.06,28.12,88,5.27,0.05,16,0.25,0,0.73
M,100,20,30,1.50X,45,1.50X,2,1.36,4.32,-21.85,0.66,13.13,13.13,13.13,26.26,112,7.99,0.08,685,0.39,645,0.87
M,100,20,30,1.50X,45,1.50X,20,2.88,7.1,2.32,0.66,10.68,10.68,10.68,21.37,90,5.23,0.05,195,0.31,1140,0.77
M,100,20,30,1.50X,45,1.50X,21,2.23,6.35,2.31,0.66,9.3,9.3,9.3,18.59,155,3.12,0.03,226,0.21,793,0.27
M,100,20,30,1.50X,45,1.50X,22,1.44,4.5,-66.58,0.65,11.67,11.67,11.67,23.34,166,2.58,0.03,0,0.19,0,0.25
M,100,20,30,1.50X,45,1.50X,23,1.97,4.71,-36.22,0.65,11.22,11.22,11.22,22.45,101,5.7,0.06,105,0.44,369,0.6
M,100,20,30,1.50X,45,1.50X,24,2.3,5.96,-27.56,0.67,12.82,12.82,12.82,25.64,103,6.96,0.07,0,0.39,0,0.75
M,100,20,30,1.50X,45,1.50X,3,1.6,5.7,-42,0.68,14.4,14.4,14.4,28.81,135,5.22,0.05,21,0.23,1028,0.67
M,100,20,30,1.50X,45,1.50X,4,2.47,6.42,-59.41,0.65,11.14,11.14,11.14,22.27,117,5.13,0.05,585,0.25,1365,0.49
M,100,20,30,1.50X,45,1.50X,5,1.55,4.53,-49.82,0.65,13.09,13.09,13.09,26.18,133,4.34,0.04,248,0.39,826,0.43
M,100,20,30,1.50X,45,1.50X,6,2.59,6.33,-66.03,0.65,12.21,12.21,12.21,24.41,102,5.48,0.05,0,0.31,0,0.64
M,100,20,30,1.50X,45,1.50X,7,1.38,5.18,-22,0.68,11.22,11.22,11.22,22.45,80,2.99,0.03,867,0.2,470,0.66
M,100,20,30,1.50X,45,1.50X,8,1.46,3.86,-60.76,0.65,13.86,13.86,13.86,27.72,120,9.62,0.1,104,0.55,962,0.85
M,100,20,30,1.50X,45,1.50X,9,2.14,5.92,-15.96,0.68,10.99,10.99,10.99,21.98,92,5.65,0.06,448,0.32,1322,0.73
M,200,20,30,1.50X,45,1.50X,0,1.25,4.62,-2.93,0.67,19.04,19.04,19.04,38.07,164,6.67,0.03,553,0.32,1447,0.33
M,200,20,30,1.50X,45,1.50X,1,1.47,3.03,-27.04,0.63,18.26,18.26,18.26,36.53,90,6.09,0.03,304,0.37,428,0.48
M,200,20,30,1.50X,45,1.50X,10,1.23,4.47,-51.24,0.65,15.21,15.21,15.21,30.42,81,4.86,0.02,0,0.33,0,0.42
M,200,20,30,1.50X,45,1.50X,11,1.18,3.41,-58.3,0.64,20.03,20.03,20.03,40.06,108,7.59,0.04,446,0.48,946,0.53
M,200,20,30,1.50X,45,1.50X,12,1.17,3.1,-53.81,0.65,19.7,19.7,19.7,39.41,108,11.04,0.06,127,0.42,1086,0.62
M,200,20,30,1.50X,45,1.50X,13,1.61,3.57,-39.14,0.65,16.97,16.97,16.97,33.95,120,6.49,0.03,10,0.48,0,0.42
M,200,20,30,1.50X,45,1.50X,14,1.27,4.6,17.87,0.66,13.8,13.8,13.8,27.6,87,6.78,0.03,680,0.22,732,0.48
M,200,20,30,1.50X,45,1.50X,15,1.15,3.3,-54.53,0.65,16.96,16.96,16.96,33.93,127,9.14,0.05,143,0.41,1857,0.6
M,200,20,30,1.50X,45,1.50X,16,1.18,3.73,-31,0.64,16.05,16.05,16.05,32.09,106,6.71,0.03,0,0.38,0,0.5
M,200,20,30,1.50X,45,1.50X,17,1.13,4.34,-19.01,0.64,15.19,15.19,15.19,30.38,79,9.33,0.05,447,0.52,707,0.86
M,200,20,30,1.50X,45,1.50X,18,1.58,3.96,-42,0.65,23.94,23.94,23.94,47.87,102,5.34,0.03,282,0.37,1718,0.47
M,200,20,30,1.50X,45,1.50X,19,1.22,3.46,-47.34,0.66,24.93,24.93,24.93,49.87,82,5.87,0.03,0,0.28,0,0.6
M,200,20,30,1.50X,45,1.50X,2,1.13,4.82,-14.4,0.66,13.87,13.87,13.87,27.74,86,6.8,0.03,123,0.37,1057,0.56
M,200,20,30,1.50X,45,1.50X,20,1.51,3.4,1.11,0.65,15.81,15.81,15.81,31.62,109,11.14,0.06,0,0.49,0,0.74
M,200,20,30,1.50X,45,1.50X,21,1.56,3.93,-43.59,0.66,19.91,19.91,19.91,39.81,117,13.91,0.07,0,0.63,0,0.64
M,200,20,30,1.50X,45,1.50X,22,1.06,2.99,5.06,0.65,15.8,15.8,15.8,31.6,140,6.51,0.03,0,0.36,0,0.4
M,200,20,30,1.50X,45,1.50X,23,1.05,3.54,-17.2,0.65,18.7,18.7,18.7,37.4,126,11.73,0.06,0,0.56,0,0.6
M,200,20,30,1.50X,45,1.50X,24,1.48,3.86,-1.37,0.64,14.08,14.08,14.08,28.16,105,11.13,0.06,163,0.43,1802,0.73
M,200,20,30,1.50X,45,1.50X,3,1.88,3.89,-10.49,0.64,14.57,14.57,14.57,29.13,111,8.84,0.04,140,0.39,1291,0.41
M,200,20,30,1.50X,45,1.50X,4,1.16,3.07,-23.13,0.64,15.71,15.71,15.71,31.43,64,5.06,0.03,567,0.35,483,0.7
M,200,20,30,1.50X,45,1.50X,5,1.3,2.66,-53.79,0.64,19.17,19.17,19.17,38.34,96,10.24,0.05,439,0.48,694,0.63
M,200,20,30,1.50X,45,1.50X,6,1.16,3.22,-62.62,0.65,22.49,22.49,22.49,44.97,71,10.28,0.05,356,0.48,816,0.74
M,200,20,30,1.50X,45,1.50X,7,1.49,3.65,-38.72,0.65,18.33,18.33,18.33,36.66,142,2.56,0.01,1419,0.2,581,0.18
M,200,20,30,1.50X,45,1.50X,8,1.37,2.89,-41.78,0.64,19.32,19.32,19.32,38.63,87,8.03,0.04,0,0.48,0,0.68
M,200,20,30,1.50X,45,1.50X,9,1.29,3.98,-36.35,0.67,17.81,17.81,17.81,35.62,80,8.98,0.04,157,0.4,1102,0.76
M,50,20,30,1.50X,45,1.50X,0,2.68,5.82,-49.71,0.68,8.38,8.38,8.38,16.76,151,2.27,0.05,692,0.14,1264,0.5
M,50,20,30,1.50X,45,1.50X,1,3.21,7.13,-42.28,0.65,6.76,6.76,6.76,13.53,202,3.64,0.07,95,0.26,0,0.58
M,50,20,30,1.50X,45,1.50X,10,2.54,5,-58.74,0.64,9.35,9.35,9.35,18.7,129,5.26,0.11,108,0.49,1892,0.74
M,50,20,30,1.50X,45,1.50X,11,1.93,5.14,-73.89,0.69,9.43,9.43,9.43,18.86,220,2.1,0.04,933,0.08,1043,0.22
M,50,20,30,1.50X,45,1.50X,12,3,7.45,-64.54,0.7,6.65,6.65,6.65,13.29,57,0.69,0.01,1717,0.05,225,0.42
M,50,20,30,1.50X,45,1.50X,13,1.9,5.77,-3.68,0.69,7.29,7.29,7.29,14.58,127,1.21,0.02,1071,0.09,738,0.34
M,50,20,30,1.50X,45,1.50X,14,1.83,5.38,-66.82,0.66,8.77,8.77,8.77,17.55,183,3.57,0.07,132,0.15,500,0.42
M,50,20,30,1.50X,45,1.50X,15,2.27,6.81,-15.93,0.69,6.41,6.41,6.41,12.82,111,1.73,0.03,1012,0.13,604,0.52
M,50,20,30,1.50X,45,1.50X,16,2.08,5.04,-24.94,0.65,8.41,8.41,8.41,16.82,136,4.9,0.1,446,0.33,613,0.68
M,50,20,30,1.50X,45,1.50X,17,3.03,6.49,-47.05,0.65,6.84,6.84,6.84,13.69,127,2.81,0.06,50,0.22,1544,0.68
M,50,20,30,1.50X,45,1.50X,18,2.64,6.18,-18.28,0.67,7.64,7.64,7.64,15.29,170,2.99,0.06,270,0.28,911,0.64
M,50,20,30,1.50X,45,1.50X,19,1.97,6.04,-31.17,0.66,6.51,6.51,6.51,13.02,130,3.39,0.07,283,0.32,0,0.56
M,50,20,30,1.50X,45,1.50X,2,1.66,5.38,-74.75,0.7,7.67,7.67,7.67,15.33,114,2.17,0.04,1049,0.19,745,0.52
M,50,20,30,1.50X,45,1.50X,20,1.96,6.58,-56.4,0.68,8.05,8.05,8.05,16.1,139,3.63,0.07,680,0.17,1250,0.72
M,50,20,30,1.50X,45,1.50X,21,1.6,5.73,-21.88,0.65,7.32,7.32,7.32,14.65,126,2.54,0.05,384,0.14,783,0.64
M,50,20,30,1.50X,45,1.50X,22,2.13,5.73,-15.35,0.67,7.23,7.23,7.23,14.45,242,2.91,0.06,76,0.26,1924,0.32
M,50,20,30,1.50X,45,1.50X,23,2.68,6.67,-42.99,0.67,7.15,7.15,7.15,14.29,143,3.45,0.07,544,0.17,674,0.7
M,50,20,30,1.50X,45,1.50X,24,2.96,7.61,-11.85,0.68,6.27,6.27,6.27,12.53,179,2.07,0.04,194,0.09,1063,0.22
M,50,20,30,1.50X,45,1.50X,3,2.2,6.53,-4.68,0.7,6.52,6.52,6.52,13.03,194,3.8,0.08,60,0.18,0,0.46
M,50,20,30,1.50X,45,1.50X,4,2.05,5.2,-24.81,0.67,7.69,7.69,7.69,15.38,183,3.11,0.06,0,0.2,0,0.5
M,50,20,30,1.50X,45,1.50X,5,2.22,6.71,-60.34,0.68,7.49,7.49,7.49,14.99,97,3.69,0.07,650,0.31,272,0.82
M,50,20,30,1.50X,45,1.50X,6,3.06,6.47,-53.03,0.66,7.13,7.13,7.13,14.26,146,4.98,0.1,0,0.27,0,0.82
M,50,20,30,1.50X,45,1.50X,7,2.37,5.92,-2.15,0.67,6.9,6.9,6.9,13.79,141,2.83,0.06,349,0.15,1080,0.68
M,50,20,30,1.50X,45,1.50X,8,1.55,4.9,-74.09,0.66,9.47,9.47,9.47,18.94,135,1.55,0.03,1153,0.1,568,0.4
M,50,20,30,1.50X,45,1.50X,9,2.55,6.11,-43.17,0.68,7.85,7.85,7.85,15.7,127,5.1,0.1,477,0.38,730,0.82
V,100,20,30,1.50X,45,1.50X,0,1.15,2.18,-64.3,0.38,11.26,11.26,11.26,22.53,6,8.44,0.08,0,0.97,0,0.99
V,100,20,30,1.50X,45,1.50X,1,1.09,2.1,-68.23,0.38,11.13,11.13,11.13,22.27,8,12.21,0.12,6,0.99,1859,0.99
V,100,20,30,1.50X,45,1.50X,10,1.06,2.08,-67.9,0.38,11.24,11.24,11.24,22.47,7,9.84,0.1,44,0.97,1448,0.99
V,100,20,30,1.50X,45,1.50X,11,1.03,2.04,-62.23,0.37,11.28,11.28,11.28,22.57,6,10.47,0.1,7,0.99,509,0.99
V,100,20,30,1.50X,45,1.50X,12,1.13,2.13,-67.49,0.38,11.38,11.38,11.38,22.77,5,8.39,0.08,0,0.99,0,0.99
V,100,20,30,1.50X,45,1.50X,13,1,2.04,-60.54,0.38,11.28,11.28,11.28,22.55,7,9.3,0.09,61,0.96,1253,0.99
V,100,20,30,1.50X,45,1.50X,14,1.09,2.09,-68.59,0.38,11.46,11.46,11.46,22.93,6,9.76,0.1,1,0.99,1950,0.99
V,100,20,30,1.50X,45,1.50X,15,1.02,2.03,-68.45,0.38,11.44,11.44,11.44,22.87,7,9.34,0.09,33,0.97,1696,0.99
V,100,20,30,1.50X,45,1.50X,16,1.03,2.2,-64.99,0.38,11.24,11.24,11.24,22.47,7,8.27,0.08,333,0.83,547,0.99
V,100,20,30,1.50X,45,1.50X,17,1.09,2.1,-63.51,0.38,11.28,11.28,11.28,22.56,6,9.76,0.1,1,0.99,1129,0.99
V,100,20,30,1.50X,45,1.50X,18,1.05,2.05,-63.68,0.38,11.21,11.21,11.21,22.42,8,10.04,0.1,0,0.99,0,0.99
V,100,20,30,1.50X,45,1.50X,19,1.01,2.13,-59.3,0.39,11.38,11.38,11.38,22.75,6,9.03,0.09,237,0.87,883,0.99
V,100,20,30,1.50X,45,1.50X,2,1.05,2.05,-66.67,0.38,11.41,11.41,11.41,22.82,6,7.85,0.08,0,0.99,0,0.94
V,100,20,30,1.50X,45,1.50X,20,1.12,2.25,-69.51,0.37,11.44,11.44,11.44,22.88,6,8.73,0.09,254,0.86,1012,0.99
V,100,20,30,1.50X,45,1.50X,21,1.02,2.02,-67.65,0.38,10.98,10.98,10.98,21.97,7,11.78,0.12,0,0.99,0,0.98
V,100,20,30,1.50X,45,1.50X,22,1.16,2.17,-63.6,0.38,11.09,11.09,11.09,22.19,6,12.22,0.12,0,0.99,0,0.99
V,100,20,30,1.50X,45,1.50X,23,1.1,2.1,-69.14,0.38,11.15,11.15,11.15,22.3,7,11.11,0.11,0,0.99,0,0.99
V,100,20,30,1.50X,45,1.50X,24,1,2.01,-68.34,0.38,11.33,11.33,11.33,22.66,5,8.05,0.08,2,0.99,1492,0.99
V,100,20,30,1.50X,45,1.50X,3,1.15,2.18,-67.99,0.38,11.17,11.17,11.17,22.33,7,9.43,0.09,46,0.96,1115,0.99
V,100,20,30,1.50X,45,1.50X,4,1.01,2.04,-67.64,0.38,11.4,11.4,11.4,22.8,7,8.95,0.09,67,0.96,1154,0.99
V,100,20,30,1.50X,45,1.50X,5,1.22,2.28,-60.35,0.38,11.14,11.14,11.14,22.27,7,9.74,0.1,114,0.93,1643,0.99
V,100,20,30,1.50X,45,1.50X,6,1.08,2.1,-68.12,0.38,11.45,11.45,11.45,22.9,6,8.63,0.09,8,0.98,540,0.96
V,100,20,30,1.50X,45,1.50X,7,1.13,2.19,-49.46,0.38,11.25,11.25,11.25,22.5,6,10.04,0.1,118,0.93,948,0.99
V,100,20,30,1.50X,45,1.50X,8,1.17,2.23,-65.41,0.38,11.15,11.15,11.15,22.31,7,8.31,0.08,117,0.93,1025,0.99
V,100,20,30,1.50X,45,1.50X,9,1.01,2.04,-65.1,0.38,11.49,11.49,11.49,22.97,6,8.92,0.09,0,0.97,0,0.98
V,200,20,30,1.50X,45,1.50X,0,1.16,2.17,-59.26,0.36,12.5,12.5,12.5,25.01,5,9.15,0.05,0,0.99,0,0.99
V,200,20,30,1.50X,45,1.50X,1,1.02,2.02,-51.16,0.36,12.46,12.46,12.46,24.93,7,13.09,0.07,4,0.99,1527,0.96
V,200,20,30,1.50X,45,1.50X,10,1.02,2.02,-58.27,0.36,12.46,12.46,12.46,24.92,6,10.11,0.05,0,0.99,0,0.96
V,200,20,30,1.50X,45,1.50X,11,1,2,-54.55,0.36,12.54,12.54,12.54,25.09,7,11.12,0.06,3,0.99,913,0.96
V,200,20,30,1.50X,45,1.50X,12,1.07,2.08,-45.96,0.36,12.29,12.29,12.29,24.58,6,11.87,0.06,10,0.99,1776,0.92
V,200,20,30,1.50X,45,1.50X,13,1.02,2.05,-58.16,0.36,12.57,12.57,12.57,25.13,6,8.55,0.04,56,0.97,1332,0.99
V,200,20,30,1.50X,45,1.50X,14,1.08,2.09,-53.4,0.37,12.48,12.48,12.48,24.96,6,10.9,0.05,18,0.99,1723,0.99
V,200,20,30,1.50X,45,1.50X,15,1.09,2.15,-55.18,0.36,12.52,12.52,12.52,25.03,5,11.19,0.06,1,0.99,845,1
V,200,20,30,1.50X,45,1.50X,16,1.08,2.08,-50.18,0.36,12.31,12.31,12.31,24.63,7,13.66,0.07,0,1,0,0.94
V,200,20,30,1.50X,45,1.50X,17,1.11,2.12,-46.06,0.36,12.48,12.48,12.48,24.97,6,9.92,0.05,0,0.99,0,0.96
V,200,20,30,1.50X,45,1.50X,18,1.05,2.05,-56.33,0.36,12.53,12.53,12.53,25.05,6,10.04,0.05,0,1,0,0.89
V,200,20,30,1.50X,45,1.50X,19,1.03,2.19,-65.04,0.37,12.49,12.49,12.49,24.97,6,7.52,0.04,319,0.84,841,0.98
V,200,20,30,1.50X,45,1.50X,2,1.06,2.06,-58.01,0.36,12.6,12.6,12.6,25.19,5,9.14,0.05,0,1,0,1
V,200,20,30,1.50X,45,1.50X,20,1.13,2.14,-54.99,0.36,12.39,12.39,12.39,24.77,6,10.44,0.05,19,0.99,1717,0.98
V,200,20,30,1.50X,45,1.50X,21,1.01,2.02,-55.01,0.36,12.5,12.5,12.5,25.01,5,9.04,0.05,14,0.99,1082,0.99
V,200,20,30,1.50X,45,1.50X,22,1.12,2.12,-49.68,0.37,12.39,12.39,12.39,24.77,6,8.9,0.04,0,0.99,0,0.93
V,200,20,30,1.50X,45,1.50X,23,1.02,2.02,-61.54,0.36,12.39,12.39,12.39,24.77,7,15.36,0.08,0,0.99,0,0.91
V,200,20,30,1.50X,45,1.50X,24,1,2.01,-43.23,0.36,12.56,12.56,12.56,25.12,6,11.77,0.06,14,0.99,1565,1
V,200,20,30,1.50X,45,1.50X,3,1.02,2.02,-48.1,0.36,12.49,12.49,12.49,24.99,6,11.8,0.06,0,0.99,0,0.96
V,200,20,30,1.50X,45,1.50X,4,1.06,2.08,-50.71,0.36,12.47,12.47,12.47,24.94,6,8.64,0.04,44,0.97,1408,0.91
V,200,20,30,1.50X,45,1.50X,5,1.07,2.07,-54.26,0.36,12.55,12.55,12.55,25.1,6,10.36,0.05,0,1,0,0.97
V,200,20,30,1.50X,45,1.50X,6,1.01,2.01,-55.89,0.36,12.46,12.46,12.46,24.92,7,12.55,0.06,0,0.99,0,0.93
V,200,20,30,1.50X,45,1.50X,7,1.07,2.07,-44.13,0.36,12.36,12.36,12.36,24.73,6,9.84,0.05,2,0.99,750,0.95
V,200,20,30,1.50X,45,1.50X,8,1.11,2.17,-59.91,0.36,12.46,12.46,12.46,24.92,7,11.59,0.06,118,0.94,603,1
V,200,20,30,1.50X,45,1.50X,9,1.08,2.09,-27.86,0.36,12.37,12.37,12.37,24.73,5,10.19,0.05,1,0.99,1111,0.99
V,50,20,30,1.50X,45,1.50X,0,1.21,2.24,-76.86,0.4,9.42,9.42,9.42,18.84,8,8.54,0.17,0,0.97,0,0.98
V,50,20,30,1.50X,45,1.50X,1,1.1,2.17,-65.38,0.42,9.05,9.05,9.05,18.09,8,6.75,0.14,85,0.92,429,0.98
V,50,20,30,1.50X,45,1.50X,10,1.21,2.23,-68.44,0.39,9.28,9.28,9.28,18.55,7,8.7,0.17,23,0.97,1850,0.98
V,50,20,30,1.50X,45,1.50X,11,1.25,2.41,-72.37,0.4,9.48,9.48,9.48,18.97,7,6.71,0.13,320,0.82,672,0.98
V,50,20,30,1.50X,45,1.50X,12,1.05,2.27,-75.02,0.41,9.67,9.67,9.67,19.34,8,6.94,0.14,446,0.76,604,0.98
V,50,20,30,1.50X,45,1.50X,13,1.29,2.47,-72.47,0.39,9.72,9.72,9.72,19.44,8,7.88,0.16,216,0.87,549,0.98
V,50,20,30,1.50X,45,1.50X,14,1.06,2.22,-79.66,0.4,9.71,9.71,9.71,19.41,9,8.23,0.16,310,0.83,446,0.98
V,50,20,30,1.50X,45,1.50X,15,1.18,2.23,-75.75,0.42,9.26,9.26,9.26,18.53,8,7.39,0.15,78,0.94,1861,0.98
V,50,20,30,1.50X,45,1.50X,16,1.03,2.05,-70.69,0.41,9.73,9.73,9.73,19.46,7,6.13,0.12,22,0.97,1025,0.98
V,50,20,30,1.50X,45,1.50X,17,1.19,2.2,-65.93,0.4,9.34,9.34,9.34,18.68,7,7.53,0.15,24,0.97,1894,0.98
V,50,20,30,1.50X,45,1.50X,18,1.23,2.24,-75.49,0.4,9.39,9.39,9.39,18.77,7,9.01,0.18,2,0.98,482,0.98
V,50,20,30,1.50X,45,1.50X,19,1.56,2.83,-67.6,0.4,9.57,9.57,9.57,19.14,6,7,0.14,109,0.92,1710,0.98
V,50,20,30,1.50X,45,1.50X,2,1.09,2.11,-78.11,0.4,9.26,9.26,9.26,18.52,6,8.25,0.17,35,0.96,1410,0.98
V,50,20,30,1.50X,45,1.50X,20,1.09,2.09,-70.19,0.4,9.47,9.47,9.47,18.95,9,8.5,0.17,6,0.98,1367,0.98
V,50,20,30,1.50X,45,1.50X,21,1.15,2.34,-69.22,0.4,9.72,9.72,9.72,19.45,7,6.1,0.12,389,0.79,958,0.98
V,50,20,30,1.50X,45,1.50X,22,1.16,2.21,-76.6,0.4,9.55,9.55,9.55,19.09,6,7.38,0.15,115,0.92,1179,0.98
V,50,20,30,1.50X,45,1.50X,23,1.13,2.15,-67.09,0.41,9.51,9.51,9.51,19.03,6,6.55,0.13,33,0.96,1967,0.98
V,50,20,30,1.50X,45,1.50X,24,1.05,2.09,-70.96,0.4,9.67,9.67,9.67,19.35,7,7.29,0.15,77,0.94,1140,0.98
V,50,20,30,1.50X,45,1.50X,3,1.21,2.33,-74.37,0.4,9.52,9.52,9.52,19.04,8,6.99,0.14,231,0.87,1209,0.98
V,50,20,30,1.50X,45,1.50X,4,1.06,2.09,-76.23,0.4,9.6,9.6,9.6,19.21,7,8.44,0.17,57,0.95,1102,0.98
V,50,20,30,1.50X,45,1.50X,5,1.01,2.12,-75.13,0.41,9.47,9.47,9.47,18.94,6,7.13,0.14,163,0.87,1172,0.98
V,50,20,30,1.50X,45,1.50X,6,1.17,2.17,-70.26,0.4,9.57,9.57,9.57,19.14,6,7.52,0.15,0,0.98,0,0.98
V,50,20,30,1.50X,45,1.50X,7,1.04,2.09,-76.22,0.39,9.74,9.74,9.74,19.47,8,8.68,0.17,80,0.94,1454,0.98
V,50,20,30,1.50X,45,1.50X,8,1.06,2.14,-73.59,0.4,9.6,9.6,9.6,19.2,7,7.23,0.14,147,0.91,422,0.98
V,50,20,30,1.50X,45,1.50X,9,1.32,2.35,-69.75,0.42,9.52,9.52,9.52,19.03,7,7.19,0.14,0,0.97,0,0.98
T7,100,20,30,1.50X,45,1.50X,0,1,3.17,-24.07,0.62,6.93,6.93,6.93,13.86,81,3.89,0.04,115,0.52,1602,0.67
T7,100,20,30,1.50X,45,1.50X,1,1,2.18,-8.17,0.57,6.93,6.93,6.93,13.86,82,3.9,0.04,174,0.56,1242,0.54
T7,100,20,30,1.50X,45,1.50X,10,1,2.1,-67.8,0.58,6.93,6.93,6.93,13.86,98,4.02,0.04,16,0.65,857,0.57
T7,100,20,30,1.50X,45,1.50X,11,1,2.19,-56.99,0.55,6.93,6.93,6.93,13.86,70,3.26,0.03,437,0.57,885,0.57
T7,100,20,30,1.50X,45,1.50X,12,1,2.18,-21.97,0.57,6.93,6.93,6.93,13.86,106,3.14,0.03,199,0.62,1801,0.5
T7,100,20,30,1.50X,45,1.50X,13,1,1.42,-50.82,0.55,6.93,6.93,6.93,13.86,223,4.24,0.04,0,0.9,0,0.27
T7,100,20,30,1.50X,45,1.50X,14,1,1.7,-56.52,0.54,6.93,6.93,6.93,13.86,122,4.21,0.04,200,0.71,434,0.44
T7,100,20,30,1.50X,45,1.50X,15,1,2.89,-5.16,0.59,6.93,6.93,6.93,13.86,106,2.24,0.02,251,0.39,857,0.33
T7,100,20,30,1.50X,45,1.50X,16,1,2.66,-63.53,0.58,6.93,6.93,6.93,13.86,112,4.1,0.04,436,0.5,1133,0.53
T7,100,20,30,1.50X,45,1.50X,17,1,3.11,-4.85,0.6,6.93,6.93,6.93,13.86,90,4.5,0.05,16,0.48,1984,0.71
T7,100,20,30,1.50X,45,1.50X,18,1,1.34,-54.87,0.53,6.93,6.93,6.93,13.86,220,2.53,0.03,0,0.82,0,0.14
T7,100,20,30,1.50X,45,1.50X,19,1,2.64,-44.09,0.56,6.93,6.93,6.93,13.86,85,2.09,0.02,1010,0.28,425,0.3
T7,100,20,30,1.50X,45,1.50X,2,1,1.99,-55.15,0.53,6.93,6.93,6.93,13.86,51,1.87,0.02,1297,0.3,364,0.6
T7,100,20,30,1.50X,45,1.50X,20,1,2.61,-54.32,0.57,6.93,6.93,6.93,13.86,110,2.37,0.02,926,0.21,579,0.27
T7,100,20,30,1.50X,45,1.50X,21,1,2.7,-39.95,0.57,6.93,6.93,6.93,13.86,77,1.09,0.01,1446,0.19,414,0.18
T7,100,20,30,1.50X,45,1.50X,22,1,1.32,-65.58,0.52,6.93,6.93,6.93,13.86,154,4.47,0.04,0,0.92,0,0.52
T7,100,20,30,1.50X,45,1.50X,23,1,1.63,-54.3,0.56,6.93,6.93,6.93,13.86,143,5.29,0.05,0,0.68,0,0.46
T7,100,20,30,1.50X,45,1.50X,24,1,1.81,-57.92,0.55,6.93,6.93,6.93,13.86,99,2.73,0.03,954,0.42,1046,0.46
T7,100,20,30,1.50X,45,1.50X,3,1,2.48,-24.66,0.58,6.93,6.93,6.93,13.86,95,4.85,0.05,0,0.45,0,0.63
T7,100,20,30,1.50X,45,1.50X,4,1,3.22,-63.96,0.59,6.93,6.93,6.93,13.86,92,1.94,0.02,862,0.32,630,0.35
T7,100,20,30,1.50X,45,1.50X,5,1,2.02,-49.13,0.57,6.93,6.93,6.93,13.86,86,4.19,0.04,423,0.55,1577,0.51
T7,100,20,30,1.50X,45,1.50X,6,1,1.6,-57.77,0.54,6.93,6.93,6.93,13.86,84,2.87,0.03,365,0.72,878,0.55
T7,100,20,30,1.50X,45,1.50X,7,1,2.34,-11.68,0.56,6.93,6.93,6.93,13.86,84,3.98,0.04,600,0.44,462,0.55
T7,100,20,30,1.50X,45,1.50X,8,1,2.35,-71.25,0.56,6.93,6.93,6.93,13.86,89,4.07,0.04,0,0.77,0,0.6
T7,100,20,30,1.50X,45,1.50X,9,1,1.9,-49.35,0.55,6.93,6.93,6.93,13.86,110,2.87,0.03,242,0.61,1372,0.39
T7,200,20,30,1.50X,45,1.50X,0,1,2.18,-39.06,0.54,6.97,6.97,6.97,13.93,79,5.27,0.03,0,0.67,0,0.54
T7,200,20,30,1.50X,45,1.50X,1,1,1.99,-40.57,0.52,6.97,6.97,6.97,13.93,74,4.33,0.02,618,0.54,717,0.36
T7,200,20,30,1.50X,45,1.50X,10,1,2.75,-31.28,0.54,6.97,6.97,6.97,13.93,74,2.13,0.01,807,0.36,878,0.21
