mod,nAg,agDen,rRep,rOr,rOrX,rAt,rAtX,exp,cco,iso,piso,avgDeg,avgTotDeg
V,200,0.0008,20,40,2X,60,1.50X,29.64300679,1,0,0,12.57449999,25.14899998
V,200,0.0008,20,40,2X,60,1.50X,40.22381785,1,0,0,12.45545001,24.91090002
V,200,0.0008,20,40,2X,60,1.50X,36.58205472,1,0,0,12.58567498,25.17134996
V,200,0.0008,20,40,2X,60,1.50X,34.1804549,1,0,0,12.56367497,25.12734995
V,200,0.0008,20,40,2X,60,1.50X,38.54804434,1,0,0,12.54365,25.0873
V,200,0.0008,20,40,2X,60,1.50X,37.85616392,2,1,0.005,12.43612499,24.87224998
V,200,0.0008,20,40,2X,60,1.50X,44.51121765,1,0,0,12.48005002,24.96010005
V,200,0.0008,20,40,2X,60,1.50X,43.88316548,1,0,0,12.47335003,24.94670006
V,200,0.0008,20,40,2X,60,1.50X,46.45844124,1,0,0,12.44004999,24.88009998
V,200,0.0008,20,40,2X,60,1.50X,33.77330763,1,0,0,12.47867502,24.95735004
V,200,0.0008,20,40,2X,80,2X,41.61391836,1,0,0,12.43945,24.87889999
V,200,0.0008,20,40,2X,80,2X,42.07735167,2,1,0.005,12.38477496,24.76954992
V,200,0.0008,20,40,2X,80,2X,44.06025512,1,0,0,12.51254999,25.02509997
V,200,0.0008,20,40,2X,80,2X,38.13495492,1,0,0,12.45305006,24.90610012
V,200,0.0008,20,40,2X,80,2X,45.65081249,1,0,0,12.50457497,25.00914994
V,200,0.0008,20,40,2X,80,2X,41.12850816,1,0,0,12.37959995,24.75919991
V,200,0.0008,20,40,2X,80,2X,35.59348822,1,0,0,12.43225001,24.86450003
V,200,0.0008,20,40,2X,80,2X,38.70200898,1,0,0,12.50404999,25.00809999
V,200,0.0008,20,40,2X,80,2X,36.41171529,1,0,0,12.55289999,25.10579999
V,200,0.0008,20,40,2X,80,2X,43.55677105,1,0,0,12.38497502,24.76995004
V,200,0.0008,20,40,2X,80,2X,39.85249563,1,0,0,12.44637499,24.89274999
V,200,0.0008,20,40,2X,80,2X,44.21965616,1,0,0,12.460675,24.92135
V,200,0.0008,20,40,2X,80,2X,52.72447991,2,1,0.005,12.40117499,24.80234998
V,200,0.0008,20,40,2X,80,2X,34.163537,1,0,0,12.54482502,25.08965005
V,200,0.0008,20,40,2X,80,2X,37.07774313,1,0,0,12.55270001,25.10540002
V,200,0.0008,20,40,2X,80,2X,50.69078301,2,0,0,12.42782501,24.85565002
V,200,0.0008,20,40,2X,80,2X,40.03076965,1,0,0,12.52422501,25.04845002
V,200,0.0008,20,40,2X,80,2X,44.14350748,1,0,0,12.43219999,24.86439998
V,200,0.0008,20,40,2X,80,2X,48.40283397,1,0,0,12.349575,24.69915
V,200,0.0008,20,40,2X,80,2X,39.10774995,1,0,0,12.46619997,24.93239993
V,200,0.0008,20,40,2X,80,2X,42.20292184,1,0,0,12.42795001,24.85590001
V,200,0.0008,20,40,2X,80,2X,40.96201036,1,0,0,12.54254999,25.08509998
V,200,0.0008,20,40,2X,80,2X,39.7586858,1,0,0,12.37559999,24.75119999
V,200,0.0008,20,40,2X,80,2X,35.60299998,1,0,0,12.47550001,24.95100002
V,200,0.0008,20,40,2X,80,2X,37.57128574,1,0,0,12.46304998,24.92609997
V,50,0.0002,10,15,1.50X,22,1.50X,292.8373689,2,1,0.02,8.80550004,17.61100008
V,50,0.0002,10,15,1.50X,22,1.50X,550.2694308,1,0,0,8.328400004,16.65680001
V,50,0.0002,10,15,1.50X,22,1.50X,422.568225,1,0,0,8.907300003,17.81460001
V,50,0.0002,10,15,1.50X,22,1.50X,395.8882199,2,1,0.02,8.9477,17.8954
V,50,0.0002,10,15,1.50X,22,1.50X,382.6369154,1,0,0,8.840500021,17.68100004
V,50,0.0002,10,15,1.50X,22,1.50X,647.9471561,1,0,0,8.462800052,16.9256001
V,50,0.0002,10,15,1.50X,22,1.50X,417.2488397,2,1,0.02,8.578200042,17.15640008
V,50,0.0002,10,15,1.50X,22,1.50X,522.9998255,1,0,0,8.667500038,17.33500008
V,50,0.0002,10,15,1.50X,22,1.50X,386.6870703,1,0,0,8.792299986,17.58459997
V,50,0.0002,10,15,1.50X,22,1.50X,408.7997965,1,0,0,8.507400036,17.01480007
V,50,0.0002,10,15,1.50X,22,1.50X,394.47185,1,0,0,8.769500043,17.53900009
V,50,0.0002,10,15,1.50X,22,1.50X,498.5697149,3,2,0.04,8.736899989,17.47379998
V,50,0.0002,10,15,1.50X,22,1.50X,416.6191901,1,0,0,8.368500042,16.73700008
V,50,0.0002,10,15,1.50X,22,1.50X,644.5862588,1,0,0,8.333200006,16.66640001
V,50,0.0002,10,15,1.50X,22,1.50X,360.8090943,1,0,0,8.894900017,17.78980003
V,50,0.0002,10,15,1.50X,22,1.50X,467.3211383,2,1,0.02,8.400899994,16.80179999
V,50,0.0002,10,15,1.50X,22,1.50X,428.5326463,1,0,0,8.826400013,17.65280003
V,50,0.0002,10,15,1.50X,22,1.50X,436.5610321,1,0,0,8.809499981,17.61899996
V,50,0.0002,10,15,1.50X,22,1.50X,404.6680526,1,0,0,8.951299996,17.90259999
V,50,0.0002,10,15,1.50X,22,1.50X,451.5248018,2,1,0.02,8.573500032,17.14700006
V,50,0.0002,10,15,1.50X,22,1.50X,393.0124941,1,0,0,8.799200089,17.59840018
V,50,0.0002,10,15,1.50X,22,1.50X,570.4932742,2,1,0.02,8.510500014,17.02100003
V,50,0.0002,10,15,1.50X,22,1.50X,569.8926377,1,0,0,8.436199994,16.87239999
V,50,0.0002,10,15,1.50X,22,1.50X,357.4367517,1,0,0,8.728799956,17.45759991
V,50,0.0002,10,15,1.50X,22,1.50X,557.4714697,2,1,0.02,8.571400044,17.14280009
V,50,0.0002,10,15,1.50X,30,2X,475.2661831,2,1,0.02,8.296999993,16.59399999
V,50,0.0002,10,15,1.50X,30,2X,513.2636423,1,0,0,8.517600057,17.03520011
V,50,0.0002,10,15,1.50X,30,2X,539.3375566,1,0,0,7.799900007,15.59980001
V,50,0.0002,10,15,1.50X,30,2X,470.7228587,1,0,0,8.492100031,16.98420006
V,50,0.0002,10,15,1.50X,30,2X,445.8175511,2,1,0.02,8.463899975,16.92779995
V,50,0.0002,10,15,1.50X,30,2X,440.3321891,2,1,0.02,8.388100042,16.77620008
V,50,0.0002,10,15,1.50X,30,2X,637.5944728,3,2,0.04,8.138300002,16.2766
V,50,0.0002,10,15,1.50X,30,2X,547.5523464,1,0,0,8.527399988,17.05479998
V,50,0.0002,10,15,1.50X,30,2X,440.517837,3,2,0.04,8.64909996,17.29819992
V,50,0.0002,10,15,1.50X,30,2X,613.3713913,2,1,0.02,8.124700038,16.24940008
V,50,0.0002,10,15,1.50X,30,2X,440.6509262,1,0,0,8.735100038,17.47020008
V,50,0.0002,10,15,1.50X,30,2X,452.0871539,1,0,0,8.197599988,16.39519998
V,50,0.0002,10,15,1.50X,30,2X,652.6008851,3,2,0.04,8.538500054,17.07700011
V,50,0.0002,10,15,1.50X,30,2X,488.072345,2,1,0.02,8.740299993,17.48059999
V,50,0.0002,10,15,1.50X,30,2X,425.7078203,2,1,0.02,8.051699991,16.10339998
V,50,0.0002,10,15,1.50X,30,2X,807.3568677,4,3,0.06,8.142700009,16.28540002
V,50,0.0002,10,15,1.50X,30,2X,416.3851863,1,0,0,8.867900028,17.73580006
V,50,0.0002,10,15,1.50X,30,2X,485.7500517,1,0,0,8.707400045,17.41480009
V,50,0.0002,10,15,1.50X,30,2X,503.0071157,2,1,0.02,8.665200043,17.33040009
V,50,0.0002,10,15,1.50X,30,2X,792.6016994,2,1,0.02,8.350300019,16.70060004
V,50,0.0002,10,15,1.50X,30,2X,390.5130461,1,0,0,8.803000031,17.60600006
V,50,0.0002,10,15,1.50X,30,2X,682.7689405,2,1,0.02,8.35770004,16.71540008
V,50,0.0002,10,15,1.50X,30,2X,529.2368165,2,1,0.02,8.738800015,17.47760003
V,50,0.0002,10,15,1.50X,30,2X,643.3181887,2,1,0.02,8.252999964,16.50599993
V,50,0.0002,10,15,1.50X,30,2X,533.848429,2,1,0.02,8.325100017,16.65020003
V,50,0.0002,10,20,2X,30,1.50X,364.9904614,1,0,0,8.827500048,17.6550001
V,50,0.0002,10,20,2X,30,1.50X,580.4284954,1,0,0,8.21360003,16.42720006
V,50,0.0002,10,20,2X,30,1.50X,589.718148,1,0,0,8.196300042,16.39260008
V,50,0.0002,10,20,2X,30,1.50X,612.489328,1,0,0,8.296599977,16.59319995
V,50,0.0002,10,20,2X,30,1.50X,542.2958702,2,1,0.02,8.646000025,17.29200005
V,50,0.0002,10,20,2X,30,1.50X,401.252799,1,0,0,8.928400018,17.85680004
V,50,0.0002,10,20,2X,30,1.50X,402.0094755,1,0,0,9.026700015,18.05340003
V,50,0.0002,10,20,2X,30,1.50X,503.7320578,1,0,0,8.436700065,16.87340013
V,50,0.0002,10,20,2X,30,1.50X,414.4525093,4,2,0.04,8.495300026,16.99060005
V,50,0.0002,10,20,2X,30,1.50X,383.2631243,1,0,0,8.235600002,16.4712
V,50,0.0002,10,20,2X,30,1.50X,683.5691263,3,2,0.04,8.373099997,16.74619999
V,50,0.0002,10,20,2X,30,1.50X,402.7615724,1,0,0,8.643600037,17.28720007
V,50,0.0002,10,20,2X,30,1.50X,517.3793552,1,0,0,8.094300015,16.18860003
V,50,0.0002,10,20,2X,30,1.50X,563.2351087,1,0,0,8.5452,17.0904
V,50,0.0002,10,20,2X,30,1.50X,427.0864573,1,0,0,8.578900034,17.15780007
V,50,0.0002,10,20,2X,30,1.50X,520.673699,4,3,0.06,8.751999979,17.50399996
V,50,0.0002,10,20,2X,30,1.50X,579.1311037,2,1,0.02,8.473700032,16.94740006
V,50,0.0002,10,20,2X,30,1.50X,405.2832388,1,0,0,8.361900012,16.72380002
V,50,0.0002,10,20,2X,30,1.50X,441.9744123,2,1,0.02,8.30420002,16.60840004
V,50,0.0002,10,20,2X,30,1.50X,508.7184507,1,0,0,8.56109998,17.12219996
V,50,0.0002,10,20,2X,30,1.50X,322.0595512,1,0,0,8.777099991,17.55419998
V,50,0.0002,10,20,2X,30,1.50X,503.9482573,1,0,0,8.36339999,16.72679998
V,50,0.0002,10,20,2X,30,1.50X,393.1939181,2,1,0.02,8.885100021,17.77020004
V,50,0.0002,10,20,2X,30,1.50X,587.4326377,2,1,0.02,8.499400015,16.99880003
V,50,0.0002,10,20,2X,30,1.50X,309.4580488,1,0,0,8.741900024,17.48380005
V,50,0.0002,10,20,2X,40,2X,486.9337787,3,2,0.04,8.168300006,16.33660001
V,50,0.0002,10,20,2X,40,2X,477.6396117,3,2,0.04,8.439100056,16.87820011
V,50,0.0002,10,20,2X,40,2X,559.5181568,2,1,0.02,8.156900022,16.31380004
V,50,0.0002,10,20,2X,40,2X,528.2493701,1,0,0,8.227600009,16.45520002
V,50,0.0002,10,20,2X,40,2X,539.5122975,2,1,0.02,8.205699985,16.41139997
V,50,0.0002,10,20,2X,40,2X,566.6547009,2,1,0.02,8.059999988,16.11999998
V,50,0.0002,10,20,2X,40,2X,513.4211885,1,0,0,8.335200024,16.67040005
V,50,0.0002,10,20,2X,40,2X,658.036461,2,1,0.02,7.984300013,15.96860003
V,50,0.0002,10,20,2X,40,2X,618.2873291,2,1,0.02,7.982400005,15.96480001
V,50,0.0002,10,20,2X,40,2X,407.1604189,2,1,0.02,8.647300034,17.29460007
V,50,0.0002,10,20,2X,40,2X,589.1981582,1,0,0,7.953700018,15.90740004
V,50,0.0002,10,20,2X,40,2X,425.8421458,1,0,0,8.805100002,17.6102
V,50,0.0002,10,20,2X,40,2X,540.5978922,1,0,0,8.515900071,17.03180014
V,50,0.0002,10,20,2X,40,2X,349.1606734,1,0,0,8.664900043,17.32980009
V,50,0.0002,10,20,2X,40,2X,287.6486018,1,0,0,8.460300024,16.92060005
V,50,0.0002,10,20,2X,40,2X,473.4307562,1,0,0,8.679200025,17.35840005
V,50,0.0002,10,20,2X,40,2X,551.5104476,2,1,0.02,8.59400007,17.18800014
V,50,0.0002,10,20,2X,40,2X,417.8832634,2,1,0.02,8.680900021,17.36180004
V,50,0.0002,10,20,2X,40,2X,535.9836805,1,0,0,8.63330004,17.26660008
V,50,0.0002,10,20,2X,40,2X,499.9731518,2,1,0.02,8.811999977,17.62399995
V,50,0.0002,10,20,2X,40,2X,426.842657,2,1,0.02,8.76,17.52
V,50,0.0002,10,20,2X,40,2X,473.0517815,1,0,0,8.195399988,16.39079998
V,50,0.0002,10,20,2X,40,2X,737.9402924,2,1,0.02,7.889200044,15.77840009
V,50,0.0002,10,20,2X,40,2X,464.0420774,1,0,0,7.98849999,15.97699998
V,50,0.0002,10,20,2X,40,2X,531.4193116,2,1,0.02,8.6251,17.2502
V,50,0.0002,20,30,1.50X,45,1.50X,351.1911535,1,0,0,9.018599992,18.03719998
V,50,0.0002,20,30,1.50X,45,1.50X,373.7950396,1,0,0,8.927799995,17.85559999
V,50,0.0002,20,30,1.50X,45,1.50X,513.3776929,2,1,0.02,8.992400005,17.98480001
V,50,0.0002,20,30,1.50X,45,1.50X,603.51259,1,0,0,8.638900051,17.2778001
V,50,0.0002,20,30,1.50X,45,1.50X,366.7745611,2,1,0.02,9.14800005,18.2960001
V,50,0.0002,20,30,1.50X,45,1.50X,484.0004039,2,1,0.02,8.835600007,17.67120001
V,50,0.0002,20,30,1.50X,45,1.50X,654.3607248,2,1,0.02,8.477299998,16.9546
V,50,0.0002,20,30,1.50X,45,1.50X,457.5667912,2,1,0.02,9.103199954,18.20639991
V,50,0.0002,20,30,1.50X,45,1.50X,621.1176532,2,1,0.02,8.674199984,17.34839997
V,50,0.0002,20,30,1.50X,45,1.50X,464.3017651,1,0,0,9.065100009,18.13020002
V,50,0.0002,20,30,1.50X,45,1.50X,284.5500263,1,0,0,9.311599994,18.62319999
V,50,0.0002,20,30,1.50X,45,1.50X,293.2860508,1,0,0,9.225400023,18.45080005
V,50,0.0002,20,30,1.50X,45,1.50X,435.4877815,1,0,0,8.883500011,17.76700002
V,50,0.0002,20,30,1.50X,45,1.50X,429.8792142,2,1,0.02,9.010900028,18.02180006
V,50,0.0002,20,30,1.50X,45,1.50X,370.3943231,2,1,0.02,9.167999988,18.33599998
V,50,0.0002,20,30,1.50X,45,1.50X,423.3549907,2,1,0.02,9.038500023,18.07700005
V,50,0.0002,20,30,1.50X,45,1.50X,506.2998634,2,1,0.02,8.581299999,17.1626
V,50,0.0002,20,30,1.50X,45,1.50X,664.0115026,2,1,0.02,8.372100046,16.74420009
V,50,0.0002,20,30,1.50X,45,1.50X,492.4858838,2,1,0.02,9.025999978,18.05199996
V,50,0.0002,20,30,1.50X,45,1.50X,382.0558328,1,0,0,8.861999984,17.72399997
V,50,0.0002,20,30,1.50X,45,1.50X,408.2176008,2,1,0.02,9.193699965,18.38739993
V,50,0.0002,20,30,1.50X,45,1.50X,362.470777,1,0,0,9.174599993,18.34919999
V,50,0.0002,20,30,1.50X,45,1.50X,520.0695691,3,2,0.04,9.008900027,18.01780005
V,50,0.0002,20,30,1.50X,45,1.50X,474.9870138,1,0,0,8.943199985,17.88639997
V,50,0.0002,20,30,1.50X,45,1.50X,373.6233368,1,0,0,9.005800004,18.01160001
V,50,0.0002,20,30,1.50X,60,2X,359.5094399,1,0,0,9.046799996,18.09359999
V,50,0.0002,20,30,1.50X,60,2X,784.0361241,1,0,0,8.225099962,16.45019992
V,50,0.0002,20,30,1.50X,60,2X,482.8771213,2,1,0.02,8.731900017,17.46380003
V,50,0.0002,20,30,1.50X,60,2X,353.950885,1,0,0,9.19540004,18.39080008
V,50,0.0002,20,30,1.50X,60,2X,396.5625426,2,1,0.02,9.163000016,18.32600003
V,50,0.0002,20,30,1.50X,60,2X,389.6604585,1,0,0,9.129599981,18.25919996
V,50,0.0002,20,30,1.50X,60,2X,484.9170651,1,0,0,8.748099985,17.49619997
V,50,0.0002,20,30,1.50X,60,2X,440.5877756,1,0,0,9.074699965,18.14939993
V,50,0.0002,20,30,1.50X,60,2X,544.8215227,2,1,0.02,8.653299985,17.30659997
V,50,0.0002,20,30,1.50X,60,2X,504.4902241,1,0,0,8.796699955,17.59339991
V,50,0.0002,20,30,1.50X,60,2X,574.652584,1,0,0,8.605600023,17.21120005
V,50,0.0002,20,30,1.50X,60,2X,562.2961398,2,1,0.02,8.669999998,17.34
V,50,0.0002,20,30,1.50X,60,2X,477.2567356,1,0,0,8.976300004,17.95260001
V,50,0.0002,20,30,1.50X,60,2X,401.3971793,2,1,0.02,8.907500031,17.81500006
V,50,0.0002,20,30,1.50X,60,2X,438.6056387,1,0,0,8.986699994,17.97339999
V,50,0.0002,20,30,1.50X,60,2X,545.0105858,2,1,0.02,8.795300016,17.59060003
V,50,0.0002,20,30,1.50X,60,2X,331.4849467,1,0,0,9.089700022,18.17940004
V,50,0.0002,20,30,1.50X,60,2X,383.8393816,1,0,0,9.012100012,18.02420002
V,50,0.0002,20,30,1.50X,60,2X,456.2129302,1,0,0,8.912700007,17.82540001
V,50,0.0002,20,30,1.50X,60,2X,502.6257665,1,0,0,8.648899975,17.29779995
V,50,0.0002,20,30,1.50X,60,2X,429.6587657,3,1,0.02,8.920600007,17.84120001
V,50,0.0002,20,30,1.50X,60,2X,485.0990196,1,0,0,8.98249999,17.96499998
V,50,0.0002,20,30,1.50X,60,2X,478.8982994,1,0,0,8.733000047,17.46600009
V,50,0.0002,20,30,1.50X,60,2X,379.428207,2,1,0.02,8.876700001,17.7534
V,50,0.0002,20,30,1.50X,60,2X,478.0050991,1,0,0,8.871000035,17.74200007
V,50,0.0002,20,40,2X,60,1.50X,481.8270364,3,1,0.02,9.088499994,18.17699999
V,50,0.0002,20,40,2X,60,1.50X,374.7005854,2,1,0.02,9.115799971,18.23159994
V,50,0.0002,20,40,2X,60,1.50X,428.9139043,1,0,0,9.048699958,18.09739992
V,50,0.0002,20,40,2X,60,1.50X,607.7200191,2,1,0.02,8.860500023,17.72100005
V,50,0.0002,20,40,2X,60,1.50X,350.6005043,1,0,0,9.164300008,18.32860002
V,50,0.0002,20,40,2X,60,1.50X,640.9033204,2,1,0.02,8.679200001,17.3584
V,50,0.0002,20,40,2X,60,1.50X,321.4240318,1,0,0,9.290100002,18.5802
V,50,0.0002,20,40,2X,60,1.50X,327.5824462,1,0,0,9.238000007,18.47600001
V,50,0.0002,20,40,2X,60,1.50X,413.0762015,3,1,0.02,9.088200045,18.17640009
V,50,0.0002,20,40,2X,60,1.50X,545.0259835,2,1,0.02,8.583100019,17.16620004
V,50,0.0002,20,40,2X,60,1.50X,557.4373366,3,1,0.02,8.907200007,17.81440001
V,50,0.0002,20,40,2X,60,1.50X,402.0760762,1,0,0,9.009199979,18.01839996
V,50,0.0002,20,40,2X,60,1.50X,510.9205667,2,1,0.02,8.685899975,17.37179995
V,50,0.0002,20,40,2X,60,1.50X,418.8559727,1,0,0,9.06540004,18.13080008
V,50,0.0002,20,40,2X,60,1.50X,324.8217421,1,0,0,9.342000005,18.68400001
V,50,0.0002,20,40,2X,60,1.50X,454.5101911,2,1,0.02,8.678500016,17.35700003
V,50,0.0002,20,40,2X,60,1.50X,651.697384,3,1,0.02,8.443600023,16.88720005
V,50,0.0002,20,40,2X,60,1.50X,428.0401443,1,0,0,8.878199999,17.7564
V,50,0.0002,20,40,2X,60,1.50X,435.0889595,1,0,0,8.826600032,17.65320006
V,50,0.0002,20,40,2X,60,1.50X,674.735729,1,0,0,8.886399963,17.77279993
V,50,0.0002,20,40,2X,60,1.50X,395.8011473,1,0,0,8.940099993,17.88019999
V,50,0.0002,20,40,2X,60,1.50X,305.5113951,1,0,0,9.507000003,19.01400001
V,50,0.0002,20,40,2X,60,1.50X,404.2950006,1,0,0,8.770800014,17.54160003
V,50,0.0002,20,40,2X,60,1.50X,598.0368292,2,1,0.02,8.766900048,17.5338001
V,50,0.0002,20,40,2X,60,1.50X,336.649411,2,1,0.02,9.099400032,18.19880006
V,50,0.0002,20,40,2X,80,2X,350.3668843,2,1,0.02,9.282800007,18.56560001
V,50,0.0002,20,40,2X,80,2X,515.1841801,2,1,0.02,9.098099999,18.1962
V,50,0.0002,20,40,2X,80,2X,602.3358581,2,1,0.02,8.720599997,17.44119999
V,50,0.0002,20,40,2X,80,2X,391.6800988,3,1,0.02,8.944500012,17.88900002
V,50,0.0002,20,40,2X,80,2X,481.1345957,2,1,0.02,8.739700003,17.47940001
V,50,0.0002,20,40,2X,80,2X,574.0473598,2,1,0.02,8.738100014,17.47620003
V,50,0.0002,20,40,2X,80,2X,446.0750012,2,1,0.02,8.804600008,17.60920002
V,50,0.0002,20,40,2X,80,2X,548.1972844,2,1,0.02,8.716900001,17.4338
V,50,0.0002,20,40,2X,80,2X,679.5926618,1,0,0,8.771099992,17.54219998
V,50,0.0002,20,40,2X,80,2X,367.0231967,1,0,0,8.840100002,17.6802
V,50,0.0002,20,40,2X,80,2X,309.6291586,1,0,0,9.173200016,18.34640003
V,50,0.0002,20,40,2X,80,2X,615.3491682,1,0,0,8.666600008,17.33320002
V,50,0.0002,20,40,2X,80,2X,646.9013641,1,0,0,8.631399965,17.26279993
V,50,0.0002,20,40,2X,80,2X,315.289444,1,0,0,9.295200005,18.59040001
V,50,0.0002,20,40,2X,80,2X,423.213621,1,0,0,8.812799976,17.62559995
V,50,0.0002,20,40,2X,80,2X,644.5624947,2,1,0.02,8.578700004,17.15740001
V,50,0.0002,20,40,2X,80,2X,399.8571753,1,0,0,8.81289999,17.62579998
V,50,0.0002,20,40,2X,80,2X,377.518011,1,0,0,8.947600007,17.89520001
V,50,0.0002,20,40,2X,80,2X,602.3531319,1,0,0,8.55480001,17.10960002
V,50,0.0002,20,40,2X,80,2X,448.7218296,3,1,0.02,8.962800031,17.92560006
V,50,0.0002,20,40,2X,80,2X,378.401126,2,1,0.02,8.957399967,17.91479993
V,50,0.0002,20,40,2X,80,2X,592.7062942,3,1,0.02,8.692200022,17.38440004
V,50,0.0002,20,40,2X,80,2X,415.3671906,1,0,0,8.866400063,17.73280013
V,50,0.0002,20,40,2X,80,2X,921.8462516,2,1,0.02,8.151500049,16.3030001
V,50,0.0002,20,40,2X,80,2X,464.0826083,1,0,0,9.208299968,18.41659994
